,MilliQ,B20Sep19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,B20Sep19_01_R2,A(CDOM),a(CDOM),ln(a),Sr,B20Sep19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,B20Sep19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,B20Sep19_20_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F12Aug19_Surf_R2,A(CDOM),a(CDOM),ln(a),Sr,F12Aug19_5m_R1,A(CDOM),a(CDOM),ln(a),Sr,F12Aug19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr,F5Aug19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr
601,0,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.046,0.046,10.5938,2.360268924,
602,0,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.046,0.046,10.5938,2.360268924,
603,0,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.046,0.046,10.5938,2.360268924,
604,0,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.046,0.046,10.5938,2.360268924,
605,0,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.046,0.046,10.5938,2.360268924,
606,0,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.046,0.046,10.5938,2.360268924,
607,0,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.046,0.046,10.5938,2.360268924,
608,0,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.046,0.046,10.5938,2.360268924,
609,0,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.046,0.046,10.5938,2.360268924,
610,0,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.046,0.046,10.5938,2.360268924,
611,0,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.045,0.045,10.3635,2.338290018,
612,0,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.045,0.045,10.3635,2.338290018,
613,0,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.045,0.045,10.3635,2.338290018,
614,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.045,0.045,10.3635,2.338290018,
615,0,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.045,0.045,10.3635,2.338290018,
616,0,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.045,0.045,10.3635,2.338290018,
617,0,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.045,0.045,10.3635,2.338290018,
618,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.045,0.045,10.3635,2.338290018,
619,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.045,0.045,10.3635,2.338290018,
620,0,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.045,0.045,10.3635,2.338290018,
621,0,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.045,0.045,10.3635,2.338290018,
622,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.045,0.045,10.3635,2.338290018,
623,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,
624,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,
625,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,
626,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,
627,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,
628,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,
629,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,
630,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,
631,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,
632,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,
633,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,
634,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,
635,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,
636,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,
637,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,
638,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,
639,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,
640,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.043,0.043,9.9029,2.292827644,
641,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.043,0.043,9.9029,2.292827644,
642,0,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.043,0.043,9.9029,2.292827644,
643,0,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.043,0.043,9.9029,2.292827644,
644,0,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.043,0.043,9.9029,2.292827644,
645,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.043,0.043,9.9029,2.292827644,
646,0,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.043,0.043,9.9029,2.292827644,
647,0,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.043,0.043,9.9029,2.292827644,
648,0,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.043,0.043,9.9029,2.292827644,
649,0,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.043,0.043,9.9029,2.292827644,
650,0,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.043,0.043,9.9029,2.292827644,
