,MilliQ,F22Aug19_101_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_200_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_50_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_01_R2,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_99_R1,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_20_r1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_102_R1,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_45_r1,A(CDOM),a(CDOM),ln(a),Sr
230,0.002,0.08,0.078,17.9634,2.888336355,,0.13,0.128,29.4784,3.383657792,,0.104,0.102,23.4906,3.156600341,,0.132,0.13,29.939,3.399161978,,0.087,0.085,19.5755,2.974278784,,0.08,0.078,17.9634,2.888336355,,0.079,0.077,17.7331,2.87543295,,0.081,0.079,18.1937,2.90107538,,0.039,0.037,8.5211,2.14254544,,0.079,0.077,17.7331,2.87543295,,0.082,0.08,18.424,2.913654163,,0.079,0.077,17.7331,2.87543295,
231,0.002,0.078,0.076,17.5028,2.862360868,,0.129,0.127,29.2481,3.375814614,,0.102,0.1,23.03,3.136797714,,0.13,0.128,29.4784,3.383657792,,0.083,0.081,18.6543,2.926076683,,0.079,0.077,17.7331,2.87543295,,0.076,0.074,17.0422,2.835692621,,0.08,0.078,17.9634,2.888336355,,0.038,0.036,8.2908,2.115146466,,0.078,0.076,17.5028,2.862360868,,0.081,0.079,18.1937,2.90107538,,0.078,0.076,17.5028,2.862360868,
232,0.002,0.075,0.073,16.8119,2.822086969,,0.127,0.125,28.7875,3.359941265,,0.101,0.099,22.7997,3.126747378,,0.128,0.126,29.0178,3.367909435,,0.079,0.077,17.7331,2.87543295,,0.078,0.076,17.5028,2.862360868,,0.073,0.071,16.3513,2.794307405,,0.079,0.077,17.7331,2.87543295,,0.036,0.034,7.8302,2.057988052,,0.077,0.075,17.2725,2.849115641,,0.079,0.077,17.7331,2.87543295,,0.076,0.074,17.0422,2.835692621,
233,0.002,0.073,0.071,16.3513,2.794307405,,0.126,0.124,28.5572,3.351909093,,0.099,0.097,22.3391,3.106338506,,0.126,0.124,28.5572,3.351909093,,0.076,0.074,17.0422,2.835692621,,0.077,0.075,17.2725,2.849115641,,0.071,0.069,15.8907,2.765734032,,0.077,0.075,17.2725,2.849115641,,0.034,0.032,7.3696,1.997363431,,0.075,0.073,16.8119,2.822086969,,0.078,0.076,17.5028,2.862360868,,0.075,0.073,16.8119,2.822086969,
234,0.002,0.071,0.069,15.8907,2.765734032,,0.125,0.123,28.3269,3.343811883,,0.097,0.095,21.8785,3.085504419,,0.124,0.122,28.0966,3.335648573,,0.074,0.072,16.5816,2.808293647,,0.075,0.073,16.8119,2.822086969,,0.069,0.067,15.4301,2.736320147,,0.076,0.074,17.0422,2.835692621,,0.033,0.031,7.1393,1.965614732,,0.074,0.072,16.5816,2.808293647,,0.077,0.075,17.2725,2.849115641,,0.074,0.072,16.5816,2.808293647,
235,0.002,0.069,0.067,15.4301,2.736320147,,0.124,0.122,28.0966,3.335648573,,0.096,0.094,21.6482,3.07492231,,0.122,0.12,27.636,3.319119271,,0.071,0.069,15.8907,2.765734032,,0.074,0.072,16.5816,2.808293647,,0.067,0.065,14.9695,2.706014798,,0.075,0.073,16.8119,2.822086969,,0.032,0.03,6.909,1.93282491,,0.073,0.071,16.3513,2.794307405,,0.076,0.074,17.0422,2.835692621,,0.073,0.071,16.3513,2.794307405,
236,0.002,0.068,0.066,15.1998,2.72128227,,0.123,0.121,27.8663,3.327418073,,0.095,0.093,21.4179,3.064227021,,0.12,0.118,27.1754,3.302312152,,0.069,0.067,15.4301,2.736320147,,0.073,0.071,16.3513,2.794307405,,0.065,0.063,14.5089,2.674762254,,0.074,0.072,16.5816,2.808293647,,0.031,0.029,6.6787,1.898923358,,0.072,0.07,16.121,2.78012277,,0.075,0.073,16.8119,2.822086969,,0.071,0.069,15.8907,2.765734032,
237,0.002,0.066,0.064,14.7392,2.690510611,,0.122,0.12,27.636,3.319119271,,0.094,0.092,21.1876,3.053416105,,0.119,0.117,26.9451,3.293801463,,0.067,0.065,14.9695,2.706014798,,0.072,0.07,16.121,2.78012277,,0.064,0.062,14.2786,2.658761913,,0.073,0.071,16.3513,2.794307405,,0.03,0.028,6.4484,1.863832038,,0.071,0.069,15.8907,2.765734032,,0.073,0.071,16.3513,2.794307405,,0.07,0.068,15.6604,2.751135233,
238,0.002,0.065,0.063,14.5089,2.674762254,,0.122,0.12,27.636,3.319119271,,0.092,0.09,20.727,3.031437198,,0.117,0.115,26.4845,3.276559656,,0.066,0.064,14.7392,2.690510611,,0.071,0.069,15.8907,2.765734032,,0.062,0.06,13.818,2.62597209,,0.072,0.07,16.121,2.78012277,,0.029,0.027,6.2181,1.827464394,,0.07,0.068,15.6604,2.751135233,,0.073,0.071,16.3513,2.794307405,,0.07,0.068,15.6604,2.751135233,
239,0.002,0.064,0.062,14.2786,2.658761913,,0.121,0.119,27.4057,3.310751021,,0.092,0.09,20.727,3.031437198,,0.116,0.114,26.2542,3.267825976,,0.065,0.063,14.5089,2.674762254,,0.071,0.069,15.8907,2.765734032,,0.061,0.059,13.5877,2.609164972,,0.071,0.069,15.8907,2.765734032,,0.029,0.027,6.2181,1.827464394,,0.069,0.067,15.4301,2.736320147,,0.072,0.07,16.121,2.78012277,,0.069,0.067,15.4301,2.736320147,
240,0.002,0.063,0.061,14.0483,2.642501392,,0.12,0.118,27.1754,3.302312152,,0.09,0.088,20.2664,3.008964342,,0.115,0.113,26.0239,3.259015347,,0.063,0.061,14.0483,2.642501392,,0.07,0.068,15.6604,2.751135233,,0.06,0.058,13.3574,2.592070538,,0.07,0.068,15.6604,2.751135233,,0.028,0.026,5.9878,1.789724066,,0.068,0.066,15.1998,2.72128227,,0.071,0.069,15.8907,2.765734032,,0.068,0.066,15.1998,2.72128227,
241,0.002,0.062,0.06,13.818,2.62597209,,0.119,0.117,26.9451,3.293801463,,0.09,0.088,20.2664,3.008964342,,0.113,0.111,25.5633,3.241157729,,0.062,0.06,13.818,2.62597209,,0.069,0.067,15.4301,2.736320147,,0.059,0.057,13.1271,2.574678796,,0.069,0.067,15.4301,2.736320147,,0.028,0.026,5.9878,1.789724066,,0.067,0.065,14.9695,2.706014798,,0.07,0.068,15.6604,2.751135233,,0.067,0.065,14.9695,2.706014798,
242,0.002,0.061,0.059,13.5877,2.609164972,,0.119,0.117,26.9451,3.293801463,,0.089,0.087,20.0361,2.997535646,,0.112,0.11,25.333,3.232107894,,0.061,0.059,13.5877,2.609164972,,0.068,0.066,15.1998,2.72128227,,0.058,0.056,12.8968,2.556979219,,0.069,0.067,15.4301,2.736320147,,0.028,0.026,5.9878,1.789724066,,0.067,0.065,14.9695,2.706014798,,0.069,0.067,15.4301,2.736320147,,0.066,0.064,14.7392,2.690510611,
243,0.002,0.06,0.058,13.3574,2.592070538,,0.118,0.116,26.7148,3.285217719,,0.088,0.086,19.8058,2.985974824,,0.111,0.109,25.1027,3.22297541,,0.061,0.059,13.5877,2.609164972,,0.068,0.066,15.1998,2.72128227,,0.058,0.056,12.8968,2.556979219,,0.068,0.066,15.1998,2.72128227,,0.027,0.025,5.7575,1.750503353,,0.066,0.064,14.7392,2.690510611,,0.069,0.067,15.4301,2.736320147,,0.066,0.064,14.7392,2.690510611,
244,0.002,0.059,0.057,13.1271,2.574678796,,0.118,0.116,26.7148,3.285217719,,0.087,0.085,19.5755,2.974278784,,0.11,0.108,24.8724,3.213758755,,0.06,0.058,13.3574,2.592070538,,0.067,0.065,14.9695,2.706014798,,0.057,0.055,12.6665,2.538960713,,0.067,0.065,14.9695,2.706014798,,0.027,0.025,5.7575,1.750503353,,0.065,0.063,14.5089,2.674762254,,0.068,0.066,15.1998,2.72128227,,0.065,0.063,14.5089,2.674762254,
245,0.002,0.059,0.057,13.1271,2.574678796,,0.117,0.115,26.4845,3.276559656,,0.087,0.085,19.5755,2.974278784,,0.109,0.107,24.6421,3.204456362,,0.059,0.057,13.1271,2.574678796,,0.066,0.064,14.7392,2.690510611,,0.056,0.054,12.4362,2.520611574,,0.067,0.065,14.9695,2.706014798,,0.027,0.025,5.7575,1.750503353,,0.065,0.063,14.5089,2.674762254,,0.068,0.066,15.1998,2.72128227,,0.065,0.063,14.5089,2.674762254,
246,0.002,0.058,0.056,12.8968,2.556979219,,0.117,0.115,26.4845,3.276559656,,0.086,0.084,19.3452,2.962444327,,0.108,0.106,24.4118,3.195066622,,0.058,0.056,12.8968,2.556979219,,0.066,0.064,14.7392,2.690510611,,0.055,0.053,12.2059,2.501919441,,0.066,0.064,14.7392,2.690510611,,0.027,0.025,5.7575,1.750503353,,0.064,0.062,14.2786,2.658761913,,0.067,0.065,14.9695,2.706014798,,0.064,0.062,14.2786,2.658761913,
247,0.002,0.057,0.055,12.6665,2.538960713,,0.116,0.114,26.2542,3.267825976,,0.085,0.083,19.1149,2.950468136,,0.107,0.105,24.1815,3.185587878,,0.058,0.056,12.8968,2.556979219,,0.065,0.063,14.5089,2.674762254,,0.055,0.053,12.2059,2.501919441,,0.066,0.064,14.7392,2.690510611,,0.026,0.024,5.5272,1.709681358,,0.064,0.062,14.2786,2.658761913,,0.066,0.064,14.7392,2.690510611,,0.063,0.061,14.0483,2.642501392,
248,0.002,0.057,0.055,12.6665,2.538960713,,0.116,0.114,26.2542,3.267825976,,0.085,0.083,19.1149,2.950468136,,0.107,0.105,24.1815,3.185587878,,0.057,0.055,12.6665,2.538960713,,0.065,0.063,14.5089,2.674762254,,0.054,0.052,11.9756,2.482871246,,0.065,0.063,14.5089,2.674762254,,0.026,0.024,5.5272,1.709681358,,0.063,0.061,14.0483,2.642501392,,0.066,0.064,14.7392,2.690510611,,0.063,0.061,14.0483,2.642501392,
249,0.002,0.056,0.054,12.4362,2.520611574,,0.116,0.114,26.2542,3.267825976,,0.084,0.082,18.8846,2.938346775,,0.106,0.104,23.9512,3.176018427,,0.057,0.055,12.6665,2.538960713,,0.064,0.062,14.2786,2.658761913,,0.054,0.052,11.9756,2.482871246,,0.065,0.063,14.5089,2.674762254,,0.026,0.024,5.5272,1.709681358,,0.063,0.061,14.0483,2.642501392,,0.065,0.063,14.5089,2.674762254,,0.062,0.06,13.818,2.62597209,
250,0.002,0.056,0.054,12.4362,2.520611574,,0.115,0.113,26.0239,3.259015347,,0.084,0.082,18.8846,2.938346775,,0.105,0.103,23.7209,3.166356516,,0.057,0.055,12.6665,2.538960713,,0.064,0.062,14.2786,2.658761913,,0.053,0.051,11.7453,2.463453161,,0.064,0.062,14.2786,2.658761913,,0.026,0.024,5.5272,1.709681358,,0.062,0.06,13.818,2.62597209,,0.065,0.063,14.5089,2.674762254,,0.062,0.06,13.818,2.62597209,
251,0.002,0.056,0.054,12.4362,2.520611574,,0.115,0.113,26.0239,3.259015347,,0.083,0.081,18.6543,2.926076683,,0.105,0.103,23.7209,3.166356516,,0.056,0.054,12.4362,2.520611574,,0.063,0.061,14.0483,2.642501392,,0.053,0.051,11.7453,2.463453161,,0.064,0.062,14.2786,2.658761913,,0.026,0.024,5.5272,1.709681358,,0.062,0.06,13.818,2.62597209,,0.065,0.063,14.5089,2.674762254,,0.062,0.06,13.818,2.62597209,
252,0.002,0.055,0.053,12.2059,2.501919441,,0.114,0.112,25.7936,3.250126399,,0.083,0.081,18.6543,2.926076683,,0.104,0.102,23.4906,3.156600341,,0.056,0.054,12.4362,2.520611574,,0.063,0.061,14.0483,2.642501392,,0.052,0.05,11.515,2.443650533,,0.063,0.061,14.0483,2.642501392,,0.026,0.024,5.5272,1.709681358,,0.061,0.059,13.5877,2.609164972,,0.064,0.062,14.2786,2.658761913,,0.061,0.059,13.5877,2.609164972,
253,0.002,0.055,0.053,12.2059,2.501919441,,0.114,0.112,25.7936,3.250126399,,0.082,0.08,18.424,2.913654163,,0.103,0.101,23.2603,3.146748045,,0.055,0.053,12.2059,2.501919441,,0.062,0.06,13.818,2.62597209,,0.052,0.05,11.515,2.443650533,,0.063,0.061,14.0483,2.642501392,,0.026,0.024,5.5272,1.709681358,,0.061,0.059,13.5877,2.609164972,,0.064,0.062,14.2786,2.658761913,,0.061,0.059,13.5877,2.609164972,
254,0.002,0.054,0.052,11.9756,2.482871246,,0.114,0.112,25.7936,3.250126399,,0.082,0.08,18.424,2.913654163,,0.102,0.1,23.03,3.136797714,,0.055,0.053,12.2059,2.501919441,,0.062,0.06,13.818,2.62597209,,0.052,0.05,11.515,2.443650533,,0.063,0.061,14.0483,2.642501392,,0.026,0.024,5.5272,1.709681358,,0.061,0.059,13.5877,2.609164972,,0.063,0.061,14.0483,2.642501392,,0.06,0.058,13.3574,2.592070538,
255,0.002,0.054,0.052,11.9756,2.482871246,,0.113,0.111,25.5633,3.241157729,,0.081,0.079,18.1937,2.90107538,,0.102,0.1,23.03,3.136797714,,0.055,0.053,12.2059,2.501919441,,0.062,0.06,13.818,2.62597209,,0.051,0.049,11.2847,2.423447826,,0.062,0.06,13.818,2.62597209,,0.025,0.023,5.2969,1.667121744,,0.06,0.058,13.3574,2.592070538,,0.063,0.061,14.0483,2.642501392,,0.06,0.058,13.3574,2.592070538,
256,0.002,0.054,0.052,11.9756,2.482871246,,0.113,0.111,25.5633,3.241157729,,0.081,0.079,18.1937,2.90107538,,0.101,0.099,22.7997,3.126747378,,0.054,0.052,11.9756,2.482871246,,0.061,0.059,13.5877,2.609164972,,0.051,0.049,11.2847,2.423447826,,0.062,0.06,13.818,2.62597209,,0.025,0.023,5.2969,1.667121744,,0.06,0.058,13.3574,2.592070538,,0.062,0.06,13.818,2.62597209,,0.059,0.057,13.1271,2.574678796,
257,0.002,0.053,0.051,11.7453,2.463453161,,0.112,0.11,25.333,3.232107894,,0.08,0.078,17.9634,2.888336355,,0.1,0.098,22.5694,3.116595007,,0.054,0.052,11.9756,2.482871246,,0.061,0.059,13.5877,2.609164972,,0.05,0.048,11.0544,2.402828539,,0.061,0.059,13.5877,2.609164972,,0.025,0.023,5.2969,1.667121744,,0.059,0.057,13.1271,2.574678796,,0.062,0.06,13.818,2.62597209,,0.059,0.057,13.1271,2.574678796,
258,0.002,0.053,0.051,11.7453,2.463453161,,0.112,0.11,25.333,3.232107894,,0.08,0.078,17.9634,2.888336355,,0.1,0.098,22.5694,3.116595007,,0.053,0.051,11.7453,2.463453161,,0.06,0.058,13.3574,2.592070538,,0.05,0.048,11.0544,2.402828539,,0.061,0.059,13.5877,2.609164972,,0.025,0.023,5.2969,1.667121744,,0.059,0.057,13.1271,2.574678796,,0.062,0.06,13.818,2.62597209,,0.059,0.057,13.1271,2.574678796,
259,0.002,0.053,0.051,11.7453,2.463453161,,0.111,0.109,25.1027,3.22297541,,0.079,0.077,17.7331,2.87543295,,0.099,0.097,22.3391,3.106338506,,0.053,0.051,11.7453,2.463453161,,0.06,0.058,13.3574,2.592070538,,0.049,0.047,10.8241,2.38177513,,0.06,0.058,13.3574,2.592070538,,0.025,0.023,5.2969,1.667121744,,0.058,0.056,12.8968,2.556979219,,0.061,0.059,13.5877,2.609164972,,0.058,0.056,12.8968,2.556979219,
260,0.002,0.052,0.05,11.515,2.443650533,,0.111,0.109,25.1027,3.22297541,,0.079,0.077,17.7331,2.87543295,,0.098,0.096,22.1088,3.095975719,,0.053,0.051,11.7453,2.463453161,,0.059,0.057,13.1271,2.574678796,,0.049,0.047,10.8241,2.38177513,,0.06,0.058,13.3574,2.592070538,,0.025,0.023,5.2969,1.667121744,,0.058,0.056,12.8968,2.556979219,,0.061,0.059,13.5877,2.609164972,,0.058,0.056,12.8968,2.556979219,
261,0.002,0.052,0.05,11.515,2.443650533,,0.111,0.109,25.1027,3.22297541,,0.078,0.076,17.5028,2.862360868,,0.098,0.096,22.1088,3.095975719,,0.052,0.05,11.515,2.443650533,,0.059,0.057,13.1271,2.574678796,,0.048,0.046,10.5938,2.360268924,,0.059,0.057,13.1271,2.574678796,,0.025,0.023,5.2969,1.667121744,,0.058,0.056,12.8968,2.556979219,,0.06,0.058,13.3574,2.592070538,,0.057,0.055,12.6665,2.538960713,
262,0.002,0.051,0.049,11.2847,2.423447826,,0.11,0.108,24.8724,3.213758755,,0.077,0.075,17.2725,2.849115641,,0.097,0.095,21.8785,3.085504419,,0.052,0.05,11.515,2.443650533,,0.058,0.056,12.8968,2.556979219,,0.048,0.046,10.5938,2.360268924,,0.059,0.057,13.1271,2.574678796,,0.025,0.023,5.2969,1.667121744,,0.057,0.055,12.6665,2.538960713,,0.06,0.058,13.3574,2.592070538,,0.057,0.055,12.6665,2.538960713,
263,0.002,0.051,0.049,11.2847,2.423447826,,0.11,0.108,24.8724,3.213758755,,0.077,0.075,17.2725,2.849115641,,0.096,0.094,21.6482,3.07492231,,0.052,0.05,11.515,2.443650533,,0.058,0.056,12.8968,2.556979219,,0.048,0.046,10.5938,2.360268924,,0.058,0.056,12.8968,2.556979219,,0.024,0.022,5.0666,1.622669981,,0.056,0.054,12.4362,2.520611574,,0.059,0.057,13.1271,2.574678796,,0.056,0.054,12.4362,2.520611574,
264,0.002,0.051,0.049,11.2847,2.423447826,,0.109,0.107,24.6421,3.204456362,,0.076,0.074,17.0422,2.835692621,,0.095,0.093,21.4179,3.064227021,,0.051,0.049,11.2847,2.423447826,,0.057,0.055,12.6665,2.538960713,,0.047,0.045,10.3635,2.338290018,,0.058,0.056,12.8968,2.556979219,,0.024,0.022,5.0666,1.622669981,,0.056,0.054,12.4362,2.520611574,,0.059,0.057,13.1271,2.574678796,,0.056,0.054,12.4362,2.520611574,
265,0.002,0.05,0.048,11.0544,2.402828539,,0.109,0.107,24.6421,3.204456362,,0.076,0.074,17.0422,2.835692621,,0.095,0.093,21.4179,3.064227021,,0.051,0.049,11.2847,2.423447826,,0.057,0.055,12.6665,2.538960713,,0.047,0.045,10.3635,2.338290018,,0.057,0.055,12.6665,2.538960713,,0.024,0.022,5.0666,1.622669981,,0.056,0.054,12.4362,2.520611574,,0.058,0.056,12.8968,2.556979219,,0.056,0.054,12.4362,2.520611574,
266,0.002,0.05,0.048,11.0544,2.402828539,,0.109,0.107,24.6421,3.204456362,,0.075,0.073,16.8119,2.822086969,,0.094,0.092,21.1876,3.053416105,,0.05,0.048,11.0544,2.402828539,,0.056,0.054,12.4362,2.520611574,,0.047,0.045,10.3635,2.338290018,,0.057,0.055,12.6665,2.538960713,,0.024,0.022,5.0666,1.622669981,,0.055,0.053,12.2059,2.501919441,,0.058,0.056,12.8968,2.556979219,,0.055,0.053,12.2059,2.501919441,
267,0.002,0.05,0.048,11.0544,2.402828539,,0.108,0.106,24.4118,3.195066622,,0.075,0.073,16.8119,2.822086969,,0.093,0.091,20.9573,3.042487034,,0.05,0.048,11.0544,2.402828539,,0.056,0.054,12.4362,2.520611574,,0.046,0.044,10.1332,2.315817162,,0.056,0.054,12.4362,2.520611574,,0.024,0.022,5.0666,1.622669981,,0.054,0.052,11.9756,2.482871246,,0.057,0.055,12.6665,2.538960713,,0.054,0.052,11.9756,2.482871246,
268,0.002,0.049,0.047,10.8241,2.38177513,,0.108,0.106,24.4118,3.195066622,,0.074,0.072,16.5816,2.808293647,,0.092,0.09,20.727,3.031437198,,0.049,0.047,10.8241,2.38177513,,0.055,0.053,12.2059,2.501919441,,0.046,0.044,10.1332,2.315817162,,0.056,0.054,12.4362,2.520611574,,0.024,0.022,5.0666,1.622669981,,0.054,0.052,11.9756,2.482871246,,0.056,0.054,12.4362,2.520611574,,0.054,0.052,11.9756,2.482871246,
269,0.002,0.049,0.047,10.8241,2.38177513,,0.107,0.105,24.1815,3.185587878,,0.074,0.072,16.5816,2.808293647,,0.091,0.089,20.4967,3.020263898,,0.049,0.047,10.8241,2.38177513,,0.055,0.053,12.2059,2.501919441,,0.045,0.043,9.9029,2.292827644,,0.055,0.053,12.2059,2.501919441,,0.024,0.022,5.0666,1.622669981,,0.053,0.051,11.7453,2.463453161,,0.056,0.054,12.4362,2.520611574,,0.053,0.051,11.7453,2.463453161,
270,0.001,0.048,0.047,10.8241,2.38177513,,0.107,0.106,24.4118,3.195066622,,0.073,0.072,16.5816,2.808293647,,0.09,0.089,20.4967,3.020263898,,0.048,0.047,10.8241,2.38177513,,0.054,0.053,12.2059,2.501919441,,0.045,0.044,10.1332,2.315817162,,0.055,0.054,12.4362,2.520611574,,0.024,0.023,5.2969,1.667121744,,0.053,0.052,11.9756,2.482871246,,0.056,0.055,12.6665,2.538960713,,0.053,0.052,11.9756,2.482871246,
271,0.002,0.048,0.046,10.5938,2.360268924,,0.106,0.104,23.9512,3.176018427,,0.072,0.07,16.121,2.78012277,,0.09,0.088,20.2664,3.008964342,,0.048,0.046,10.5938,2.360268924,,0.054,0.052,11.9756,2.482871246,,0.045,0.043,9.9029,2.292827644,,0.054,0.052,11.9756,2.482871246,,0.023,0.021,4.8363,1.576149966,,0.052,0.05,11.515,2.443650533,,0.055,0.053,12.2059,2.501919441,,0.052,0.05,11.515,2.443650533,
272,0.002,0.048,0.046,10.5938,2.360268924,,0.106,0.104,23.9512,3.176018427,,0.072,0.07,16.121,2.78012277,,0.089,0.087,20.0361,2.997535646,,0.047,0.045,10.3635,2.338290018,,0.053,0.051,11.7453,2.463453161,,0.044,0.042,9.6726,2.269297146,,0.054,0.052,11.9756,2.482871246,,0.023,0.021,4.8363,1.576149966,,0.052,0.05,11.515,2.443650533,,0.054,0.052,11.9756,2.482871246,,0.052,0.05,11.515,2.443650533,
273,0.002,0.047,0.045,10.3635,2.338290018,,0.105,0.103,23.7209,3.166356516,,0.071,0.069,15.8907,2.765734032,,0.088,0.086,19.8058,2.985974824,,0.047,0.045,10.3635,2.338290018,,0.053,0.051,11.7453,2.463453161,,0.044,0.042,9.6726,2.269297146,,0.053,0.051,11.7453,2.463453161,,0.023,0.021,4.8363,1.576149966,,0.051,0.049,11.2847,2.423447826,,0.054,0.052,11.9756,2.482871246,,0.051,0.049,11.2847,2.423447826,
274,0.001,0.047,0.046,10.5938,2.360268924,,0.105,0.104,23.9512,3.176018427,,0.071,0.07,16.121,2.78012277,,0.087,0.086,19.8058,2.985974824,,0.047,0.046,10.5938,2.360268924,,0.052,0.051,11.7453,2.463453161,,0.044,0.043,9.9029,2.292827644,,0.052,0.051,11.7453,2.463453161,,0.023,0.022,5.0666,1.622669981,,0.051,0.05,11.515,2.443650533,,0.053,0.052,11.9756,2.482871246,,0.051,0.05,11.515,2.443650533,
275,0.002,0.047,0.045,10.3635,2.338290018,,0.104,0.102,23.4906,3.156600341,,0.07,0.068,15.6604,2.751135233,,0.086,0.084,19.3452,2.962444327,,0.046,0.044,10.1332,2.315817162,,0.052,0.05,11.515,2.443650533,,0.043,0.041,9.4423,2.245199595,,0.052,0.05,11.515,2.443650533,,0.023,0.021,4.8363,1.576149966,,0.05,0.048,11.0544,2.402828539,,0.053,0.051,11.7453,2.463453161,,0.05,0.048,11.0544,2.402828539,
276,0.002,0.046,0.044,10.1332,2.315817162,,0.104,0.102,23.4906,3.156600341,,0.07,0.068,15.6604,2.751135233,,0.085,0.083,19.1149,2.950468136,,0.046,0.044,10.1332,2.315817162,,0.052,0.05,11.515,2.443650533,,0.043,0.041,9.4423,2.245199595,,0.051,0.049,11.2847,2.423447826,,0.023,0.021,4.8363,1.576149966,,0.05,0.048,11.0544,2.402828539,,0.052,0.05,11.515,2.443650533,,0.049,0.047,10.8241,2.38177513,
277,0.001,0.046,0.045,10.3635,2.338290018,,0.103,0.102,23.4906,3.156600341,,0.069,0.068,15.6604,2.751135233,,0.084,0.083,19.1149,2.950468136,,0.045,0.044,10.1332,2.315817162,,0.051,0.05,11.515,2.443650533,,0.042,0.041,9.4423,2.245199595,,0.051,0.05,11.515,2.443650533,,0.023,0.022,5.0666,1.622669981,,0.049,0.048,11.0544,2.402828539,,0.052,0.051,11.7453,2.463453161,,0.049,0.048,11.0544,2.402828539,
278,0.001,0.045,0.044,10.1332,2.315817162,,0.102,0.101,23.2603,3.146748045,,0.068,0.067,15.4301,2.736320147,,0.083,0.082,18.8846,2.938346775,,0.044,0.043,9.9029,2.292827644,,0.05,0.049,11.2847,2.423447826,,0.042,0.041,9.4423,2.245199595,,0.05,0.049,11.2847,2.423447826,,0.023,0.022,5.0666,1.622669981,,0.048,0.047,10.8241,2.38177513,,0.051,0.05,11.515,2.443650533,,0.048,0.047,10.8241,2.38177513,
279,0.001,0.045,0.044,10.1332,2.315817162,,0.101,0.1,23.03,3.136797714,,0.068,0.067,15.4301,2.736320147,,0.082,0.081,18.6543,2.926076683,,0.044,0.043,9.9029,2.292827644,,0.05,0.049,11.2847,2.423447826,,0.041,0.04,9.212,2.220506982,,0.049,0.048,11.0544,2.402828539,,0.022,0.021,4.8363,1.576149966,,0.048,0.047,10.8241,2.38177513,,0.05,0.049,11.2847,2.423447826,,0.048,0.047,10.8241,2.38177513,
280,0.001,0.044,0.043,9.9029,2.292827644,,0.101,0.1,23.03,3.136797714,,0.067,0.066,15.1998,2.72128227,,0.081,0.08,18.424,2.913654163,,0.043,0.042,9.6726,2.269297146,,0.049,0.048,11.0544,2.402828539,,0.041,0.04,9.212,2.220506982,,0.049,0.048,11.0544,2.402828539,,0.022,0.021,4.8363,1.576149966,,0.047,0.046,10.5938,2.360268924,,0.05,0.049,11.2847,2.423447826,,0.047,0.046,10.5938,2.360268924,
281,0.001,0.044,0.043,9.9029,2.292827644,,0.1,0.099,22.7997,3.126747378,,0.066,0.065,14.9695,2.706014798,,0.08,0.079,18.1937,2.90107538,,0.043,0.042,9.6726,2.269297146,,0.049,0.048,11.0544,2.402828539,,0.041,0.04,9.212,2.220506982,,0.048,0.047,10.8241,2.38177513,,0.022,0.021,4.8363,1.576149966,,0.047,0.046,10.5938,2.360268924,,0.049,0.048,11.0544,2.402828539,,0.046,0.045,10.3635,2.338290018,
282,0.001,0.043,0.042,9.6726,2.269297146,,0.099,0.098,22.5694,3.116595007,,0.066,0.065,14.9695,2.706014798,,0.079,0.078,17.9634,2.888336355,,0.042,0.041,9.4423,2.245199595,,0.048,0.047,10.8241,2.38177513,,0.04,0.039,8.9817,2.195189174,,0.048,0.047,10.8241,2.38177513,,0.022,0.021,4.8363,1.576149966,,0.046,0.045,10.3635,2.338290018,,0.049,0.048,11.0544,2.402828539,,0.046,0.045,10.3635,2.338290018,
283,0.001,0.043,0.042,9.6726,2.269297146,,0.099,0.098,22.5694,3.116595007,,0.065,0.064,14.7392,2.690510611,,0.078,0.077,17.7331,2.87543295,,0.042,0.041,9.4423,2.245199595,,0.048,0.047,10.8241,2.38177513,,0.04,0.039,8.9817,2.195189174,,0.047,0.046,10.5938,2.360268924,,0.022,0.021,4.8363,1.576149966,,0.045,0.044,10.1332,2.315817162,,0.048,0.047,10.8241,2.38177513,,0.045,0.044,10.1332,2.315817162,
284,0.001,0.042,0.041,9.4423,2.245199595,,0.098,0.097,22.3391,3.106338506,,0.065,0.064,14.7392,2.690510611,,0.076,0.075,17.2725,2.849115641,,0.041,0.04,9.212,2.220506982,,0.047,0.046,10.5938,2.360268924,,0.039,0.038,8.7514,2.169213688,,0.046,0.045,10.3635,2.338290018,,0.022,0.021,4.8363,1.576149966,,0.045,0.044,10.1332,2.315817162,,0.047,0.046,10.5938,2.360268924,,0.044,0.043,9.9029,2.292827644,
