,Blank,F2Sep19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_5mR1_dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F2Sep19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_SurfR2_dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_9R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_9R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
368,0.001,0.035,0.034,7.8302,2.057988052,,0.02,0.019,8.7514,2.169213688,,0.026,0.025,5.7575,1.750503353,,0.011,0.01,4.606,1.527359801,,0.032,0.031,7.1393,1.965614732,,0.015,0.014,6.4484,1.863832038,,0.105,0.104,23.9512,3.176018427,,0.027,0.026,11.9756,2.482871246,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.028,0.027,6.2181,1.827464394,,0.012,0.011,5.0666,1.622669981,
369,0.001,0.035,0.034,7.8302,2.057988052,,0.019,0.018,8.2908,2.115146466,,0.025,0.024,5.5272,1.709681358,,0.011,0.01,4.606,1.527359801,,0.032,0.031,7.1393,1.965614732,,0.015,0.014,6.4484,1.863832038,,0.104,0.103,23.7209,3.166356516,,0.027,0.026,11.9756,2.482871246,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.028,0.027,6.2181,1.827464394,,0.012,0.011,5.0666,1.622669981,
370,0.001,0.034,0.033,7.5999,2.028135089,,0.019,0.018,8.2908,2.115146466,,0.025,0.024,5.5272,1.709681358,,0.01,0.009,4.1454,1.421999286,,0.032,0.031,7.1393,1.965614732,,0.015,0.014,6.4484,1.863832038,,0.103,0.102,23.4906,3.156600341,,0.027,0.026,11.9756,2.482871246,,0.01,0.009,2.0727,0.728852105,,0.004,0.003,1.3818,0.323386997,,0.027,0.026,5.9878,1.789724066,,0.012,0.011,5.0666,1.622669981,
371,0.001,0.034,0.033,7.5999,2.028135089,,0.019,0.018,8.2908,2.115146466,,0.025,0.024,5.5272,1.709681358,,0.01,0.009,4.1454,1.421999286,,0.032,0.031,7.1393,1.965614732,,0.015,0.014,6.4484,1.863832038,,0.102,0.101,23.2603,3.146748045,,0.027,0.026,11.9756,2.482871246,,0.01,0.009,2.0727,0.728852105,,0.004,0.003,1.3818,0.323386997,,0.028,0.027,6.2181,1.827464394,,0.012,0.011,5.0666,1.622669981,
372,0.001,0.034,0.033,7.5999,2.028135089,,0.019,0.018,8.2908,2.115146466,,0.024,0.023,5.2969,1.667121744,,0.01,0.009,4.1454,1.421999286,,0.031,0.03,6.909,1.93282491,,0.015,0.014,6.4484,1.863832038,,0.102,0.101,23.2603,3.146748045,,0.027,0.026,11.9756,2.482871246,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.027,0.026,5.9878,1.789724066,,0.012,0.011,5.0666,1.622669981,
373,0.001,0.034,0.033,7.5999,2.028135089,,0.019,0.018,8.2908,2.115146466,,0.024,0.023,5.2969,1.667121744,,0.01,0.009,4.1454,1.421999286,,0.031,0.03,6.909,1.93282491,,0.015,0.014,6.4484,1.863832038,,0.101,0.1,23.03,3.136797714,,0.027,0.026,11.9756,2.482871246,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.027,0.026,5.9878,1.789724066,,0.012,0.011,5.0666,1.622669981,
374,0.001,0.033,0.032,7.3696,1.997363431,,0.019,0.018,8.2908,2.115146466,,0.023,0.022,5.0666,1.622669981,,0.01,0.009,4.1454,1.421999286,,0.031,0.03,6.909,1.93282491,,0.015,0.014,6.4484,1.863832038,,0.1,0.099,22.7997,3.126747378,,0.026,0.025,11.515,2.443650533,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.027,0.026,5.9878,1.789724066,,0.012,0.011,5.0666,1.622669981,
375,0.001,0.033,0.032,7.3696,1.997363431,,0.019,0.018,8.2908,2.115146466,,0.023,0.022,5.0666,1.622669981,,0.01,0.009,4.1454,1.421999286,,0.031,0.03,6.909,1.93282491,,0.015,0.014,6.4484,1.863832038,,0.099,0.098,22.5694,3.116595007,,0.026,0.025,11.515,2.443650533,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.027,0.026,5.9878,1.789724066,,0.012,0.011,5.0666,1.622669981,
376,0.001,0.033,0.032,7.3696,1.997363431,,0.019,0.018,8.2908,2.115146466,,0.023,0.022,5.0666,1.622669981,,0.01,0.009,4.1454,1.421999286,,0.03,0.029,6.6787,1.898923358,,0.014,0.013,5.9878,1.789724066,,0.099,0.098,22.5694,3.116595007,,0.026,0.025,11.515,2.443650533,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.027,0.026,5.9878,1.789724066,,0.012,0.011,5.0666,1.622669981,
377,0.001,0.033,0.032,7.3696,1.997363431,,0.019,0.018,8.2908,2.115146466,,0.023,0.022,5.0666,1.622669981,,0.009,0.008,3.6848,1.30421625,,0.03,0.029,6.6787,1.898923358,,0.014,0.013,5.9878,1.789724066,,0.098,0.097,22.3391,3.106338506,,0.026,0.025,11.515,2.443650533,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.026,0.025,5.7575,1.750503353,,0.011,0.01,4.606,1.527359801,
378,0.001,0.033,0.032,7.3696,1.997363431,,0.019,0.018,8.2908,2.115146466,,0.022,0.021,4.8363,1.576149966,,0.009,0.008,3.6848,1.30421625,,0.03,0.029,6.6787,1.898923358,,0.014,0.013,5.9878,1.789724066,,0.097,0.096,22.1088,3.095975719,,0.026,0.025,11.515,2.443650533,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.026,0.025,5.7575,1.750503353,,0.011,0.01,4.606,1.527359801,
379,0.001,0.033,0.032,7.3696,1.997363431,,0.018,0.017,7.8302,2.057988052,,0.022,0.021,4.8363,1.576149966,,0.009,0.008,3.6848,1.30421625,,0.03,0.029,6.6787,1.898923358,,0.014,0.013,5.9878,1.789724066,,0.097,0.096,22.1088,3.095975719,,0.025,0.024,11.0544,2.402828539,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.026,0.025,5.7575,1.750503353,,0.011,0.01,4.606,1.527359801,
380,0.001,0.032,0.031,7.1393,1.965614732,,0.018,0.017,7.8302,2.057988052,,0.022,0.021,4.8363,1.576149966,,0.009,0.008,3.6848,1.30421625,,0.029,0.028,6.4484,1.863832038,,0.014,0.013,5.9878,1.789724066,,0.096,0.095,21.8785,3.085504419,,0.025,0.024,11.0544,2.402828539,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.026,0.025,5.7575,1.750503353,,0.011,0.01,4.606,1.527359801,
381,0.001,0.032,0.031,7.1393,1.965614732,,0.018,0.017,7.8302,2.057988052,,0.021,0.02,4.606,1.527359801,,0.009,0.008,3.6848,1.30421625,,0.029,0.028,6.4484,1.863832038,,0.014,0.013,5.9878,1.789724066,,0.095,0.094,21.6482,3.07492231,,0.025,0.024,11.0544,2.402828539,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.026,0.025,5.7575,1.750503353,,0.011,0.01,4.606,1.527359801,
382,0.001,0.032,0.031,7.1393,1.965614732,,0.018,0.017,7.8302,2.057988052,,0.021,0.02,4.606,1.527359801,,0.008,0.007,3.2242,1.170684857,,0.029,0.028,6.4484,1.863832038,,0.014,0.013,5.9878,1.789724066,,0.094,0.093,21.4179,3.064227021,,0.025,0.024,11.0544,2.402828539,,0.009,0.008,1.8424,0.61106907,,0.003,0.002,0.9212,-0.082078111,,0.026,0.025,5.7575,1.750503353,,0.011,0.01,4.606,1.527359801,
383,0.001,0.032,0.031,7.1393,1.965614732,,0.018,0.017,7.8302,2.057988052,,0.021,0.02,4.606,1.527359801,,0.008,0.007,3.2242,1.170684857,,0.029,0.028,6.4484,1.863832038,,0.014,0.013,5.9878,1.789724066,,0.094,0.093,21.4179,3.064227021,,0.025,0.024,11.0544,2.402828539,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,1.3818,0.323386997,,0.026,0.025,5.7575,1.750503353,,0.011,0.01,4.606,1.527359801,
384,0.001,0.032,0.031,7.1393,1.965614732,,0.018,0.017,7.8302,2.057988052,,0.021,0.02,4.606,1.527359801,,0.008,0.007,3.2242,1.170684857,,0.029,0.028,6.4484,1.863832038,,0.014,0.013,5.9878,1.789724066,,0.093,0.092,21.1876,3.053416105,,0.024,0.023,10.5938,2.360268924,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.026,0.025,5.7575,1.750503353,,0.011,0.01,4.606,1.527359801,
385,0.001,0.031,0.03,6.909,1.93282491,,0.018,0.017,7.8302,2.057988052,,0.02,0.019,4.3757,1.476066507,,0.008,0.007,3.2242,1.170684857,,0.028,0.027,6.2181,1.827464394,,0.013,0.012,5.5272,1.709681358,,0.092,0.091,20.9573,3.042487034,,0.024,0.023,10.5938,2.360268924,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.026,0.025,5.7575,1.750503353,,0.011,0.01,4.606,1.527359801,
386,0.001,0.031,0.03,6.909,1.93282491,,0.018,0.017,7.8302,2.057988052,,0.02,0.019,4.3757,1.476066507,,0.008,0.007,3.2242,1.170684857,,0.028,0.027,6.2181,1.827464394,,0.013,0.012,5.5272,1.709681358,,0.092,0.091,20.9573,3.042487034,,0.024,0.023,10.5938,2.360268924,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.025,0.024,5.5272,1.709681358,,0.011,0.01,4.606,1.527359801,
387,0.001,0.031,0.03,6.909,1.93282491,,0.018,0.017,7.8302,2.057988052,,0.02,0.019,4.3757,1.476066507,,0.008,0.007,3.2242,1.170684857,,0.028,0.027,6.2181,1.827464394,,0.013,0.012,5.5272,1.709681358,,0.091,0.09,20.727,3.031437198,,0.024,0.023,10.5938,2.360268924,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.025,0.024,5.5272,1.709681358,,0.011,0.01,4.606,1.527359801,
388,0.001,0.031,0.03,6.909,1.93282491,,0.018,0.017,7.8302,2.057988052,,0.019,0.018,4.1454,1.421999286,,0.008,0.007,3.2242,1.170684857,,0.028,0.027,6.2181,1.827464394,,0.013,0.012,5.5272,1.709681358,,0.09,0.089,20.4967,3.020263898,,0.024,0.023,10.5938,2.360268924,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.025,0.024,5.5272,1.709681358,,0.011,0.01,4.606,1.527359801,
389,0.001,0.031,0.03,6.909,1.93282491,,0.017,0.016,7.3696,1.997363431,,0.019,0.018,4.1454,1.421999286,,0.008,0.007,3.2242,1.170684857,,0.027,0.026,5.9878,1.789724066,,0.013,0.012,5.5272,1.709681358,,0.09,0.089,20.4967,3.020263898,,0.023,0.022,10.1332,2.315817162,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.025,0.024,5.5272,1.709681358,,0.011,0.01,4.606,1.527359801,
390,0.001,0.03,0.029,6.6787,1.898923358,,0.017,0.016,7.3696,1.997363431,,0.019,0.018,4.1454,1.421999286,,0.008,0.007,3.2242,1.170684857,,0.027,0.026,5.9878,1.789724066,,0.013,0.012,5.5272,1.709681358,,0.089,0.088,20.2664,3.008964342,,0.023,0.022,10.1332,2.315817162,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.025,0.024,5.5272,1.709681358,,0.011,0.01,4.606,1.527359801,
391,0.001,0.03,0.029,6.6787,1.898923358,,0.017,0.016,7.3696,1.997363431,,0.019,0.018,4.1454,1.421999286,,0.007,0.006,2.7636,1.016534178,,0.027,0.026,5.9878,1.789724066,,0.013,0.012,5.5272,1.709681358,,0.088,0.087,20.0361,2.997535646,,0.023,0.022,10.1332,2.315817162,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.025,0.024,5.5272,1.709681358,,0.011,0.01,4.606,1.527359801,
392,0.001,0.03,0.029,6.6787,1.898923358,,0.017,0.016,7.3696,1.997363431,,0.018,0.017,3.9151,1.364840872,,0.007,0.006,2.7636,1.016534178,,0.027,0.026,5.9878,1.789724066,,0.013,0.012,5.5272,1.709681358,,0.087,0.086,19.8058,2.985974824,,0.023,0.022,10.1332,2.315817162,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.025,0.024,5.5272,1.709681358,,0.011,0.01,4.606,1.527359801,
393,0.001,0.03,0.029,6.6787,1.898923358,,0.017,0.016,7.3696,1.997363431,,0.018,0.017,3.9151,1.364840872,,0.007,0.006,2.7636,1.016534178,,0.027,0.026,5.9878,1.789724066,,0.013,0.012,5.5272,1.709681358,,0.087,0.086,19.8058,2.985974824,,0.023,0.022,10.1332,2.315817162,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.025,0.024,5.5272,1.709681358,,0.011,0.01,4.606,1.527359801,
394,0.001,0.029,0.028,6.4484,1.863832038,,0.017,0.016,7.3696,1.997363431,,0.018,0.017,3.9151,1.364840872,,0.007,0.006,2.7636,1.016534178,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,,0.086,0.085,19.5755,2.974278784,,0.023,0.022,10.1332,2.315817162,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.025,0.024,5.5272,1.709681358,,0.011,0.01,4.606,1.527359801,
395,0.001,0.029,0.028,6.4484,1.863832038,,0.017,0.016,7.3696,1.997363431,,0.018,0.017,3.9151,1.364840872,,0.007,0.006,2.7636,1.016534178,,0.026,0.025,5.7575,1.750503353,,0.012,0.011,5.0666,1.622669981,,0.086,0.085,19.5755,2.974278784,,0.023,0.022,10.1332,2.315817162,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.024,0.023,5.2969,1.667121744,,0.01,0.009,4.1454,1.421999286,
396,0.001,0.029,0.028,6.4484,1.863832038,,0.017,0.016,7.3696,1.997363431,,0.017,0.016,3.6848,1.30421625,,0.007,0.006,2.7636,1.016534178,,0.026,0.025,5.7575,1.750503353,,0.012,0.011,5.0666,1.622669981,,0.085,0.084,19.3452,2.962444327,,0.023,0.022,10.1332,2.315817162,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.024,0.023,5.2969,1.667121744,,0.01,0.009,4.1454,1.421999286,
397,0.001,0.029,0.028,6.4484,1.863832038,,0.016,0.015,6.909,1.93282491,,0.017,0.016,3.6848,1.30421625,,0.007,0.006,2.7636,1.016534178,,0.026,0.025,5.7575,1.750503353,,0.012,0.011,5.0666,1.622669981,,0.084,0.083,19.1149,2.950468136,,0.022,0.021,9.6726,2.269297146,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.024,0.023,5.2969,1.667121744,,0.01,0.009,4.1454,1.421999286,
398,0.001,0.029,0.028,6.4484,1.863832038,,0.016,0.015,6.909,1.93282491,,0.017,0.016,3.6848,1.30421625,,0.007,0.006,2.7636,1.016534178,,0.026,0.025,5.7575,1.750503353,,0.012,0.011,5.0666,1.622669981,,0.084,0.083,19.1149,2.950468136,,0.022,0.021,9.6726,2.269297146,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.024,0.023,5.2969,1.667121744,,0.01,0.009,4.1454,1.421999286,
399,0.001,0.028,0.027,6.2181,1.827464394,,0.016,0.015,6.909,1.93282491,,0.017,0.016,3.6848,1.30421625,,0.006,0.005,2.303,0.834212621,,0.026,0.025,5.7575,1.750503353,,0.012,0.011,5.0666,1.622669981,,0.083,0.082,18.8846,2.938346775,,0.022,0.021,9.6726,2.269297146,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.024,0.023,5.2969,1.667121744,,0.01,0.009,4.1454,1.421999286,
400,0.001,0.028,0.027,6.2181,1.827464394,,0.016,0.015,6.909,1.93282491,,0.017,0.016,3.6848,1.30421625,,0.006,0.005,2.303,0.834212621,,0.025,0.024,5.5272,1.709681358,,0.012,0.011,5.0666,1.622669981,,0.083,0.082,18.8846,2.938346775,,0.022,0.021,9.6726,2.269297146,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.024,0.023,5.2969,1.667121744,,0.01,0.009,4.1454,1.421999286,
401,0.001,0.028,0.027,6.2181,1.827464394,,0.016,0.015,6.909,1.93282491,,0.016,0.015,3.4545,1.239677729,,0.006,0.005,2.303,0.834212621,,0.025,0.024,5.5272,1.709681358,,0.012,0.011,5.0666,1.622669981,,0.082,0.081,18.6543,2.926076683,,0.022,0.021,9.6726,2.269297146,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.024,0.023,5.2969,1.667121744,,0.01,0.009,4.1454,1.421999286,
402,0.001,0.028,0.027,6.2181,1.827464394,,0.016,0.015,6.909,1.93282491,,0.016,0.015,3.4545,1.239677729,,0.006,0.005,2.303,0.834212621,,0.025,0.024,5.5272,1.709681358,,0.012,0.011,5.0666,1.622669981,,0.082,0.081,18.6543,2.926076683,,0.022,0.021,9.6726,2.269297146,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.024,0.023,5.2969,1.667121744,,0.01,0.009,4.1454,1.421999286,
403,0.001,0.028,0.027,6.2181,1.827464394,,0.016,0.015,6.909,1.93282491,,0.016,0.015,3.4545,1.239677729,,0.006,0.005,2.303,0.834212621,,0.025,0.024,5.5272,1.709681358,,0.011,0.01,4.606,1.527359801,,0.081,0.08,18.424,2.913654163,,0.022,0.021,9.6726,2.269297146,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.024,0.023,5.2969,1.667121744,,0.01,0.009,4.1454,1.421999286,
404,0.001,0.027,0.026,5.9878,1.789724066,,0.016,0.015,6.909,1.93282491,,0.016,0.015,3.4545,1.239677729,,0.006,0.005,2.303,0.834212621,,0.025,0.024,5.5272,1.709681358,,0.012,0.011,5.0666,1.622669981,,0.08,0.079,18.1937,2.90107538,,0.022,0.021,9.6726,2.269297146,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.023,0.022,5.0666,1.622669981,,0.01,0.009,4.1454,1.421999286,
405,0.001,0.027,0.026,5.9878,1.789724066,,0.016,0.015,6.909,1.93282491,,0.016,0.015,3.4545,1.239677729,,0.006,0.005,2.303,0.834212621,,0.025,0.024,5.5272,1.709681358,,0.011,0.01,4.606,1.527359801,,0.08,0.079,18.1937,2.90107538,,0.021,0.02,9.212,2.220506982,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.023,0.022,5.0666,1.622669981,,0.01,0.009,4.1454,1.421999286,
406,0.001,0.027,0.026,5.9878,1.789724066,,0.016,0.015,6.909,1.93282491,,0.015,0.014,3.2242,1.170684857,,0.006,0.005,2.303,0.834212621,,0.024,0.023,5.2969,1.667121744,,0.011,0.01,4.606,1.527359801,,0.079,0.078,17.9634,2.888336355,,0.021,0.02,9.212,2.220506982,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.023,0.022,5.0666,1.622669981,,0.01,0.009,4.1454,1.421999286,
407,0.001,0.027,0.026,5.9878,1.789724066,,0.016,0.015,6.909,1.93282491,,0.015,0.014,3.2242,1.170684857,,0.006,0.005,2.303,0.834212621,,0.024,0.023,5.2969,1.667121744,,0.011,0.01,4.606,1.527359801,,0.079,0.078,17.9634,2.888336355,,0.021,0.02,9.212,2.220506982,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.023,0.022,5.0666,1.622669981,,0.01,0.009,4.1454,1.421999286,
408,0.001,0.027,0.026,5.9878,1.789724066,,0.015,0.014,6.4484,1.863832038,,0.015,0.014,3.2242,1.170684857,,0.006,0.005,2.303,0.834212621,,0.024,0.023,5.2969,1.667121744,,0.011,0.01,4.606,1.527359801,,0.078,0.077,17.7331,2.87543295,,0.021,0.02,9.212,2.220506982,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.023,0.022,5.0666,1.622669981,,0.01,0.009,4.1454,1.421999286,
409,0.001,0.027,0.026,5.9878,1.789724066,,0.015,0.014,6.4484,1.863832038,,0.015,0.014,3.2242,1.170684857,,0.006,0.005,2.303,0.834212621,,0.024,0.023,5.2969,1.667121744,,0.011,0.01,4.606,1.527359801,,0.078,0.077,17.7331,2.87543295,,0.021,0.02,9.212,2.220506982,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.023,0.022,5.0666,1.622669981,,0.01,0.009,4.1454,1.421999286,
410,0.001,0.026,0.025,5.7575,1.750503353,,0.015,0.014,6.4484,1.863832038,,0.015,0.014,3.2242,1.170684857,,0.006,0.005,2.303,0.834212621,,0.024,0.023,5.2969,1.667121744,,0.011,0.01,4.606,1.527359801,,0.077,0.076,17.5028,2.862360868,,0.021,0.02,9.212,2.220506982,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.023,0.022,5.0666,1.622669981,,0.01,0.009,4.1454,1.421999286,
411,0.001,0.026,0.025,5.7575,1.750503353,,0.015,0.014,6.4484,1.863832038,,0.015,0.014,3.2242,1.170684857,,0.005,0.004,1.8424,0.61106907,,0.024,0.023,5.2969,1.667121744,,0.011,0.01,4.606,1.527359801,,0.077,0.076,17.5028,2.862360868,,0.021,0.02,9.212,2.220506982,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.023,0.022,5.0666,1.622669981,,0.01,0.009,4.1454,1.421999286,
412,0.001,0.026,0.025,5.7575,1.750503353,,0.015,0.014,6.4484,1.863832038,,0.014,0.013,2.9939,1.096576885,,0.005,0.004,1.8424,0.61106907,,0.024,0.023,5.2969,1.667121744,,0.011,0.01,4.606,1.527359801,,0.076,0.075,17.2725,2.849115641,,0.021,0.02,9.212,2.220506982,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.023,0.022,5.0666,1.622669981,,0.01,0.009,4.1454,1.421999286,
413,0.001,0.026,0.025,5.7575,1.750503353,,0.015,0.014,6.4484,1.863832038,,0.014,0.013,2.9939,1.096576885,,0.005,0.004,1.8424,0.61106907,,0.024,0.023,5.2969,1.667121744,,0.011,0.01,4.606,1.527359801,,0.076,0.075,17.2725,2.849115641,,0.021,0.02,9.212,2.220506982,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.023,0.022,5.0666,1.622669981,,0.01,0.009,4.1454,1.421999286,
414,0.001,0.026,0.025,5.7575,1.750503353,,0.015,0.014,6.4484,1.863832038,,0.014,0.013,2.9939,1.096576885,,0.005,0.004,1.8424,0.61106907,,0.023,0.022,5.0666,1.622669981,,0.011,0.01,4.606,1.527359801,,0.075,0.074,17.0422,2.835692621,,0.021,0.02,9.212,2.220506982,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.023,0.022,5.0666,1.622669981,,0.01,0.009,4.1454,1.421999286,
415,0.001,0.025,0.024,5.5272,1.709681358,,0.015,0.014,6.4484,1.863832038,,0.014,0.013,2.9939,1.096576885,,0.005,0.004,1.8424,0.61106907,,0.023,0.022,5.0666,1.622669981,,0.011,0.01,4.606,1.527359801,,0.075,0.074,17.0422,2.835692621,,0.02,0.019,8.7514,2.169213688,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.023,0.022,5.0666,1.622669981,,0.01,0.009,4.1454,1.421999286,
416,0.001,0.025,0.024,5.5272,1.709681358,,0.015,0.014,6.4484,1.863832038,,0.014,0.013,2.9939,1.096576885,,0.005,0.004,1.8424,0.61106907,,0.023,0.022,5.0666,1.622669981,,0.011,0.01,4.606,1.527359801,,0.074,0.073,16.8119,2.822086969,,0.021,0.02,9.212,2.220506982,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.023,0.022,5.0666,1.622669981,,0.01,0.009,4.1454,1.421999286,
417,0.001,0.025,0.024,5.5272,1.709681358,,0.015,0.014,6.4484,1.863832038,,0.013,0.012,2.7636,1.016534178,,0.005,0.004,1.8424,0.61106907,,0.023,0.022,5.0666,1.622669981,,0.011,0.01,4.606,1.527359801,,0.074,0.073,16.8119,2.822086969,,0.02,0.019,8.7514,2.169213688,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.023,0.022,5.0666,1.622669981,,0.01,0.009,4.1454,1.421999286,
418,0.001,0.025,0.024,5.5272,1.709681358,,0.015,0.014,6.4484,1.863832038,,0.013,0.012,2.7636,1.016534178,,0.005,0.004,1.8424,0.61106907,,0.023,0.022,5.0666,1.622669981,,0.01,0.009,4.1454,1.421999286,,0.073,0.072,16.5816,2.808293647,,0.02,0.019,8.7514,2.169213688,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.022,0.021,4.8363,1.576149966,,0.01,0.009,4.1454,1.421999286,
419,0.001,0.025,0.024,5.5272,1.709681358,,0.015,0.014,6.4484,1.863832038,,0.013,0.012,2.7636,1.016534178,,0.005,0.004,1.8424,0.61106907,,0.022,0.021,4.8363,1.576149966,,0.01,0.009,4.1454,1.421999286,,0.073,0.072,16.5816,2.808293647,,0.02,0.019,8.7514,2.169213688,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.022,0.021,4.8363,1.576149966,,0.01,0.009,4.1454,1.421999286,
420,0.001,0.025,0.024,5.5272,1.709681358,,0.015,0.014,6.4484,1.863832038,,0.013,0.012,2.7636,1.016534178,,0.005,0.004,1.8424,0.61106907,,0.022,0.021,4.8363,1.576149966,,0.01,0.009,4.1454,1.421999286,,0.073,0.072,16.5816,2.808293647,,0.02,0.019,8.7514,2.169213688,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.022,0.021,4.8363,1.576149966,,0.01,0.009,4.1454,1.421999286,
421,0.001,0.025,0.024,5.5272,1.709681358,,0.015,0.014,6.4484,1.863832038,,0.013,0.012,2.7636,1.016534178,,0.005,0.004,1.8424,0.61106907,,0.022,0.021,4.8363,1.576149966,,0.01,0.009,4.1454,1.421999286,,0.072,0.071,16.3513,2.794307405,,0.02,0.019,8.7514,2.169213688,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.022,0.021,4.8363,1.576149966,,0.01,0.009,4.1454,1.421999286,
