,Blank,F3Jun19_INF_R2,A(CDOM),a(CDOM),ln(a),Sr,F3Jun19_WET_R2,A(CDOM),a(CDOM),ln(a),Sr,F3Jun19_WET_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F6Jun19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F6Jun19_9R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F6Jun19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F6Jun19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F6Jun19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
676,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
677,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
678,0.001,0.007,0.006,1.3818,0.323386997,,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
679,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
680,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
681,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
682,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
683,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
684,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
685,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
686,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
687,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
688,0.001,0.007,0.006,1.3818,0.323386997,,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
689,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
690,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
691,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
692,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
693,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
694,0.001,0.007,0.006,1.3818,0.323386997,,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
695,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
696,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
697,0.001,0.007,0.006,1.3818,0.323386997,,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
698,0.001,0.007,0.006,1.3818,0.323386997,,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
699,0.001,0.007,0.006,1.3818,0.323386997,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
700,0,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
701,0,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
702,0.001,0.007,0.006,1.3818,0.323386997,,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
703,0.001,0.007,0.006,1.3818,0.323386997,,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
704,0,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
705,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
706,0,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
707,0,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
708,0.001,0.007,0.006,1.3818,0.323386997,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
709,0.001,0.007,0.006,1.3818,0.323386997,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
710,0,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
711,0,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
712,0,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
713,0,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
714,0,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
715,0,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
716,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
717,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
718,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
719,0.001,0.007,0.006,1.3818,0.323386997,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
720,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
721,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
722,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
723,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
724,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
725,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
726,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
727,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
728,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
729,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
730,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
731,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
732,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,
733,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
734,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
735,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
736,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
737,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
738,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
739,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.9212,-0.082078111,
740,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
741,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
742,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.9212,-0.082078111,
743,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.9212,-0.082078111,
744,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.9212,-0.082078111,
745,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.9212,-0.082078111,
746,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,
747,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
748,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
749,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
750,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,
751,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.9212,-0.082078111,
752,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
753,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.9212,-0.082078111,
754,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,
755,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,
756,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,
