,MilliQ,F30May19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,B29Apr19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Aug19_200_R1,A(CDOM),a(CDOM),ln(a),Sr,F19Aug19_Wet_R2,A(CDOM),a(CDOM),ln(a),Sr,B29Apr19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,F30May19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,B30May19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,B29Apr19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,B20May19_30_R1,A(CDOM),a(CDOM),ln(a),Sr,B30May19_50_R2,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_20_R1,A(CDOM),a(CDOM),ln(a),Sr
235,-0.005,0.039,0.044,10.1332,2.315817162,,0.061,0.066,15.1998,2.72128227,,0.046,0.051,11.7453,2.463453161,,0.084,0.089,20.4967,3.020263898,,0.112,0.117,26.9451,3.293801463,,0.048,0.053,12.2059,2.501919441,,0.056,0.061,14.0483,2.642501392,,0.056,0.061,14.0483,2.642501392,,0.047,0.052,11.9756,2.482871246,,0.057,0.062,14.2786,2.658761913,,0.051,0.056,12.8968,2.556979219,,0.057,0.062,14.2786,2.658761913,
236,-0.005,0.038,0.043,9.9029,2.292827644,,0.06,0.065,14.9695,2.706014798,,0.045,0.05,11.515,2.443650533,,0.083,0.088,20.2664,3.008964342,,0.11,0.115,26.4845,3.276559656,,0.048,0.053,12.2059,2.501919441,,0.055,0.06,13.818,2.62597209,,0.055,0.06,13.818,2.62597209,,0.047,0.052,11.9756,2.482871246,,0.056,0.061,14.0483,2.642501392,,0.051,0.056,12.8968,2.556979219,,0.056,0.061,14.0483,2.642501392,
237,-0.005,0.037,0.042,9.6726,2.269297146,,0.059,0.064,14.7392,2.690510611,,0.044,0.049,11.2847,2.423447826,,0.082,0.087,20.0361,2.997535646,,0.109,0.114,26.2542,3.267825976,,0.047,0.052,11.9756,2.482871246,,0.054,0.059,13.5877,2.609164972,,0.055,0.06,13.818,2.62597209,,0.046,0.051,11.7453,2.463453161,,0.055,0.06,13.818,2.62597209,,0.05,0.055,12.6665,2.538960713,,0.055,0.06,13.818,2.62597209,
238,-0.005,0.037,0.042,9.6726,2.269297146,,0.058,0.063,14.5089,2.674762254,,0.044,0.049,11.2847,2.423447826,,0.081,0.086,19.8058,2.985974824,,0.108,0.113,26.0239,3.259015347,,0.046,0.051,11.7453,2.463453161,,0.053,0.058,13.3574,2.592070538,,0.054,0.059,13.5877,2.609164972,,0.045,0.05,11.515,2.443650533,,0.055,0.06,13.818,2.62597209,,0.049,0.054,12.4362,2.520611574,,0.054,0.059,13.5877,2.609164972,
239,-0.005,0.036,0.041,9.4423,2.245199595,,0.058,0.063,14.5089,2.674762254,,0.043,0.048,11.0544,2.402828539,,0.08,0.085,19.5755,2.974278784,,0.107,0.112,25.7936,3.250126399,,0.045,0.05,11.515,2.443650533,,0.053,0.058,13.3574,2.592070538,,0.053,0.058,13.3574,2.592070538,,0.044,0.049,11.2847,2.423447826,,0.054,0.059,13.5877,2.609164972,,0.049,0.054,12.4362,2.520611574,,0.054,0.059,13.5877,2.609164972,
240,-0.005,0.035,0.04,9.212,2.220506982,,0.057,0.062,14.2786,2.658761913,,0.043,0.048,11.0544,2.402828539,,0.08,0.085,19.5755,2.974278784,,0.106,0.111,25.5633,3.241157729,,0.045,0.05,11.515,2.443650533,,0.052,0.057,13.1271,2.574678796,,0.053,0.058,13.3574,2.592070538,,0.044,0.049,11.2847,2.423447826,,0.053,0.058,13.3574,2.592070538,,0.048,0.053,12.2059,2.501919441,,0.053,0.058,13.3574,2.592070538,
241,-0.005,0.035,0.04,9.212,2.220506982,,0.057,0.062,14.2786,2.658761913,,0.042,0.047,10.8241,2.38177513,,0.079,0.084,19.3452,2.962444327,,0.105,0.11,25.333,3.232107894,,0.044,0.049,11.2847,2.423447826,,0.051,0.056,12.8968,2.556979219,,0.052,0.057,13.1271,2.574678796,,0.043,0.048,11.0544,2.402828539,,0.053,0.058,13.3574,2.592070538,,0.048,0.053,12.2059,2.501919441,,0.053,0.058,13.3574,2.592070538,
242,-0.004,0.034,0.038,8.7514,2.169213688,,0.056,0.06,13.818,2.62597209,,0.042,0.046,10.5938,2.360268924,,0.078,0.082,18.8846,2.938346775,,0.104,0.108,24.8724,3.213758755,,0.044,0.048,11.0544,2.402828539,,0.051,0.055,12.6665,2.538960713,,0.052,0.056,12.8968,2.556979219,,0.043,0.047,10.8241,2.38177513,,0.052,0.056,12.8968,2.556979219,,0.047,0.051,11.7453,2.463453161,,0.052,0.056,12.8968,2.556979219,
243,-0.004,0.034,0.038,8.7514,2.169213688,,0.056,0.06,13.818,2.62597209,,0.041,0.045,10.3635,2.338290018,,0.078,0.082,18.8846,2.938346775,,0.103,0.107,24.6421,3.204456362,,0.043,0.047,10.8241,2.38177513,,0.051,0.055,12.6665,2.538960713,,0.051,0.055,12.6665,2.538960713,,0.043,0.047,10.8241,2.38177513,,0.052,0.056,12.8968,2.556979219,,0.047,0.051,11.7453,2.463453161,,0.052,0.056,12.8968,2.556979219,
244,-0.004,0.033,0.037,8.5211,2.14254544,,0.055,0.059,13.5877,2.609164972,,0.041,0.045,10.3635,2.338290018,,0.077,0.081,18.6543,2.926076683,,0.102,0.106,24.4118,3.195066622,,0.043,0.047,10.8241,2.38177513,,0.05,0.054,12.4362,2.520611574,,0.051,0.055,12.6665,2.538960713,,0.042,0.046,10.5938,2.360268924,,0.051,0.055,12.6665,2.538960713,,0.046,0.05,11.515,2.443650533,,0.051,0.055,12.6665,2.538960713,
245,-0.004,0.033,0.037,8.5211,2.14254544,,0.054,0.058,13.3574,2.592070538,,0.04,0.044,10.1332,2.315817162,,0.076,0.08,18.424,2.913654163,,0.101,0.105,24.1815,3.185587878,,0.042,0.046,10.5938,2.360268924,,0.049,0.053,12.2059,2.501919441,,0.05,0.054,12.4362,2.520611574,,0.042,0.046,10.5938,2.360268924,,0.051,0.055,12.6665,2.538960713,,0.046,0.05,11.515,2.443650533,,0.051,0.055,12.6665,2.538960713,
246,-0.004,0.033,0.037,8.5211,2.14254544,,0.054,0.058,13.3574,2.592070538,,0.04,0.044,10.1332,2.315817162,,0.076,0.08,18.424,2.913654163,,0.1,0.104,23.9512,3.176018427,,0.042,0.046,10.5938,2.360268924,,0.049,0.053,12.2059,2.501919441,,0.05,0.054,12.4362,2.520611574,,0.041,0.045,10.3635,2.338290018,,0.051,0.055,12.6665,2.538960713,,0.046,0.05,11.515,2.443650533,,0.05,0.054,12.4362,2.520611574,
247,-0.004,0.032,0.036,8.2908,2.115146466,,0.054,0.058,13.3574,2.592070538,,0.04,0.044,10.1332,2.315817162,,0.076,0.08,18.424,2.913654163,,0.1,0.104,23.9512,3.176018427,,0.042,0.046,10.5938,2.360268924,,0.049,0.053,12.2059,2.501919441,,0.049,0.053,12.2059,2.501919441,,0.041,0.045,10.3635,2.338290018,,0.05,0.054,12.4362,2.520611574,,0.045,0.049,11.2847,2.423447826,,0.05,0.054,12.4362,2.520611574,
248,-0.004,0.032,0.036,8.2908,2.115146466,,0.053,0.057,13.1271,2.574678796,,0.039,0.043,9.9029,2.292827644,,0.075,0.079,18.1937,2.90107538,,0.099,0.103,23.7209,3.166356516,,0.041,0.045,10.3635,2.338290018,,0.048,0.052,11.9756,2.482871246,,0.049,0.053,12.2059,2.501919441,,0.041,0.045,10.3635,2.338290018,,0.05,0.054,12.4362,2.520611574,,0.045,0.049,11.2847,2.423447826,,0.05,0.054,12.4362,2.520611574,
249,-0.004,0.032,0.036,8.2908,2.115146466,,0.053,0.057,13.1271,2.574678796,,0.039,0.043,9.9029,2.292827644,,0.075,0.079,18.1937,2.90107538,,0.098,0.102,23.4906,3.156600341,,0.041,0.045,10.3635,2.338290018,,0.048,0.052,11.9756,2.482871246,,0.049,0.053,12.2059,2.501919441,,0.04,0.044,10.1332,2.315817162,,0.05,0.054,12.4362,2.520611574,,0.045,0.049,11.2847,2.423447826,,0.049,0.053,12.2059,2.501919441,
250,-0.003,0.032,0.035,8.0605,2.086975589,,0.053,0.056,12.8968,2.556979219,,0.039,0.042,9.6726,2.269297146,,0.074,0.077,17.7331,2.87543295,,0.098,0.101,23.2603,3.146748045,,0.041,0.044,10.1332,2.315817162,,0.048,0.051,11.7453,2.463453161,,0.049,0.052,11.9756,2.482871246,,0.04,0.043,9.9029,2.292827644,,0.049,0.052,11.9756,2.482871246,,0.044,0.047,10.8241,2.38177513,,0.049,0.052,11.9756,2.482871246,
251,-0.003,0.031,0.034,7.8302,2.057988052,,0.052,0.055,12.6665,2.538960713,,0.039,0.042,9.6726,2.269297146,,0.074,0.077,17.7331,2.87543295,,0.097,0.1,23.03,3.136797714,,0.04,0.043,9.9029,2.292827644,,0.047,0.05,11.515,2.443650533,,0.048,0.051,11.7453,2.463453161,,0.04,0.043,9.9029,2.292827644,,0.049,0.052,11.9756,2.482871246,,0.044,0.047,10.8241,2.38177513,,0.049,0.052,11.9756,2.482871246,
252,-0.003,0.031,0.034,7.8302,2.057988052,,0.052,0.055,12.6665,2.538960713,,0.038,0.041,9.4423,2.245199595,,0.073,0.076,17.5028,2.862360868,,0.096,0.099,22.7997,3.126747378,,0.04,0.043,9.9029,2.292827644,,0.047,0.05,11.515,2.443650533,,0.048,0.051,11.7453,2.463453161,,0.039,0.042,9.6726,2.269297146,,0.049,0.052,11.9756,2.482871246,,0.044,0.047,10.8241,2.38177513,,0.048,0.051,11.7453,2.463453161,
253,-0.003,0.031,0.034,7.8302,2.057988052,,0.051,0.054,12.4362,2.520611574,,0.038,0.041,9.4423,2.245199595,,0.073,0.076,17.5028,2.862360868,,0.095,0.098,22.5694,3.116595007,,0.04,0.043,9.9029,2.292827644,,0.047,0.05,11.515,2.443650533,,0.048,0.051,11.7453,2.463453161,,0.039,0.042,9.6726,2.269297146,,0.048,0.051,11.7453,2.463453161,,0.043,0.046,10.5938,2.360268924,,0.048,0.051,11.7453,2.463453161,
254,-0.003,0.031,0.034,7.8302,2.057988052,,0.051,0.054,12.4362,2.520611574,,0.038,0.041,9.4423,2.245199595,,0.073,0.076,17.5028,2.862360868,,0.095,0.098,22.5694,3.116595007,,0.039,0.042,9.6726,2.269297146,,0.047,0.05,11.515,2.443650533,,0.047,0.05,11.515,2.443650533,,0.039,0.042,9.6726,2.269297146,,0.048,0.051,11.7453,2.463453161,,0.043,0.046,10.5938,2.360268924,,0.048,0.051,11.7453,2.463453161,
255,-0.003,0.031,0.034,7.8302,2.057988052,,0.051,0.054,12.4362,2.520611574,,0.038,0.041,9.4423,2.245199595,,0.072,0.075,17.2725,2.849115641,,0.094,0.097,22.3391,3.106338506,,0.039,0.042,9.6726,2.269297146,,0.046,0.049,11.2847,2.423447826,,0.047,0.05,11.515,2.443650533,,0.039,0.042,9.6726,2.269297146,,0.048,0.051,11.7453,2.463453161,,0.043,0.046,10.5938,2.360268924,,0.048,0.051,11.7453,2.463453161,
256,-0.003,0.031,0.034,7.8302,2.057988052,,0.051,0.054,12.4362,2.520611574,,0.038,0.041,9.4423,2.245199595,,0.072,0.075,17.2725,2.849115641,,0.094,0.097,22.3391,3.106338506,,0.039,0.042,9.6726,2.269297146,,0.046,0.049,11.2847,2.423447826,,0.047,0.05,11.515,2.443650533,,0.039,0.042,9.6726,2.269297146,,0.048,0.051,11.7453,2.463453161,,0.043,0.046,10.5938,2.360268924,,0.047,0.05,11.515,2.443650533,
257,-0.003,0.03,0.033,7.5999,2.028135089,,0.05,0.053,12.2059,2.501919441,,0.037,0.04,9.212,2.220506982,,0.071,0.074,17.0422,2.835692621,,0.093,0.096,22.1088,3.095975719,,0.038,0.041,9.4423,2.245199595,,0.046,0.049,11.2847,2.423447826,,0.047,0.05,11.515,2.443650533,,0.038,0.041,9.4423,2.245199595,,0.047,0.05,11.515,2.443650533,,0.043,0.046,10.5938,2.360268924,,0.047,0.05,11.515,2.443650533,
258,-0.003,0.03,0.033,7.5999,2.028135089,,0.05,0.053,12.2059,2.501919441,,0.037,0.04,9.212,2.220506982,,0.071,0.074,17.0422,2.835692621,,0.092,0.095,21.8785,3.085504419,,0.038,0.041,9.4423,2.245199595,,0.045,0.048,11.0544,2.402828539,,0.046,0.049,11.2847,2.423447826,,0.038,0.041,9.4423,2.245199595,,0.047,0.05,11.515,2.443650533,,0.042,0.045,10.3635,2.338290018,,0.047,0.05,11.515,2.443650533,
259,-0.003,0.03,0.033,7.5999,2.028135089,,0.049,0.052,11.9756,2.482871246,,0.036,0.039,8.9817,2.195189174,,0.071,0.074,17.0422,2.835692621,,0.092,0.095,21.8785,3.085504419,,0.038,0.041,9.4423,2.245199595,,0.045,0.048,11.0544,2.402828539,,0.046,0.049,11.2847,2.423447826,,0.038,0.041,9.4423,2.245199595,,0.047,0.05,11.515,2.443650533,,0.042,0.045,10.3635,2.338290018,,0.046,0.049,11.2847,2.423447826,
260,-0.003,0.03,0.033,7.5999,2.028135089,,0.049,0.052,11.9756,2.482871246,,0.036,0.039,8.9817,2.195189174,,0.07,0.073,16.8119,2.822086969,,0.091,0.094,21.6482,3.07492231,,0.038,0.041,9.4423,2.245199595,,0.044,0.047,10.8241,2.38177513,,0.046,0.049,11.2847,2.423447826,,0.037,0.04,9.212,2.220506982,,0.046,0.049,11.2847,2.423447826,,0.041,0.044,10.1332,2.315817162,,0.046,0.049,11.2847,2.423447826,
261,-0.003,0.029,0.032,7.3696,1.997363431,,0.049,0.052,11.9756,2.482871246,,0.036,0.039,8.9817,2.195189174,,0.07,0.073,16.8119,2.822086969,,0.09,0.093,21.4179,3.064227021,,0.037,0.04,9.212,2.220506982,,0.044,0.047,10.8241,2.38177513,,0.045,0.048,11.0544,2.402828539,,0.037,0.04,9.212,2.220506982,,0.046,0.049,11.2847,2.423447826,,0.041,0.044,10.1332,2.315817162,,0.046,0.049,11.2847,2.423447826,
262,-0.003,0.029,0.032,7.3696,1.997363431,,0.048,0.051,11.7453,2.463453161,,0.036,0.039,8.9817,2.195189174,,0.069,0.072,16.5816,2.808293647,,0.089,0.092,21.1876,3.053416105,,0.037,0.04,9.212,2.220506982,,0.044,0.047,10.8241,2.38177513,,0.045,0.048,11.0544,2.402828539,,0.037,0.04,9.212,2.220506982,,0.046,0.049,11.2847,2.423447826,,0.041,0.044,10.1332,2.315817162,,0.045,0.048,11.0544,2.402828539,
263,-0.003,0.029,0.032,7.3696,1.997363431,,0.048,0.051,11.7453,2.463453161,,0.035,0.038,8.7514,2.169213688,,0.069,0.072,16.5816,2.808293647,,0.088,0.091,20.9573,3.042487034,,0.036,0.039,8.9817,2.195189174,,0.043,0.046,10.5938,2.360268924,,0.044,0.047,10.8241,2.38177513,,0.036,0.039,8.9817,2.195189174,,0.045,0.048,11.0544,2.402828539,,0.041,0.044,10.1332,2.315817162,,0.045,0.048,11.0544,2.402828539,
264,-0.003,0.029,0.032,7.3696,1.997363431,,0.048,0.051,11.7453,2.463453161,,0.035,0.038,8.7514,2.169213688,,0.068,0.071,16.3513,2.794307405,,0.088,0.091,20.9573,3.042487034,,0.036,0.039,8.9817,2.195189174,,0.043,0.046,10.5938,2.360268924,,0.044,0.047,10.8241,2.38177513,,0.036,0.039,8.9817,2.195189174,,0.045,0.048,11.0544,2.402828539,,0.04,0.043,9.9029,2.292827644,,0.045,0.048,11.0544,2.402828539,
265,-0.003,0.029,0.032,7.3696,1.997363431,,0.047,0.05,11.515,2.443650533,,0.035,0.038,8.7514,2.169213688,,0.068,0.071,16.3513,2.794307405,,0.087,0.09,20.727,3.031437198,,0.036,0.039,8.9817,2.195189174,,0.043,0.046,10.5938,2.360268924,,0.043,0.046,10.5938,2.360268924,,0.036,0.039,8.9817,2.195189174,,0.045,0.048,11.0544,2.402828539,,0.04,0.043,9.9029,2.292827644,,0.044,0.047,10.8241,2.38177513,
266,-0.003,0.028,0.031,7.1393,1.965614732,,0.047,0.05,11.515,2.443650533,,0.035,0.038,8.7514,2.169213688,,0.067,0.07,16.121,2.78012277,,0.086,0.089,20.4967,3.020263898,,0.036,0.039,8.9817,2.195189174,,0.043,0.046,10.5938,2.360268924,,0.043,0.046,10.5938,2.360268924,,0.035,0.038,8.7514,2.169213688,,0.044,0.047,10.8241,2.38177513,,0.04,0.043,9.9029,2.292827644,,0.044,0.047,10.8241,2.38177513,
267,-0.003,0.028,0.031,7.1393,1.965614732,,0.046,0.049,11.2847,2.423447826,,0.034,0.037,8.5211,2.14254544,,0.067,0.07,16.121,2.78012277,,0.085,0.088,20.2664,3.008964342,,0.035,0.038,8.7514,2.169213688,,0.042,0.045,10.3635,2.338290018,,0.043,0.046,10.5938,2.360268924,,0.035,0.038,8.7514,2.169213688,,0.044,0.047,10.8241,2.38177513,,0.039,0.042,9.6726,2.269297146,,0.044,0.047,10.8241,2.38177513,
268,-0.003,0.028,0.031,7.1393,1.965614732,,0.046,0.049,11.2847,2.423447826,,0.034,0.037,8.5211,2.14254544,,0.066,0.069,15.8907,2.765734032,,0.085,0.088,20.2664,3.008964342,,0.035,0.038,8.7514,2.169213688,,0.042,0.045,10.3635,2.338290018,,0.042,0.045,10.3635,2.338290018,,0.035,0.038,8.7514,2.169213688,,0.043,0.046,10.5938,2.360268924,,0.039,0.042,9.6726,2.269297146,,0.043,0.046,10.5938,2.360268924,
269,-0.003,0.028,0.031,7.1393,1.965614732,,0.045,0.048,11.0544,2.402828539,,0.033,0.036,8.2908,2.115146466,,0.066,0.069,15.8907,2.765734032,,0.084,0.087,20.0361,2.997535646,,0.034,0.037,8.5211,2.14254544,,0.041,0.044,10.1332,2.315817162,,0.042,0.045,10.3635,2.338290018,,0.034,0.037,8.5211,2.14254544,,0.043,0.046,10.5938,2.360268924,,0.039,0.042,9.6726,2.269297146,,0.043,0.046,10.5938,2.360268924,
270,-0.003,0.027,0.03,6.909,1.93282491,,0.045,0.048,11.0544,2.402828539,,0.033,0.036,8.2908,2.115146466,,0.065,0.068,15.6604,2.751135233,,0.083,0.086,19.8058,2.985974824,,0.034,0.037,8.5211,2.14254544,,0.041,0.044,10.1332,2.315817162,,0.041,0.044,10.1332,2.315817162,,0.034,0.037,8.5211,2.14254544,,0.043,0.046,10.5938,2.360268924,,0.038,0.041,9.4423,2.245199595,,0.042,0.045,10.3635,2.338290018,
271,-0.003,0.027,0.03,6.909,1.93282491,,0.045,0.048,11.0544,2.402828539,,0.033,0.036,8.2908,2.115146466,,0.065,0.068,15.6604,2.751135233,,0.082,0.085,19.5755,2.974278784,,0.034,0.037,8.5211,2.14254544,,0.04,0.043,9.9029,2.292827644,,0.041,0.044,10.1332,2.315817162,,0.033,0.036,8.2908,2.115146466,,0.042,0.045,10.3635,2.338290018,,0.038,0.041,9.4423,2.245199595,,0.042,0.045,10.3635,2.338290018,
272,-0.003,0.027,0.03,6.909,1.93282491,,0.044,0.047,10.8241,2.38177513,,0.032,0.035,8.0605,2.086975589,,0.064,0.067,15.4301,2.736320147,,0.081,0.084,19.3452,2.962444327,,0.033,0.036,8.2908,2.115146466,,0.04,0.043,9.9029,2.292827644,,0.041,0.044,10.1332,2.315817162,,0.033,0.036,8.2908,2.115146466,,0.042,0.045,10.3635,2.338290018,,0.037,0.04,9.212,2.220506982,,0.041,0.044,10.1332,2.315817162,
273,-0.003,0.027,0.03,6.909,1.93282491,,0.044,0.047,10.8241,2.38177513,,0.032,0.035,8.0605,2.086975589,,0.064,0.067,15.4301,2.736320147,,0.081,0.084,19.3452,2.962444327,,0.033,0.036,8.2908,2.115146466,,0.039,0.042,9.6726,2.269297146,,0.041,0.044,10.1332,2.315817162,,0.033,0.036,8.2908,2.115146466,,0.041,0.044,10.1332,2.315817162,,0.037,0.04,9.212,2.220506982,,0.041,0.044,10.1332,2.315817162,
274,-0.003,0.026,0.029,6.6787,1.898923358,,0.043,0.046,10.5938,2.360268924,,0.032,0.035,8.0605,2.086975589,,0.063,0.066,15.1998,2.72128227,,0.08,0.083,19.1149,2.950468136,,0.033,0.036,8.2908,2.115146466,,0.039,0.042,9.6726,2.269297146,,0.04,0.043,9.9029,2.292827644,,0.032,0.035,8.0605,2.086975589,,0.041,0.044,10.1332,2.315817162,,0.036,0.039,8.9817,2.195189174,,0.041,0.044,10.1332,2.315817162,
275,-0.003,0.026,0.029,6.6787,1.898923358,,0.043,0.046,10.5938,2.360268924,,0.031,0.034,7.8302,2.057988052,,0.063,0.066,15.1998,2.72128227,,0.079,0.082,18.8846,2.938346775,,0.032,0.035,8.0605,2.086975589,,0.038,0.041,9.4423,2.245199595,,0.04,0.043,9.9029,2.292827644,,0.032,0.035,8.0605,2.086975589,,0.041,0.044,10.1332,2.315817162,,0.036,0.039,8.9817,2.195189174,,0.04,0.043,9.9029,2.292827644,
276,-0.003,0.026,0.029,6.6787,1.898923358,,0.043,0.046,10.5938,2.360268924,,0.031,0.034,7.8302,2.057988052,,0.063,0.066,15.1998,2.72128227,,0.079,0.082,18.8846,2.938346775,,0.032,0.035,8.0605,2.086975589,,0.038,0.041,9.4423,2.245199595,,0.04,0.043,9.9029,2.292827644,,0.032,0.035,8.0605,2.086975589,,0.04,0.043,9.9029,2.292827644,,0.036,0.039,8.9817,2.195189174,,0.04,0.043,9.9029,2.292827644,
277,-0.003,0.026,0.029,6.6787,1.898923358,,0.042,0.045,10.3635,2.338290018,,0.031,0.034,7.8302,2.057988052,,0.062,0.065,14.9695,2.706014798,,0.078,0.081,18.6543,2.926076683,,0.032,0.035,8.0605,2.086975589,,0.038,0.041,9.4423,2.245199595,,0.039,0.042,9.6726,2.269297146,,0.031,0.034,7.8302,2.057988052,,0.039,0.042,9.6726,2.269297146,,0.035,0.038,8.7514,2.169213688,,0.04,0.043,9.9029,2.292827644,
278,-0.003,0.026,0.029,6.6787,1.898923358,,0.042,0.045,10.3635,2.338290018,,0.03,0.033,7.5999,2.028135089,,0.061,0.064,14.7392,2.690510611,,0.077,0.08,18.424,2.913654163,,0.032,0.035,8.0605,2.086975589,,0.037,0.04,9.212,2.220506982,,0.039,0.042,9.6726,2.269297146,,0.031,0.034,7.8302,2.057988052,,0.039,0.042,9.6726,2.269297146,,0.035,0.038,8.7514,2.169213688,,0.039,0.042,9.6726,2.269297146,
279,-0.003,0.025,0.028,6.4484,1.863832038,,0.041,0.044,10.1332,2.315817162,,0.03,0.033,7.5999,2.028135089,,0.061,0.064,14.7392,2.690510611,,0.076,0.079,18.1937,2.90107538,,0.031,0.034,7.8302,2.057988052,,0.037,0.04,9.212,2.220506982,,0.038,0.041,9.4423,2.245199595,,0.03,0.033,7.5999,2.028135089,,0.039,0.042,9.6726,2.269297146,,0.034,0.037,8.5211,2.14254544,,0.039,0.042,9.6726,2.269297146,
280,-0.003,0.025,0.028,6.4484,1.863832038,,0.041,0.044,10.1332,2.315817162,,0.03,0.033,7.5999,2.028135089,,0.061,0.064,14.7392,2.690510611,,0.076,0.079,18.1937,2.90107538,,0.031,0.034,7.8302,2.057988052,,0.036,0.039,8.9817,2.195189174,,0.038,0.041,9.4423,2.245199595,,0.03,0.033,7.5999,2.028135089,,0.038,0.041,9.4423,2.245199595,,0.034,0.037,8.5211,2.14254544,,0.038,0.041,9.4423,2.245199595,
281,-0.003,0.025,0.028,6.4484,1.863832038,,0.041,0.044,10.1332,2.315817162,,0.029,0.032,7.3696,1.997363431,,0.06,0.063,14.5089,2.674762254,,0.075,0.078,17.9634,2.888336355,,0.03,0.033,7.5999,2.028135089,,0.035,0.038,8.7514,2.169213688,,0.038,0.041,9.4423,2.245199595,,0.03,0.033,7.5999,2.028135089,,0.038,0.041,9.4423,2.245199595,,0.033,0.036,8.2908,2.115146466,,0.038,0.041,9.4423,2.245199595,
282,-0.003,0.024,0.027,6.2181,1.827464394,,0.04,0.043,9.9029,2.292827644,,0.029,0.032,7.3696,1.997363431,,0.06,0.063,14.5089,2.674762254,,0.074,0.077,17.7331,2.87543295,,0.03,0.033,7.5999,2.028135089,,0.035,0.038,8.7514,2.169213688,,0.038,0.041,9.4423,2.245199595,,0.029,0.032,7.3696,1.997363431,,0.037,0.04,9.212,2.220506982,,0.033,0.036,8.2908,2.115146466,,0.038,0.041,9.4423,2.245199595,
283,-0.003,0.024,0.027,6.2181,1.827464394,,0.04,0.043,9.9029,2.292827644,,0.028,0.031,7.1393,1.965614732,,0.059,0.062,14.2786,2.658761913,,0.073,0.076,17.5028,2.862360868,,0.029,0.032,7.3696,1.997363431,,0.034,0.037,8.5211,2.14254544,,0.037,0.04,9.212,2.220506982,,0.029,0.032,7.3696,1.997363431,,0.037,0.04,9.212,2.220506982,,0.032,0.035,8.0605,2.086975589,,0.037,0.04,9.212,2.220506982,
284,-0.003,0.024,0.027,6.2181,1.827464394,,0.039,0.042,9.6726,2.269297146,,0.028,0.031,7.1393,1.965614732,,0.058,0.061,14.0483,2.642501392,,0.073,0.076,17.5028,2.862360868,,0.029,0.032,7.3696,1.997363431,,0.034,0.037,8.5211,2.14254544,,0.037,0.04,9.212,2.220506982,,0.028,0.031,7.1393,1.965614732,,0.036,0.039,8.9817,2.195189174,,0.032,0.035,8.0605,2.086975589,,0.037,0.04,9.212,2.220506982,
285,-0.003,0.024,0.027,6.2181,1.827464394,,0.039,0.042,9.6726,2.269297146,,0.027,0.03,6.909,1.93282491,,0.058,0.061,14.0483,2.642501392,,0.072,0.075,17.2725,2.849115641,,0.028,0.031,7.1393,1.965614732,,0.033,0.036,8.2908,2.115146466,,0.036,0.039,8.9817,2.195189174,,0.028,0.031,7.1393,1.965614732,,0.035,0.038,8.7514,2.169213688,,0.031,0.034,7.8302,2.057988052,,0.036,0.039,8.9817,2.195189174,
286,-0.003,0.023,0.026,5.9878,1.789724066,,0.038,0.041,9.4423,2.245199595,,0.027,0.03,6.909,1.93282491,,0.058,0.061,14.0483,2.642501392,,0.071,0.074,17.0422,2.835692621,,0.028,0.031,7.1393,1.965614732,,0.033,0.036,8.2908,2.115146466,,0.036,0.039,8.9817,2.195189174,,0.028,0.031,7.1393,1.965614732,,0.035,0.038,8.7514,2.169213688,,0.031,0.034,7.8302,2.057988052,,0.036,0.039,8.9817,2.195189174,
287,-0.003,0.023,0.026,5.9878,1.789724066,,0.038,0.041,9.4423,2.245199595,,0.027,0.03,6.909,1.93282491,,0.057,0.06,13.818,2.62597209,,0.071,0.074,17.0422,2.835692621,,0.028,0.031,7.1393,1.965614732,,0.033,0.036,8.2908,2.115146466,,0.036,0.039,8.9817,2.195189174,,0.027,0.03,6.909,1.93282491,,0.035,0.038,8.7514,2.169213688,,0.03,0.033,7.5999,2.028135089,,0.035,0.038,8.7514,2.169213688,
288,-0.003,0.023,0.026,5.9878,1.789724066,,0.037,0.04,9.212,2.220506982,,0.026,0.029,6.6787,1.898923358,,0.057,0.06,13.818,2.62597209,,0.07,0.073,16.8119,2.822086969,,0.027,0.03,6.909,1.93282491,,0.032,0.035,8.0605,2.086975589,,0.036,0.039,8.9817,2.195189174,,0.027,0.03,6.909,1.93282491,,0.034,0.037,8.5211,2.14254544,,0.03,0.033,7.5999,2.028135089,,0.035,0.038,8.7514,2.169213688,
289,-0.003,0.022,0.025,5.7575,1.750503353,,0.037,0.04,9.212,2.220506982,,0.026,0.029,6.6787,1.898923358,,0.056,0.059,13.5877,2.609164972,,0.069,0.072,16.5816,2.808293647,,0.027,0.03,6.909,1.93282491,,0.032,0.035,8.0605,2.086975589,,0.035,0.038,8.7514,2.169213688,,0.026,0.029,6.6787,1.898923358,,0.034,0.037,8.5211,2.14254544,,0.029,0.032,7.3696,1.997363431,,0.035,0.038,8.7514,2.169213688,
