,Blank,F11Sep19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F11Sep19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F4Oct19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F4Oct19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F4Oct19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F4Oct19_5R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F4Oct19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Nov19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Nov19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_9R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
395,-0.001,0.035,0.036,8.2908,2.115146466,,0.016,0.017,7.8302,2.057988052,,0.012,0.013,2.9939,1.096576885,,0.001,0.002,0.9212,-0.082078111,,0.067,0.068,15.6604,2.751135233,,0.029,0.03,13.818,2.62597209,,0.005,0.006,1.3818,0.323386997,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,,0.014,0.015,3.4545,1.239677729,,0.008,0.009,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,4.1454,1.421999286,
396,-0.001,0.035,0.036,8.2908,2.115146466,,0.016,0.017,7.8302,2.057988052,,0.012,0.013,2.9939,1.096576885,,0.001,0.002,0.9212,-0.082078111,,0.066,0.067,15.4301,2.736320147,,0.029,0.03,13.818,2.62597209,,0.004,0.005,1.1515,0.14106544,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,3.6848,1.30421625,,0.014,0.015,3.4545,1.239677729,,0.008,0.009,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,4.1454,1.421999286,
397,-0.001,0.035,0.036,8.2908,2.115146466,,0.016,0.017,7.8302,2.057988052,,0.011,0.012,2.7636,1.016534178,,0.001,0.002,0.9212,-0.082078111,,0.066,0.067,15.4301,2.736320147,,0.029,0.03,13.818,2.62597209,,0.004,0.005,1.1515,0.14106544,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,3.6848,1.30421625,,0.014,0.015,3.4545,1.239677729,,0.008,0.009,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,4.1454,1.421999286,
398,-0.001,0.035,0.036,8.2908,2.115146466,,0.015,0.016,7.3696,1.997363431,,0.011,0.012,2.7636,1.016534178,,0.001,0.002,0.9212,-0.082078111,,0.065,0.066,15.1998,2.72128227,,0.029,0.03,13.818,2.62597209,,0.004,0.005,1.1515,0.14106544,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,3.6848,1.30421625,,0.014,0.015,3.4545,1.239677729,,0.008,0.009,4.1454,1.421999286,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,4.1454,1.421999286,
399,-0.001,0.034,0.035,8.0605,2.086975589,,0.015,0.016,7.3696,1.997363431,,0.011,0.012,2.7636,1.016534178,,0.001,0.002,0.9212,-0.082078111,,0.065,0.066,15.1998,2.72128227,,0.028,0.029,13.3574,2.592070538,,0.004,0.005,1.1515,0.14106544,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.008,0.009,4.1454,1.421999286,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,
400,-0.001,0.034,0.035,8.0605,2.086975589,,0.015,0.016,7.3696,1.997363431,,0.011,0.012,2.7636,1.016534178,,0.001,0.002,0.9212,-0.082078111,,0.065,0.066,15.1998,2.72128227,,0.028,0.029,13.3574,2.592070538,,0.004,0.005,1.1515,0.14106544,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.008,0.009,4.1454,1.421999286,,0.015,0.016,3.6848,1.30421625,,0.008,0.009,4.1454,1.421999286,
401,-0.001,0.034,0.035,8.0605,2.086975589,,0.015,0.016,7.3696,1.997363431,,0.011,0.012,2.7636,1.016534178,,0.001,0.002,0.9212,-0.082078111,,0.064,0.065,14.9695,2.706014798,,0.028,0.029,13.3574,2.592070538,,0.004,0.005,1.1515,0.14106544,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,
402,-0.001,0.034,0.035,8.0605,2.086975589,,0.015,0.016,7.3696,1.997363431,,0.011,0.012,2.7636,1.016534178,,0.001,0.002,0.9212,-0.082078111,,0.064,0.065,14.9695,2.706014798,,0.028,0.029,13.3574,2.592070538,,0.004,0.005,1.1515,0.14106544,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,
403,-0.001,0.034,0.035,8.0605,2.086975589,,0.015,0.016,7.3696,1.997363431,,0.011,0.012,2.7636,1.016534178,,0.001,0.002,0.9212,-0.082078111,,0.063,0.064,14.7392,2.690510611,,0.028,0.029,13.3574,2.592070538,,0.004,0.005,1.1515,0.14106544,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,
404,-0.001,0.033,0.034,7.8302,2.057988052,,0.015,0.016,7.3696,1.997363431,,0.01,0.011,2.5333,0.929522801,,0.001,0.002,0.9212,-0.082078111,,0.063,0.064,14.7392,2.690510611,,0.028,0.029,13.3574,2.592070538,,0.004,0.005,1.1515,0.14106544,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,
405,-0.001,0.033,0.034,7.8302,2.057988052,,0.015,0.016,7.3696,1.997363431,,0.01,0.011,2.5333,0.929522801,,0.001,0.002,0.9212,-0.082078111,,0.063,0.064,14.7392,2.690510611,,0.027,0.028,12.8968,2.556979219,,0.004,0.005,1.1515,0.14106544,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,3.6848,1.30421625,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,3.6848,1.30421625,
406,-0.001,0.033,0.034,7.8302,2.057988052,,0.014,0.015,6.909,1.93282491,,0.01,0.011,2.5333,0.929522801,,0.001,0.002,0.9212,-0.082078111,,0.062,0.063,14.5089,2.674762254,,0.027,0.028,12.8968,2.556979219,,0.004,0.005,1.1515,0.14106544,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,,0.007,0.008,3.6848,1.30421625,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,3.6848,1.30421625,
407,-0.001,0.033,0.034,7.8302,2.057988052,,0.014,0.015,6.909,1.93282491,,0.01,0.011,2.5333,0.929522801,,0.001,0.002,0.9212,-0.082078111,,0.062,0.063,14.5089,2.674762254,,0.027,0.028,12.8968,2.556979219,,0.004,0.005,1.1515,0.14106544,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,,0.007,0.008,3.6848,1.30421625,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,3.6848,1.30421625,
408,-0.001,0.033,0.034,7.8302,2.057988052,,0.014,0.015,6.909,1.93282491,,0.01,0.011,2.5333,0.929522801,,0.001,0.002,0.9212,-0.082078111,,0.061,0.062,14.2786,2.658761913,,0.027,0.028,12.8968,2.556979219,,0.004,0.005,1.1515,0.14106544,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.007,0.008,3.6848,1.30421625,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,3.6848,1.30421625,
409,-0.001,0.033,0.034,7.8302,2.057988052,,0.014,0.015,6.909,1.93282491,,0.01,0.011,2.5333,0.929522801,,0.001,0.002,0.9212,-0.082078111,,0.061,0.062,14.2786,2.658761913,,0.027,0.028,12.8968,2.556979219,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.007,0.008,3.6848,1.30421625,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,3.6848,1.30421625,
410,-0.001,0.032,0.033,7.5999,2.028135089,,0.014,0.015,6.909,1.93282491,,0.009,0.01,2.303,0.834212621,,0.001,0.002,0.9212,-0.082078111,,0.061,0.062,14.2786,2.658761913,,0.027,0.028,12.8968,2.556979219,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.007,0.008,3.6848,1.30421625,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,3.6848,1.30421625,
411,-0.001,0.032,0.033,7.5999,2.028135089,,0.014,0.015,6.909,1.93282491,,0.009,0.01,2.303,0.834212621,,0.001,0.002,0.9212,-0.082078111,,0.06,0.061,14.0483,2.642501392,,0.026,0.027,12.4362,2.520611574,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.007,0.008,3.6848,1.30421625,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,3.6848,1.30421625,
412,-0.001,0.032,0.033,7.5999,2.028135089,,0.014,0.015,6.909,1.93282491,,0.009,0.01,2.303,0.834212621,,0.001,0.002,0.9212,-0.082078111,,0.06,0.061,14.0483,2.642501392,,0.026,0.027,12.4362,2.520611574,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.007,0.008,3.6848,1.30421625,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,3.6848,1.30421625,
413,-0.001,0.032,0.033,7.5999,2.028135089,,0.014,0.015,6.909,1.93282491,,0.009,0.01,2.303,0.834212621,,0.001,0.002,0.9212,-0.082078111,,0.06,0.061,14.0483,2.642501392,,0.026,0.027,12.4362,2.520611574,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.007,0.008,3.6848,1.30421625,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,3.6848,1.30421625,
414,-0.001,0.032,0.033,7.5999,2.028135089,,0.014,0.015,6.909,1.93282491,,0.009,0.01,2.303,0.834212621,,0,0.001,0.4606,-0.775225292,,0.059,0.06,13.818,2.62597209,,0.026,0.027,12.4362,2.520611574,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.007,0.008,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,3.6848,1.30421625,
415,-0.001,0.032,0.033,7.5999,2.028135089,,0.014,0.015,6.909,1.93282491,,0.009,0.01,2.303,0.834212621,,0.001,0.002,0.9212,-0.082078111,,0.059,0.06,13.818,2.62597209,,0.026,0.027,12.4362,2.520611574,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,3.6848,1.30421625,
416,-0.001,0.032,0.033,7.5999,2.028135089,,0.014,0.015,6.909,1.93282491,,0.009,0.01,2.303,0.834212621,,0.001,0.002,0.9212,-0.082078111,,0.059,0.06,13.818,2.62597209,,0.026,0.027,12.4362,2.520611574,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,3.6848,1.30421625,
417,-0.001,0.031,0.032,7.3696,1.997363431,,0.013,0.014,6.4484,1.863832038,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,0.9212,-0.082078111,,0.058,0.059,13.5877,2.609164972,,0.025,0.026,11.9756,2.482871246,,0.003,0.004,0.9212,-0.082078111,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,3.2242,1.170684857,
418,-0.001,0.031,0.032,7.3696,1.997363431,,0.013,0.014,6.4484,1.863832038,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,0.9212,-0.082078111,,0.058,0.059,13.5877,2.609164972,,0.025,0.026,11.9756,2.482871246,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,3.2242,1.170684857,
419,-0.001,0.031,0.032,7.3696,1.997363431,,0.013,0.014,6.4484,1.863832038,,0.008,0.009,2.0727,0.728852105,,0,0.001,0.4606,-0.775225292,,0.058,0.059,13.5877,2.609164972,,0.025,0.026,11.9756,2.482871246,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,3.2242,1.170684857,
420,-0.001,0.031,0.032,7.3696,1.997363431,,0.013,0.014,6.4484,1.863832038,,0.008,0.009,2.0727,0.728852105,,0,0.001,0.4606,-0.775225292,,0.057,0.058,13.3574,2.592070538,,0.025,0.026,11.9756,2.482871246,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,3.2242,1.170684857,
421,-0.001,0.031,0.032,7.3696,1.997363431,,0.013,0.014,6.4484,1.863832038,,0.008,0.009,2.0727,0.728852105,,0,0.001,0.4606,-0.775225292,,0.057,0.058,13.3574,2.592070538,,0.025,0.026,11.9756,2.482871246,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,3.2242,1.170684857,
422,-0.001,0.031,0.032,7.3696,1.997363431,,0.013,0.014,6.4484,1.863832038,,0.008,0.009,2.0727,0.728852105,,0,0.001,0.4606,-0.775225292,,0.057,0.058,13.3574,2.592070538,,0.025,0.026,11.9756,2.482871246,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,
423,-0.001,0.031,0.032,7.3696,1.997363431,,0.013,0.014,6.4484,1.863832038,,0.008,0.009,2.0727,0.728852105,,0,0.001,0.4606,-0.775225292,,0.056,0.057,13.1271,2.574678796,,0.025,0.026,11.9756,2.482871246,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,
424,-0.001,0.03,0.031,7.1393,1.965614732,,0.013,0.014,6.4484,1.863832038,,0.008,0.009,2.0727,0.728852105,,0,0.001,0.4606,-0.775225292,,0.056,0.057,13.1271,2.574678796,,0.024,0.025,11.515,2.443650533,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,
425,-0.001,0.03,0.031,7.1393,1.965614732,,0.013,0.014,6.4484,1.863832038,,0.008,0.009,2.0727,0.728852105,,0,0.001,0.4606,-0.775225292,,0.056,0.057,13.1271,2.574678796,,0.024,0.025,11.515,2.443650533,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,
426,-0.001,0.03,0.031,7.1393,1.965614732,,0.013,0.014,6.4484,1.863832038,,0.007,0.008,1.8424,0.61106907,,0,0.001,0.4606,-0.775225292,,0.055,0.056,12.8968,2.556979219,,0.024,0.025,11.515,2.443650533,,0.003,0.004,0.9212,-0.082078111,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,
427,-0.001,0.03,0.031,7.1393,1.965614732,,0.013,0.014,6.4484,1.863832038,,0.007,0.008,1.8424,0.61106907,,0,0.001,0.4606,-0.775225292,,0.055,0.056,12.8968,2.556979219,,0.024,0.025,11.515,2.443650533,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,
428,-0.001,0.03,0.031,7.1393,1.965614732,,0.013,0.014,6.4484,1.863832038,,0.007,0.008,1.8424,0.61106907,,0,0.001,0.4606,-0.775225292,,0.055,0.056,12.8968,2.556979219,,0.024,0.025,11.515,2.443650533,,0.003,0.004,0.9212,-0.082078111,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,
429,-0.001,0.03,0.031,7.1393,1.965614732,,0.012,0.013,5.9878,1.789724066,,0.007,0.008,1.8424,0.61106907,,0,0.001,0.4606,-0.775225292,,0.055,0.056,12.8968,2.556979219,,0.024,0.025,11.515,2.443650533,,0.003,0.004,0.9212,-0.082078111,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,
430,-0.001,0.03,0.031,7.1393,1.965614732,,0.012,0.013,5.9878,1.789724066,,0.007,0.008,1.8424,0.61106907,,0,0.001,0.4606,-0.775225292,,0.054,0.055,12.6665,2.538960713,,0.024,0.025,11.515,2.443650533,,0.003,0.004,0.9212,-0.082078111,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,
431,-0.001,0.03,0.031,7.1393,1.965614732,,0.012,0.013,5.9878,1.789724066,,0.007,0.008,1.8424,0.61106907,,0,0.001,0.4606,-0.775225292,,0.054,0.055,12.6665,2.538960713,,0.024,0.025,11.515,2.443650533,,0.003,0.004,0.9212,-0.082078111,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,
432,-0.001,0.03,0.031,7.1393,1.965614732,,0.012,0.013,5.9878,1.789724066,,0.007,0.008,1.8424,0.61106907,,0,0.001,0.4606,-0.775225292,,0.054,0.055,12.6665,2.538960713,,0.024,0.025,11.515,2.443650533,,0.003,0.004,0.9212,-0.082078111,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.006,0.007,3.2242,1.170684857,
433,-0.001,0.029,0.03,6.909,1.93282491,,0.012,0.013,5.9878,1.789724066,,0.007,0.008,1.8424,0.61106907,,0,0.001,0.4606,-0.775225292,,0.054,0.055,12.6665,2.538960713,,0.023,0.024,11.0544,2.402828539,,0.003,0.004,0.9212,-0.082078111,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,
434,-0.001,0.029,0.03,6.909,1.93282491,,0.012,0.013,5.9878,1.789724066,,0.007,0.008,1.8424,0.61106907,,0,0.001,0.4606,-0.775225292,,0.053,0.054,12.4362,2.520611574,,0.023,0.024,11.0544,2.402828539,,0.003,0.004,0.9212,-0.082078111,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,,0.006,0.007,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,
435,-0.001,0.029,0.03,6.909,1.93282491,,0.012,0.013,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0,0.001,0.4606,-0.775225292,,0.053,0.054,12.4362,2.520611574,,0.023,0.024,11.0544,2.402828539,,0.003,0.004,0.9212,-0.082078111,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,,0.006,0.007,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,
436,-0.001,0.029,0.03,6.909,1.93282491,,0.012,0.013,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0,0.001,0.4606,-0.775225292,,0.053,0.054,12.4362,2.520611574,,0.023,0.024,11.0544,2.402828539,,0.003,0.004,0.9212,-0.082078111,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,,0.006,0.007,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,
437,-0.001,0.029,0.03,6.909,1.93282491,,0.012,0.013,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0,0.001,0.4606,-0.775225292,,0.052,0.053,12.2059,2.501919441,,0.023,0.024,11.0544,2.402828539,,0.003,0.004,0.9212,-0.082078111,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,,0.006,0.007,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,3.2242,1.170684857,
438,-0.001,0.029,0.03,6.909,1.93282491,,0.012,0.013,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0,0.001,0.4606,-0.775225292,,0.052,0.053,12.2059,2.501919441,,0.023,0.024,11.0544,2.402828539,,0.003,0.004,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.005,0.006,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,,0.006,0.007,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,2.7636,1.016534178,
439,-0.001,0.029,0.03,6.909,1.93282491,,0.012,0.013,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0,0.001,0.4606,-0.775225292,,0.052,0.053,12.2059,2.501919441,,0.022,0.023,10.5938,2.360268924,,0.003,0.004,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.005,0.006,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,,0.006,0.007,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,2.7636,1.016534178,
440,-0.001,0.029,0.03,6.909,1.93282491,,0.012,0.013,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0,0.001,0.4606,-0.775225292,,0.051,0.052,11.9756,2.482871246,,0.022,0.023,10.5938,2.360268924,,0.003,0.004,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.005,0.006,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,,0.006,0.007,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,2.7636,1.016534178,
441,-0.001,0.028,0.029,6.6787,1.898923358,,0.012,0.013,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0,0.001,0.4606,-0.775225292,,0.051,0.052,11.9756,2.482871246,,0.022,0.023,10.5938,2.360268924,,0.003,0.004,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.005,0.006,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,,0.006,0.007,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,2.7636,1.016534178,
442,-0.001,0.028,0.029,6.6787,1.898923358,,0.012,0.013,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0,0.001,0.4606,-0.775225292,,0.051,0.052,11.9756,2.482871246,,0.022,0.023,10.5938,2.360268924,,0.003,0.004,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.005,0.006,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,,0.005,0.006,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,2.7636,1.016534178,
443,-0.001,0.028,0.029,6.6787,1.898923358,,0.012,0.013,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0,0.001,0.4606,-0.775225292,,0.051,0.052,11.9756,2.482871246,,0.022,0.023,10.5938,2.360268924,,0.003,0.004,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.005,0.006,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,,0.005,0.006,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,2.7636,1.016534178,
444,-0.001,0.028,0.029,6.6787,1.898923358,,0.012,0.013,5.9878,1.789724066,,0.006,0.007,1.6121,0.477537677,,0,0.001,0.4606,-0.775225292,,0.05,0.051,11.7453,2.463453161,,0.022,0.023,10.5938,2.360268924,,0.003,0.004,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.005,0.006,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,,0.005,0.006,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,2.7636,1.016534178,
