,MilliQ,F16Oct19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F30Oct19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F16Oct19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr,F30Oct19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Nov19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr,F16Oct19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F30Oct19_5m_R1,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F23Oct19_Surf_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Nov19_Surf_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Nov19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F23Oct19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F23Oct19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr
377,0.001,0.024,0.023,5.2969,1.667121744,,0.027,0.026,5.9878,1.789724066,,0.018,0.017,3.9151,1.364840872,,0.02,0.019,4.3757,1.476066507,,0.024,0.023,5.2969,1.667121744,,0.02,0.019,4.3757,1.476066507,,0.025,0.024,5.5272,1.709681358,,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,,0.022,0.021,4.8363,1.576149966,,0.024,0.023,5.2969,1.667121744,,0.017,0.016,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,
378,0.001,0.023,0.022,5.0666,1.622669981,,0.027,0.026,5.9878,1.789724066,,0.018,0.017,3.9151,1.364840872,,0.02,0.019,4.3757,1.476066507,,0.024,0.023,5.2969,1.667121744,,0.02,0.019,4.3757,1.476066507,,0.025,0.024,5.5272,1.709681358,,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,,0.021,0.02,4.606,1.527359801,,0.024,0.023,5.2969,1.667121744,,0.017,0.016,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,
379,0.001,0.023,0.022,5.0666,1.622669981,,0.027,0.026,5.9878,1.789724066,,0.018,0.017,3.9151,1.364840872,,0.019,0.018,4.1454,1.421999286,,0.024,0.023,5.2969,1.667121744,,0.02,0.019,4.3757,1.476066507,,0.024,0.023,5.2969,1.667121744,,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,,0.021,0.02,4.606,1.527359801,,0.024,0.023,5.2969,1.667121744,,0.017,0.016,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,
380,0.001,0.023,0.022,5.0666,1.622669981,,0.027,0.026,5.9878,1.789724066,,0.018,0.017,3.9151,1.364840872,,0.019,0.018,4.1454,1.421999286,,0.023,0.022,5.0666,1.622669981,,0.02,0.019,4.3757,1.476066507,,0.024,0.023,5.2969,1.667121744,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.021,0.02,4.606,1.527359801,,0.023,0.022,5.0666,1.622669981,,0.017,0.016,3.6848,1.30421625,,0.02,0.019,4.3757,1.476066507,
381,0.001,0.023,0.022,5.0666,1.622669981,,0.027,0.026,5.9878,1.789724066,,0.018,0.017,3.9151,1.364840872,,0.019,0.018,4.1454,1.421999286,,0.023,0.022,5.0666,1.622669981,,0.02,0.019,4.3757,1.476066507,,0.024,0.023,5.2969,1.667121744,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.021,0.02,4.606,1.527359801,,0.023,0.022,5.0666,1.622669981,,0.017,0.016,3.6848,1.30421625,,0.02,0.019,4.3757,1.476066507,
382,0.001,0.023,0.022,5.0666,1.622669981,,0.026,0.025,5.7575,1.750503353,,0.018,0.017,3.9151,1.364840872,,0.019,0.018,4.1454,1.421999286,,0.023,0.022,5.0666,1.622669981,,0.019,0.018,4.1454,1.421999286,,0.024,0.023,5.2969,1.667121744,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.02,0.019,4.3757,1.476066507,,0.023,0.022,5.0666,1.622669981,,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,
383,0.001,0.023,0.022,5.0666,1.622669981,,0.026,0.025,5.7575,1.750503353,,0.018,0.017,3.9151,1.364840872,,0.018,0.017,3.9151,1.364840872,,0.023,0.022,5.0666,1.622669981,,0.019,0.018,4.1454,1.421999286,,0.024,0.023,5.2969,1.667121744,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.02,0.019,4.3757,1.476066507,,0.023,0.022,5.0666,1.622669981,,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,
384,0.001,0.022,0.021,4.8363,1.576149966,,0.026,0.025,5.7575,1.750503353,,0.018,0.017,3.9151,1.364840872,,0.018,0.017,3.9151,1.364840872,,0.023,0.022,5.0666,1.622669981,,0.019,0.018,4.1454,1.421999286,,0.023,0.022,5.0666,1.622669981,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.02,0.019,4.3757,1.476066507,,0.023,0.022,5.0666,1.622669981,,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,
385,0.001,0.022,0.021,4.8363,1.576149966,,0.025,0.024,5.5272,1.709681358,,0.018,0.017,3.9151,1.364840872,,0.018,0.017,3.9151,1.364840872,,0.023,0.022,5.0666,1.622669981,,0.019,0.018,4.1454,1.421999286,,0.023,0.022,5.0666,1.622669981,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.02,0.019,4.3757,1.476066507,,0.022,0.021,4.8363,1.576149966,,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,
386,0.001,0.022,0.021,4.8363,1.576149966,,0.025,0.024,5.5272,1.709681358,,0.017,0.016,3.6848,1.30421625,,0.018,0.017,3.9151,1.364840872,,0.022,0.021,4.8363,1.576149966,,0.019,0.018,4.1454,1.421999286,,0.023,0.022,5.0666,1.622669981,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.02,0.019,4.3757,1.476066507,,0.022,0.021,4.8363,1.576149966,,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,
387,0.001,0.022,0.021,4.8363,1.576149966,,0.025,0.024,5.5272,1.709681358,,0.017,0.016,3.6848,1.30421625,,0.017,0.016,3.6848,1.30421625,,0.022,0.021,4.8363,1.576149966,,0.018,0.017,3.9151,1.364840872,,0.023,0.022,5.0666,1.622669981,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.019,0.018,4.1454,1.421999286,,0.022,0.021,4.8363,1.576149966,,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,
388,0.001,0.021,0.02,4.606,1.527359801,,0.025,0.024,5.5272,1.709681358,,0.017,0.016,3.6848,1.30421625,,0.017,0.016,3.6848,1.30421625,,0.022,0.021,4.8363,1.576149966,,0.018,0.017,3.9151,1.364840872,,0.022,0.021,4.8363,1.576149966,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.019,0.018,4.1454,1.421999286,,0.022,0.021,4.8363,1.576149966,,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,
389,0.001,0.021,0.02,4.606,1.527359801,,0.025,0.024,5.5272,1.709681358,,0.017,0.016,3.6848,1.30421625,,0.017,0.016,3.6848,1.30421625,,0.022,0.021,4.8363,1.576149966,,0.018,0.017,3.9151,1.364840872,,0.022,0.021,4.8363,1.576149966,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.019,0.018,4.1454,1.421999286,,0.022,0.021,4.8363,1.576149966,,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,
390,0.001,0.021,0.02,4.606,1.527359801,,0.025,0.024,5.5272,1.709681358,,0.017,0.016,3.6848,1.30421625,,0.017,0.016,3.6848,1.30421625,,0.022,0.021,4.8363,1.576149966,,0.018,0.017,3.9151,1.364840872,,0.022,0.021,4.8363,1.576149966,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.019,0.018,4.1454,1.421999286,,0.022,0.021,4.8363,1.576149966,,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,
391,0.001,0.021,0.02,4.606,1.527359801,,0.025,0.024,5.5272,1.709681358,,0.017,0.016,3.6848,1.30421625,,0.017,0.016,3.6848,1.30421625,,0.022,0.021,4.8363,1.576149966,,0.018,0.017,3.9151,1.364840872,,0.022,0.021,4.8363,1.576149966,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.019,0.018,4.1454,1.421999286,,0.021,0.02,4.606,1.527359801,,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,
392,0.001,0.021,0.02,4.606,1.527359801,,0.024,0.023,5.2969,1.667121744,,0.017,0.016,3.6848,1.30421625,,0.017,0.016,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,,0.018,0.017,3.9151,1.364840872,,0.022,0.021,4.8363,1.576149966,,0.013,0.012,2.7636,1.016534178,,0.017,0.016,3.6848,1.30421625,,0.018,0.017,3.9151,1.364840872,,0.021,0.02,4.606,1.527359801,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,
393,0.001,0.021,0.02,4.606,1.527359801,,0.024,0.023,5.2969,1.667121744,,0.017,0.016,3.6848,1.30421625,,0.016,0.015,3.4545,1.239677729,,0.021,0.02,4.606,1.527359801,,0.018,0.017,3.9151,1.364840872,,0.022,0.021,4.8363,1.576149966,,0.013,0.012,2.7636,1.016534178,,0.016,0.015,3.4545,1.239677729,,0.018,0.017,3.9151,1.364840872,,0.021,0.02,4.606,1.527359801,,0.014,0.013,2.9939,1.096576885,,0.018,0.017,3.9151,1.364840872,
394,0.001,0.021,0.02,4.606,1.527359801,,0.024,0.023,5.2969,1.667121744,,0.016,0.015,3.4545,1.239677729,,0.016,0.015,3.4545,1.239677729,,0.021,0.02,4.606,1.527359801,,0.018,0.017,3.9151,1.364840872,,0.021,0.02,4.606,1.527359801,,0.013,0.012,2.7636,1.016534178,,0.016,0.015,3.4545,1.239677729,,0.018,0.017,3.9151,1.364840872,,0.021,0.02,4.606,1.527359801,,0.014,0.013,2.9939,1.096576885,,0.018,0.017,3.9151,1.364840872,
395,0.001,0.02,0.019,4.3757,1.476066507,,0.024,0.023,5.2969,1.667121744,,0.016,0.015,3.4545,1.239677729,,0.016,0.015,3.4545,1.239677729,,0.021,0.02,4.606,1.527359801,,0.018,0.017,3.9151,1.364840872,,0.021,0.02,4.606,1.527359801,,0.013,0.012,2.7636,1.016534178,,0.016,0.015,3.4545,1.239677729,,0.018,0.017,3.9151,1.364840872,,0.021,0.02,4.606,1.527359801,,0.014,0.013,2.9939,1.096576885,,0.018,0.017,3.9151,1.364840872,
396,0.001,0.02,0.019,4.3757,1.476066507,,0.024,0.023,5.2969,1.667121744,,0.016,0.015,3.4545,1.239677729,,0.016,0.015,3.4545,1.239677729,,0.021,0.02,4.606,1.527359801,,0.017,0.016,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,,0.013,0.012,2.7636,1.016534178,,0.016,0.015,3.4545,1.239677729,,0.018,0.017,3.9151,1.364840872,,0.02,0.019,4.3757,1.476066507,,0.014,0.013,2.9939,1.096576885,,0.018,0.017,3.9151,1.364840872,
397,0.001,0.02,0.019,4.3757,1.476066507,,0.024,0.023,5.2969,1.667121744,,0.016,0.015,3.4545,1.239677729,,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,,0.017,0.016,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,,0.013,0.012,2.7636,1.016534178,,0.016,0.015,3.4545,1.239677729,,0.018,0.017,3.9151,1.364840872,,0.02,0.019,4.3757,1.476066507,,0.014,0.013,2.9939,1.096576885,,0.018,0.017,3.9151,1.364840872,
398,0.001,0.02,0.019,4.3757,1.476066507,,0.024,0.023,5.2969,1.667121744,,0.016,0.015,3.4545,1.239677729,,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,,0.017,0.016,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,,0.013,0.012,2.7636,1.016534178,,0.016,0.015,3.4545,1.239677729,,0.017,0.016,3.6848,1.30421625,,0.02,0.019,4.3757,1.476066507,,0.014,0.013,2.9939,1.096576885,,0.018,0.017,3.9151,1.364840872,
399,0.001,0.02,0.019,4.3757,1.476066507,,0.023,0.022,5.0666,1.622669981,,0.016,0.015,3.4545,1.239677729,,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,,0.017,0.016,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,,0.013,0.012,2.7636,1.016534178,,0.016,0.015,3.4545,1.239677729,,0.017,0.016,3.6848,1.30421625,,0.02,0.019,4.3757,1.476066507,,0.014,0.013,2.9939,1.096576885,,0.018,0.017,3.9151,1.364840872,
400,0.001,0.019,0.018,4.1454,1.421999286,,0.023,0.022,5.0666,1.622669981,,0.016,0.015,3.4545,1.239677729,,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,,0.017,0.016,3.6848,1.30421625,,0.02,0.019,4.3757,1.476066507,,0.013,0.012,2.7636,1.016534178,,0.016,0.015,3.4545,1.239677729,,0.017,0.016,3.6848,1.30421625,,0.02,0.019,4.3757,1.476066507,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,
401,0.001,0.019,0.018,4.1454,1.421999286,,0.023,0.022,5.0666,1.622669981,,0.016,0.015,3.4545,1.239677729,,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,,0.017,0.016,3.6848,1.30421625,,0.02,0.019,4.3757,1.476066507,,0.012,0.011,2.5333,0.929522801,,0.015,0.014,3.2242,1.170684857,,0.017,0.016,3.6848,1.30421625,,0.02,0.019,4.3757,1.476066507,,0.013,0.012,2.7636,1.016534178,,0.017,0.016,3.6848,1.30421625,
402,0.001,0.019,0.018,4.1454,1.421999286,,0.023,0.022,5.0666,1.622669981,,0.016,0.015,3.4545,1.239677729,,0.015,0.014,3.2242,1.170684857,,0.02,0.019,4.3757,1.476066507,,0.017,0.016,3.6848,1.30421625,,0.02,0.019,4.3757,1.476066507,,0.012,0.011,2.5333,0.929522801,,0.015,0.014,3.2242,1.170684857,,0.017,0.016,3.6848,1.30421625,,0.02,0.019,4.3757,1.476066507,,0.013,0.012,2.7636,1.016534178,,0.017,0.016,3.6848,1.30421625,
403,0.001,0.019,0.018,4.1454,1.421999286,,0.023,0.022,5.0666,1.622669981,,0.016,0.015,3.4545,1.239677729,,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,,0.012,0.011,2.5333,0.929522801,,0.015,0.014,3.2242,1.170684857,,0.017,0.016,3.6848,1.30421625,,0.02,0.019,4.3757,1.476066507,,0.013,0.012,2.7636,1.016534178,,0.017,0.016,3.6848,1.30421625,
404,0.001,0.019,0.018,4.1454,1.421999286,,0.023,0.022,5.0666,1.622669981,,0.016,0.015,3.4545,1.239677729,,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,,0.012,0.011,2.5333,0.929522801,,0.015,0.014,3.2242,1.170684857,,0.017,0.016,3.6848,1.30421625,,0.02,0.019,4.3757,1.476066507,,0.013,0.012,2.7636,1.016534178,,0.017,0.016,3.6848,1.30421625,
405,0.001,0.019,0.018,4.1454,1.421999286,,0.023,0.022,5.0666,1.622669981,,0.015,0.014,3.2242,1.170684857,,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,,0.012,0.011,2.5333,0.929522801,,0.015,0.014,3.2242,1.170684857,,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,,0.013,0.012,2.7636,1.016534178,,0.017,0.016,3.6848,1.30421625,
406,0.001,0.019,0.018,4.1454,1.421999286,,0.022,0.021,4.8363,1.576149966,,0.015,0.014,3.2242,1.170684857,,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,,0.012,0.011,2.5333,0.929522801,,0.015,0.014,3.2242,1.170684857,,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,,0.013,0.012,2.7636,1.016534178,,0.017,0.016,3.6848,1.30421625,
407,0.001,0.018,0.017,3.9151,1.364840872,,0.022,0.021,4.8363,1.576149966,,0.015,0.014,3.2242,1.170684857,,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,,0.012,0.011,2.5333,0.929522801,,0.015,0.014,3.2242,1.170684857,,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,,0.013,0.012,2.7636,1.016534178,,0.016,0.015,3.4545,1.239677729,
408,0.001,0.018,0.017,3.9151,1.364840872,,0.022,0.021,4.8363,1.576149966,,0.015,0.014,3.2242,1.170684857,,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,,0.012,0.011,2.5333,0.929522801,,0.014,0.013,2.9939,1.096576885,,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,,0.013,0.012,2.7636,1.016534178,,0.016,0.015,3.4545,1.239677729,
409,0.001,0.018,0.017,3.9151,1.364840872,,0.022,0.021,4.8363,1.576149966,,0.015,0.014,3.2242,1.170684857,,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,,0.012,0.011,2.5333,0.929522801,,0.014,0.013,2.9939,1.096576885,,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,,0.012,0.011,2.5333,0.929522801,,0.016,0.015,3.4545,1.239677729,
410,0.001,0.018,0.017,3.9151,1.364840872,,0.022,0.021,4.8363,1.576149966,,0.015,0.014,3.2242,1.170684857,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,,0.012,0.011,2.5333,0.929522801,,0.014,0.013,2.9939,1.096576885,,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,,0.012,0.011,2.5333,0.929522801,,0.016,0.015,3.4545,1.239677729,
411,0.001,0.018,0.017,3.9151,1.364840872,,0.022,0.021,4.8363,1.576149966,,0.015,0.014,3.2242,1.170684857,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,,0.012,0.011,2.5333,0.929522801,,0.014,0.013,2.9939,1.096576885,,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,,0.012,0.011,2.5333,0.929522801,,0.016,0.015,3.4545,1.239677729,
412,0.001,0.018,0.017,3.9151,1.364840872,,0.022,0.021,4.8363,1.576149966,,0.015,0.014,3.2242,1.170684857,,0.014,0.013,2.9939,1.096576885,,0.018,0.017,3.9151,1.364840872,,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,,0.011,0.01,2.303,0.834212621,,0.014,0.013,2.9939,1.096576885,,0.016,0.015,3.4545,1.239677729,,0.018,0.017,3.9151,1.364840872,,0.012,0.011,2.5333,0.929522801,,0.016,0.015,3.4545,1.239677729,
413,0.001,0.018,0.017,3.9151,1.364840872,,0.022,0.021,4.8363,1.576149966,,0.015,0.014,3.2242,1.170684857,,0.014,0.013,2.9939,1.096576885,,0.018,0.017,3.9151,1.364840872,,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,,0.011,0.01,2.303,0.834212621,,0.014,0.013,2.9939,1.096576885,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.012,0.011,2.5333,0.929522801,,0.016,0.015,3.4545,1.239677729,
414,0.001,0.018,0.017,3.9151,1.364840872,,0.022,0.021,4.8363,1.576149966,,0.015,0.014,3.2242,1.170684857,,0.014,0.013,2.9939,1.096576885,,0.018,0.017,3.9151,1.364840872,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.011,0.01,2.303,0.834212621,,0.014,0.013,2.9939,1.096576885,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.012,0.011,2.5333,0.929522801,,0.016,0.015,3.4545,1.239677729,
415,0.001,0.017,0.016,3.6848,1.30421625,,0.022,0.021,4.8363,1.576149966,,0.015,0.014,3.2242,1.170684857,,0.014,0.013,2.9939,1.096576885,,0.018,0.017,3.9151,1.364840872,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.011,0.01,2.303,0.834212621,,0.014,0.013,2.9939,1.096576885,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.012,0.011,2.5333,0.929522801,,0.016,0.015,3.4545,1.239677729,
416,0.001,0.017,0.016,3.6848,1.30421625,,0.022,0.021,4.8363,1.576149966,,0.014,0.013,2.9939,1.096576885,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.011,0.01,2.303,0.834212621,,0.014,0.013,2.9939,1.096576885,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.012,0.011,2.5333,0.929522801,,0.015,0.014,3.2242,1.170684857,
417,0.001,0.017,0.016,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,,0.014,0.013,2.9939,1.096576885,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.011,0.01,2.303,0.834212621,,0.014,0.013,2.9939,1.096576885,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.012,0.011,2.5333,0.929522801,,0.015,0.014,3.2242,1.170684857,
418,0.001,0.017,0.016,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,,0.015,0.014,3.2242,1.170684857,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.011,0.01,2.303,0.834212621,,0.014,0.013,2.9939,1.096576885,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.012,0.011,2.5333,0.929522801,,0.015,0.014,3.2242,1.170684857,
419,0.001,0.017,0.016,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,,0.014,0.013,2.9939,1.096576885,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.011,0.01,2.303,0.834212621,,0.014,0.013,2.9939,1.096576885,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.012,0.011,2.5333,0.929522801,,0.015,0.014,3.2242,1.170684857,
420,0.001,0.017,0.016,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,,0.014,0.013,2.9939,1.096576885,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.011,0.01,2.303,0.834212621,,0.014,0.013,2.9939,1.096576885,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.011,0.01,2.303,0.834212621,,0.015,0.014,3.2242,1.170684857,
421,0.001,0.017,0.016,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,,0.014,0.013,2.9939,1.096576885,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.011,0.01,2.303,0.834212621,,0.014,0.013,2.9939,1.096576885,,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.011,0.01,2.303,0.834212621,,0.015,0.014,3.2242,1.170684857,
422,0.001,0.017,0.016,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,,0.014,0.013,2.9939,1.096576885,,0.014,0.013,2.9939,1.096576885,,0.016,0.015,3.4545,1.239677729,,0.014,0.013,2.9939,1.096576885,,0.018,0.017,3.9151,1.364840872,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.011,0.01,2.303,0.834212621,,0.015,0.014,3.2242,1.170684857,
423,0.001,0.017,0.016,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,,0.014,0.013,2.9939,1.096576885,,0.014,0.013,2.9939,1.096576885,,0.016,0.015,3.4545,1.239677729,,0.014,0.013,2.9939,1.096576885,,0.018,0.017,3.9151,1.364840872,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.011,0.01,2.303,0.834212621,,0.015,0.014,3.2242,1.170684857,
424,0.001,0.017,0.016,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,,0.014,0.013,2.9939,1.096576885,,0.014,0.013,2.9939,1.096576885,,0.016,0.015,3.4545,1.239677729,,0.014,0.013,2.9939,1.096576885,,0.018,0.017,3.9151,1.364840872,,0.011,0.01,2.303,0.834212621,,0.013,0.012,2.7636,1.016534178,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.011,0.01,2.303,0.834212621,,0.015,0.014,3.2242,1.170684857,
425,0.001,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,,0.014,0.013,2.9939,1.096576885,,0.014,0.013,2.9939,1.096576885,,0.016,0.015,3.4545,1.239677729,,0.014,0.013,2.9939,1.096576885,,0.018,0.017,3.9151,1.364840872,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.011,0.01,2.303,0.834212621,,0.015,0.014,3.2242,1.170684857,
426,0.001,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,,0.014,0.013,2.9939,1.096576885,,0.014,0.013,2.9939,1.096576885,,0.016,0.015,3.4545,1.239677729,,0.014,0.013,2.9939,1.096576885,,0.018,0.017,3.9151,1.364840872,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.011,0.01,2.303,0.834212621,,0.014,0.013,2.9939,1.096576885,
427,0.001,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,,0.014,0.013,2.9939,1.096576885,,0.014,0.013,2.9939,1.096576885,,0.016,0.015,3.4545,1.239677729,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.011,0.01,2.303,0.834212621,,0.014,0.013,2.9939,1.096576885,
