,MilliQ,PonyLake,A(CDOM),a(CDOM),ln(a),Sr,PonyLake Dil 1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,PonyLake Dil 1:4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,SuwanneeRiver,A(CDOM),a(CDOM),ln(a),Sr,SuwanneeRiver Dil 1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,SuwanneeRiver Dil 1:4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,F15Jul19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F15Jul19_5mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F3Jul19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_5mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F3Jul19_5mR1_Flt,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_5mR1_FltDil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F14Aug19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F14Aug19_5mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F14Aug19_0.1mR2,A(CDOM),a(CDOM),ln(a),Sr,F14Aug19_0.1mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F14Aug19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F14Aug19_9mR2_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F14Aug19_9mR2_Flt,A(CDOM),a(CDOM),ln(a),Sr,F14Aug19_9mR2_FltDil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F22Aug19_9mR1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_9mR2_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
354,0.001,0.041,0.04,9.212,2.220506982,,0.021,0.02,9.212,2.220506982,,0.011,0.01,9.212,2.220506982,,0.05,0.049,11.2847,2.423447826,,0.026,0.025,11.515,2.443650533,,0.014,0.013,11.9756,2.482871246,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.053,0.052,11.9756,2.482871246,,0.028,0.027,12.4362,2.520611574,,0.034,0.033,7.5999,2.028135089,,0.017,0.016,7.3696,1.997363431,,0.039,0.038,8.7514,2.169213688,,0.02,0.019,8.7514,2.169213688,,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.064,0.063,14.5089,2.674762254,,0.032,0.031,14.2786,2.658761913,
355,0.001,0.04,0.039,8.9817,2.195189174,,0.02,0.019,8.7514,2.169213688,,0.011,0.01,9.212,2.220506982,,0.05,0.049,11.2847,2.423447826,,0.026,0.025,11.515,2.443650533,,0.014,0.013,11.9756,2.482871246,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.052,0.051,11.7453,2.463453161,,0.027,0.026,11.9756,2.482871246,,0.034,0.033,7.5999,2.028135089,,0.017,0.016,7.3696,1.997363431,,0.039,0.038,8.7514,2.169213688,,0.019,0.018,8.2908,2.115146466,,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.063,0.062,14.2786,2.658761913,,0.032,0.031,14.2786,2.658761913,
356,0.001,0.04,0.039,8.9817,2.195189174,,0.02,0.019,8.7514,2.169213688,,0.011,0.01,9.212,2.220506982,,0.049,0.048,11.0544,2.402828539,,0.025,0.024,11.0544,2.402828539,,0.014,0.013,11.9756,2.482871246,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.052,0.051,11.7453,2.463453161,,0.027,0.026,11.9756,2.482871246,,0.033,0.032,7.3696,1.997363431,,0.017,0.016,7.3696,1.997363431,,0.039,0.038,8.7514,2.169213688,,0.02,0.019,8.7514,2.169213688,,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.063,0.062,14.2786,2.658761913,,0.032,0.031,14.2786,2.658761913,
357,0.001,0.039,0.038,8.7514,2.169213688,,0.02,0.019,8.7514,2.169213688,,0.011,0.01,9.212,2.220506982,,0.048,0.047,10.8241,2.38177513,,0.025,0.024,11.0544,2.402828539,,0.014,0.013,11.9756,2.482871246,,0.023,0.022,5.0666,1.622669981,,0.012,0.011,5.0666,1.622669981,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,,0.052,0.051,11.7453,2.463453161,,0.027,0.026,11.9756,2.482871246,,0.033,0.032,7.3696,1.997363431,,0.017,0.016,7.3696,1.997363431,,0.039,0.038,8.7514,2.169213688,,0.02,0.019,8.7514,2.169213688,,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.063,0.062,14.2786,2.658761913,,0.032,0.031,14.2786,2.658761913,
358,0.001,0.039,0.038,8.7514,2.169213688,,0.019,0.018,8.2908,2.115146466,,0.011,0.01,9.212,2.220506982,,0.047,0.046,10.5938,2.360268924,,0.025,0.024,11.0544,2.402828539,,0.013,0.012,11.0544,2.402828539,,0.023,0.022,5.0666,1.622669981,,0.012,0.011,5.0666,1.622669981,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,,0.052,0.051,11.7453,2.463453161,,0.027,0.026,11.9756,2.482871246,,0.033,0.032,7.3696,1.997363431,,0.016,0.015,6.909,1.93282491,,0.038,0.037,8.5211,2.14254544,,0.019,0.018,8.2908,2.115146466,,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.062,0.061,14.0483,2.642501392,,0.032,0.031,14.2786,2.658761913,
359,0.001,0.038,0.037,8.5211,2.14254544,,0.019,0.018,8.2908,2.115146466,,0.011,0.01,9.212,2.220506982,,0.046,0.045,10.3635,2.338290018,,0.024,0.023,10.5938,2.360268924,,0.013,0.012,11.0544,2.402828539,,0.023,0.022,5.0666,1.622669981,,0.012,0.011,5.0666,1.622669981,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,,0.052,0.051,11.7453,2.463453161,,0.027,0.026,11.9756,2.482871246,,0.032,0.031,7.1393,1.965614732,,0.016,0.015,6.909,1.93282491,,0.038,0.037,8.5211,2.14254544,,0.019,0.018,8.2908,2.115146466,,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.062,0.061,14.0483,2.642501392,,0.032,0.031,14.2786,2.658761913,
360,0.001,0.037,0.036,8.2908,2.115146466,,0.019,0.018,8.2908,2.115146466,,0.01,0.009,8.2908,2.115146466,,0.045,0.044,10.1332,2.315817162,,0.023,0.022,10.1332,2.315817162,,0.013,0.012,11.0544,2.402828539,,0.023,0.022,5.0666,1.622669981,,0.012,0.011,5.0666,1.622669981,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.013,0.012,2.7636,1.016534178,,0.006,0.005,2.303,0.834212621,,0.051,0.05,11.515,2.443650533,,0.027,0.026,11.9756,2.482871246,,0.032,0.031,7.1393,1.965614732,,0.016,0.015,6.909,1.93282491,,0.038,0.037,8.5211,2.14254544,,0.019,0.018,8.2908,2.115146466,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,,0.061,0.06,13.818,2.62597209,,0.031,0.03,13.818,2.62597209,
361,0.001,0.037,0.036,8.2908,2.115146466,,0.018,0.017,7.8302,2.057988052,,0.01,0.009,8.2908,2.115146466,,0.045,0.044,10.1332,2.315817162,,0.023,0.022,10.1332,2.315817162,,0.012,0.011,10.1332,2.315817162,,0.023,0.022,5.0666,1.622669981,,0.011,0.01,4.606,1.527359801,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.013,0.012,2.7636,1.016534178,,0.007,0.006,2.7636,1.016534178,,0.051,0.05,11.515,2.443650533,,0.026,0.025,11.515,2.443650533,,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.038,0.037,8.5211,2.14254544,,0.019,0.018,8.2908,2.115146466,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,,0.061,0.06,13.818,2.62597209,,0.031,0.03,13.818,2.62597209,
362,0.001,0.036,0.035,8.0605,2.086975589,,0.018,0.017,7.8302,2.057988052,,0.01,0.009,8.2908,2.115146466,,0.044,0.043,9.9029,2.292827644,,0.023,0.022,10.1332,2.315817162,,0.012,0.011,10.1332,2.315817162,,0.023,0.022,5.0666,1.622669981,,0.011,0.01,4.606,1.527359801,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.012,0.011,2.5333,0.929522801,,0.006,0.005,2.303,0.834212621,,0.051,0.05,11.515,2.443650533,,0.026,0.025,11.515,2.443650533,,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.037,0.036,8.2908,2.115146466,,0.019,0.018,8.2908,2.115146466,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,,0.06,0.059,13.5877,2.609164972,,0.031,0.03,13.818,2.62597209,
363,0.001,0.036,0.035,8.0605,2.086975589,,0.018,0.017,7.8302,2.057988052,,0.01,0.009,8.2908,2.115146466,,0.043,0.042,9.6726,2.269297146,,0.022,0.021,9.6726,2.269297146,,0.012,0.011,10.1332,2.315817162,,0.022,0.021,4.8363,1.576149966,,0.012,0.011,5.0666,1.622669981,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.013,0.012,2.7636,1.016534178,,0.006,0.005,2.303,0.834212621,,0.05,0.049,11.2847,2.423447826,,0.026,0.025,11.515,2.443650533,,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.037,0.036,8.2908,2.115146466,,0.019,0.018,8.2908,2.115146466,,0.017,0.016,3.6848,1.30421625,,0.009,0.008,3.6848,1.30421625,,0.06,0.059,13.5877,2.609164972,,0.031,0.03,13.818,2.62597209,
364,0.001,0.035,0.034,7.8302,2.057988052,,0.018,0.017,7.8302,2.057988052,,0.01,0.009,8.2908,2.115146466,,0.042,0.041,9.4423,2.245199595,,0.022,0.021,9.6726,2.269297146,,0.012,0.011,10.1332,2.315817162,,0.022,0.021,4.8363,1.576149966,,0.011,0.01,4.606,1.527359801,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.012,0.011,2.5333,0.929522801,,0.006,0.005,2.303,0.834212621,,0.05,0.049,11.2847,2.423447826,,0.026,0.025,11.515,2.443650533,,0.03,0.029,6.6787,1.898923358,,0.015,0.014,6.4484,1.863832038,,0.037,0.036,8.2908,2.115146466,,0.019,0.018,8.2908,2.115146466,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,,0.06,0.059,13.5877,2.609164972,,0.031,0.03,13.818,2.62597209,
365,0.001,0.035,0.034,7.8302,2.057988052,,0.017,0.016,7.3696,1.997363431,,0.01,0.009,8.2908,2.115146466,,0.041,0.04,9.212,2.220506982,,0.021,0.02,9.212,2.220506982,,0.012,0.011,10.1332,2.315817162,,0.022,0.021,4.8363,1.576149966,,0.011,0.01,4.606,1.527359801,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.012,0.011,2.5333,0.929522801,,0.006,0.005,2.303,0.834212621,,0.05,0.049,11.2847,2.423447826,,0.026,0.025,11.515,2.443650533,,0.03,0.029,6.6787,1.898923358,,0.015,0.014,6.4484,1.863832038,,0.037,0.036,8.2908,2.115146466,,0.019,0.018,8.2908,2.115146466,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,,0.059,0.058,13.3574,2.592070538,,0.03,0.029,13.3574,2.592070538,
366,0.001,0.034,0.033,7.5999,2.028135089,,0.017,0.016,7.3696,1.997363431,,0.009,0.008,7.3696,1.997363431,,0.04,0.039,8.9817,2.195189174,,0.021,0.02,9.212,2.220506982,,0.012,0.011,10.1332,2.315817162,,0.022,0.021,4.8363,1.576149966,,0.011,0.01,4.606,1.527359801,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.012,0.011,2.5333,0.929522801,,0.006,0.005,2.303,0.834212621,,0.049,0.048,11.0544,2.402828539,,0.026,0.025,11.515,2.443650533,,0.03,0.029,6.6787,1.898923358,,0.015,0.014,6.4484,1.863832038,,0.037,0.036,8.2908,2.115146466,,0.019,0.018,8.2908,2.115146466,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,,0.059,0.058,13.3574,2.592070538,,0.03,0.029,13.3574,2.592070538,
367,0.001,0.034,0.033,7.5999,2.028135089,,0.017,0.016,7.3696,1.997363431,,0.009,0.008,7.3696,1.997363431,,0.04,0.039,8.9817,2.195189174,,0.021,0.02,9.212,2.220506982,,0.011,0.01,9.212,2.220506982,,0.022,0.021,4.8363,1.576149966,,0.011,0.01,4.606,1.527359801,,0.024,0.023,5.2969,1.667121744,,0.013,0.012,5.5272,1.709681358,,0.012,0.011,2.5333,0.929522801,,0.006,0.005,2.303,0.834212621,,0.049,0.048,11.0544,2.402828539,,0.026,0.025,11.515,2.443650533,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.037,0.036,8.2908,2.115146466,,0.019,0.018,8.2908,2.115146466,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.058,0.057,13.1271,2.574678796,,0.03,0.029,13.3574,2.592070538,
368,0.001,0.033,0.032,7.3696,1.997363431,,0.016,0.015,6.909,1.93282491,,0.009,0.008,7.3696,1.997363431,,0.039,0.038,8.7514,2.169213688,,0.02,0.019,8.7514,2.169213688,,0.011,0.01,9.212,2.220506982,,0.022,0.021,4.8363,1.576149966,,0.011,0.01,4.606,1.527359801,,0.023,0.022,5.0666,1.622669981,,0.012,0.011,5.0666,1.622669981,,0.012,0.011,2.5333,0.929522801,,0.006,0.005,2.303,0.834212621,,0.049,0.048,11.0544,2.402828539,,0.026,0.025,11.515,2.443650533,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.036,0.035,8.0605,2.086975589,,0.019,0.018,8.2908,2.115146466,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.058,0.057,13.1271,2.574678796,,0.03,0.029,13.3574,2.592070538,
369,0.001,0.033,0.032,7.3696,1.997363431,,0.016,0.015,6.909,1.93282491,,0.009,0.008,7.3696,1.997363431,,0.038,0.037,8.5211,2.14254544,,0.02,0.019,8.7514,2.169213688,,0.011,0.01,9.212,2.220506982,,0.022,0.021,4.8363,1.576149966,,0.011,0.01,4.606,1.527359801,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,,0.012,0.011,2.5333,0.929522801,,0.006,0.005,2.303,0.834212621,,0.049,0.048,11.0544,2.402828539,,0.026,0.025,11.515,2.443650533,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.037,0.036,8.2908,2.115146466,,0.019,0.018,8.2908,2.115146466,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,,0.058,0.057,13.1271,2.574678796,,0.03,0.029,13.3574,2.592070538,
370,0.001,0.032,0.031,7.1393,1.965614732,,0.016,0.015,6.909,1.93282491,,0.009,0.008,7.3696,1.997363431,,0.037,0.036,8.2908,2.115146466,,0.019,0.018,8.2908,2.115146466,,0.011,0.01,9.212,2.220506982,,0.021,0.02,4.606,1.527359801,,0.011,0.01,4.606,1.527359801,,0.023,0.022,5.0666,1.622669981,,0.012,0.011,5.0666,1.622669981,,0.012,0.011,2.5333,0.929522801,,0.006,0.005,2.303,0.834212621,,0.048,0.047,10.8241,2.38177513,,0.025,0.024,11.0544,2.402828539,,0.028,0.027,6.2181,1.827464394,,0.014,0.013,5.9878,1.789724066,,0.036,0.035,8.0605,2.086975589,,0.019,0.018,8.2908,2.115146466,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.057,0.056,12.8968,2.556979219,,0.029,0.028,12.8968,2.556979219,
371,0.001,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.009,0.008,7.3696,1.997363431,,0.036,0.035,8.0605,2.086975589,,0.019,0.018,8.2908,2.115146466,,0.01,0.009,8.2908,2.115146466,,0.021,0.02,4.606,1.527359801,,0.011,0.01,4.606,1.527359801,,0.023,0.022,5.0666,1.622669981,,0.012,0.011,5.0666,1.622669981,,0.011,0.01,2.303,0.834212621,,0.006,0.005,2.303,0.834212621,,0.048,0.047,10.8241,2.38177513,,0.025,0.024,11.0544,2.402828539,,0.028,0.027,6.2181,1.827464394,,0.014,0.013,5.9878,1.789724066,,0.036,0.035,8.0605,2.086975589,,0.019,0.018,8.2908,2.115146466,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.057,0.056,12.8968,2.556979219,,0.029,0.028,12.8968,2.556979219,
372,0.001,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.009,0.008,7.3696,1.997363431,,0.036,0.035,8.0605,2.086975589,,0.019,0.018,8.2908,2.115146466,,0.01,0.009,8.2908,2.115146466,,0.021,0.02,4.606,1.527359801,,0.011,0.01,4.606,1.527359801,,0.023,0.022,5.0666,1.622669981,,0.012,0.011,5.0666,1.622669981,,0.011,0.01,2.303,0.834212621,,0.006,0.005,2.303,0.834212621,,0.048,0.047,10.8241,2.38177513,,0.025,0.024,11.0544,2.402828539,,0.028,0.027,6.2181,1.827464394,,0.014,0.013,5.9878,1.789724066,,0.036,0.035,8.0605,2.086975589,,0.019,0.018,8.2908,2.115146466,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.056,0.055,12.6665,2.538960713,,0.029,0.028,12.8968,2.556979219,
373,0.001,0.031,0.03,6.909,1.93282491,,0.015,0.014,6.4484,1.863832038,,0.008,0.007,6.4484,1.863832038,,0.035,0.034,7.8302,2.057988052,,0.019,0.018,8.2908,2.115146466,,0.01,0.009,8.2908,2.115146466,,0.021,0.02,4.606,1.527359801,,0.011,0.01,4.606,1.527359801,,0.023,0.022,5.0666,1.622669981,,0.012,0.011,5.0666,1.622669981,,0.011,0.01,2.303,0.834212621,,0.006,0.005,2.303,0.834212621,,0.047,0.046,10.5938,2.360268924,,0.025,0.024,11.0544,2.402828539,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.036,0.035,8.0605,2.086975589,,0.019,0.018,8.2908,2.115146466,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.056,0.055,12.6665,2.538960713,,0.029,0.028,12.8968,2.556979219,
374,0.001,0.03,0.029,6.6787,1.898923358,,0.015,0.014,6.4484,1.863832038,,0.008,0.007,6.4484,1.863832038,,0.035,0.034,7.8302,2.057988052,,0.018,0.017,7.8302,2.057988052,,0.01,0.009,8.2908,2.115146466,,0.021,0.02,4.606,1.527359801,,0.01,0.009,4.1454,1.421999286,,0.023,0.022,5.0666,1.622669981,,0.012,0.011,5.0666,1.622669981,,0.011,0.01,2.303,0.834212621,,0.006,0.005,2.303,0.834212621,,0.047,0.046,10.5938,2.360268924,,0.025,0.024,11.0544,2.402828539,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.035,0.034,7.8302,2.057988052,,0.018,0.017,7.8302,2.057988052,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.056,0.055,12.6665,2.538960713,,0.028,0.027,12.4362,2.520611574,
375,0.001,0.03,0.029,6.6787,1.898923358,,0.015,0.014,6.4484,1.863832038,,0.008,0.007,6.4484,1.863832038,,0.034,0.033,7.5999,2.028135089,,0.018,0.017,7.8302,2.057988052,,0.01,0.009,8.2908,2.115146466,,0.021,0.02,4.606,1.527359801,,0.01,0.009,4.1454,1.421999286,,0.022,0.021,4.8363,1.576149966,,0.012,0.011,5.0666,1.622669981,,0.011,0.01,2.303,0.834212621,,0.006,0.005,2.303,0.834212621,,0.046,0.045,10.3635,2.338290018,,0.025,0.024,11.0544,2.402828539,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.036,0.035,8.0605,2.086975589,,0.019,0.018,8.2908,2.115146466,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.055,0.054,12.4362,2.520611574,,0.028,0.027,12.4362,2.520611574,
376,0.001,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.008,0.007,6.4484,1.863832038,,0.033,0.032,7.3696,1.997363431,,0.017,0.016,7.3696,1.997363431,,0.01,0.009,8.2908,2.115146466,,0.02,0.019,4.3757,1.476066507,,0.01,0.009,4.1454,1.421999286,,0.022,0.021,4.8363,1.576149966,,0.012,0.011,5.0666,1.622669981,,0.011,0.01,2.303,0.834212621,,0.006,0.005,2.303,0.834212621,,0.046,0.045,10.3635,2.338290018,,0.025,0.024,11.0544,2.402828539,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,,0.035,0.034,7.8302,2.057988052,,0.018,0.017,7.8302,2.057988052,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.055,0.054,12.4362,2.520611574,,0.028,0.027,12.4362,2.520611574,
377,0.001,0.029,0.028,6.4484,1.863832038,,0.014,0.013,5.9878,1.789724066,,0.008,0.007,6.4484,1.863832038,,0.032,0.031,7.1393,1.965614732,,0.017,0.016,7.3696,1.997363431,,0.009,0.008,7.3696,1.997363431,,0.02,0.019,4.3757,1.476066507,,0.01,0.009,4.1454,1.421999286,,0.022,0.021,4.8363,1.576149966,,0.012,0.011,5.0666,1.622669981,,0.011,0.01,2.303,0.834212621,,0.006,0.005,2.303,0.834212621,,0.046,0.045,10.3635,2.338290018,,0.024,0.023,10.5938,2.360268924,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,,0.035,0.034,7.8302,2.057988052,,0.018,0.017,7.8302,2.057988052,,0.016,0.015,3.4545,1.239677729,,0.007,0.006,2.7636,1.016534178,,0.055,0.054,12.4362,2.520611574,,0.028,0.027,12.4362,2.520611574,
378,0.001,0.028,0.027,6.2181,1.827464394,,0.014,0.013,5.9878,1.789724066,,0.008,0.007,6.4484,1.863832038,,0.032,0.031,7.1393,1.965614732,,0.017,0.016,7.3696,1.997363431,,0.009,0.008,7.3696,1.997363431,,0.02,0.019,4.3757,1.476066507,,0.01,0.009,4.1454,1.421999286,,0.022,0.021,4.8363,1.576149966,,0.012,0.011,5.0666,1.622669981,,0.011,0.01,2.303,0.834212621,,0.006,0.005,2.303,0.834212621,,0.046,0.045,10.3635,2.338290018,,0.024,0.023,10.5938,2.360268924,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,,0.035,0.034,7.8302,2.057988052,,0.018,0.017,7.8302,2.057988052,,0.016,0.015,3.4545,1.239677729,,0.007,0.006,2.7636,1.016534178,,0.054,0.053,12.2059,2.501919441,,0.028,0.027,12.4362,2.520611574,
379,0.001,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,,0.008,0.007,6.4484,1.863832038,,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.009,0.008,7.3696,1.997363431,,0.02,0.019,4.3757,1.476066507,,0.01,0.009,4.1454,1.421999286,,0.022,0.021,4.8363,1.576149966,,0.011,0.01,4.606,1.527359801,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.045,0.044,10.1332,2.315817162,,0.024,0.023,10.5938,2.360268924,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.035,0.034,7.8302,2.057988052,,0.018,0.017,7.8302,2.057988052,,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.054,0.053,12.2059,2.501919441,,0.027,0.026,11.9756,2.482871246,
380,0.001,0.027,0.026,5.9878,1.789724066,,0.013,0.012,5.5272,1.709681358,,0.007,0.006,5.5272,1.709681358,,0.03,0.029,6.6787,1.898923358,,0.016,0.015,6.909,1.93282491,,0.009,0.008,7.3696,1.997363431,,0.019,0.018,4.1454,1.421999286,,0.01,0.009,4.1454,1.421999286,,0.022,0.021,4.8363,1.576149966,,0.011,0.01,4.606,1.527359801,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.045,0.044,10.1332,2.315817162,,0.024,0.023,10.5938,2.360268924,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.034,0.033,7.5999,2.028135089,,0.018,0.017,7.8302,2.057988052,,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.053,0.052,11.9756,2.482871246,,0.027,0.026,11.9756,2.482871246,
381,0.001,0.027,0.026,5.9878,1.789724066,,0.013,0.012,5.5272,1.709681358,,0.007,0.006,5.5272,1.709681358,,0.03,0.029,6.6787,1.898923358,,0.016,0.015,6.909,1.93282491,,0.009,0.008,7.3696,1.997363431,,0.019,0.018,4.1454,1.421999286,,0.01,0.009,4.1454,1.421999286,,0.021,0.02,4.606,1.527359801,,0.011,0.01,4.606,1.527359801,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.045,0.044,10.1332,2.315817162,,0.024,0.023,10.5938,2.360268924,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,,0.034,0.033,7.5999,2.028135089,,0.018,0.017,7.8302,2.057988052,,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.053,0.052,11.9756,2.482871246,,0.027,0.026,11.9756,2.482871246,
382,0.001,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,,0.007,0.006,5.5272,1.709681358,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.008,0.007,6.4484,1.863832038,,0.019,0.018,4.1454,1.421999286,,0.01,0.009,4.1454,1.421999286,,0.021,0.02,4.606,1.527359801,,0.011,0.01,4.606,1.527359801,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.045,0.044,10.1332,2.315817162,,0.023,0.022,10.1332,2.315817162,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,,0.034,0.033,7.5999,2.028135089,,0.018,0.017,7.8302,2.057988052,,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.052,0.051,11.7453,2.463453161,,0.027,0.026,11.9756,2.482871246,
