,Blank,F10Jun19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F10Jun19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F10Jun19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F10Jun19_9R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F10Jun19_0.1R2,A(CDOM),a(CDOM),ln(a),Sr,F10Jun19_0.1R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
725,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
726,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
727,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
728,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
729,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
730,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
731,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
732,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
733,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
734,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
735,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
736,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
737,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
738,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
739,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
740,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
741,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
742,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
743,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
744,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
745,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
746,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
747,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
748,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
749,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
750,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
751,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
752,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
753,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
754,-0.001,0,0.001,0.2303,-1.468372472,,-0.003,-0.002,-0.9212,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
755,-0.001,0,0.001,0.2303,-1.468372472,,-0.003,-0.002,-0.9212,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
756,-0.001,0,0.001,0.2303,-1.468372472,,-0.003,-0.002,-0.9212,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
757,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
758,-0.001,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.002,-0.001,-0.4606,#NUM!,,-0.001,0,0,#NUM!,,-0.004,-0.003,-1.3818,#NUM!,
759,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
760,0.001,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,,0,-0.001,-0.2303,#NUM!,,-0.003,-0.004,-1.8424,#NUM!,
761,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
762,0,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
763,0,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
764,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
765,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
766,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
767,0,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
768,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
769,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
770,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
771,0,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
772,0,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
773,0,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
774,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
775,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
776,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
777,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
778,0,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
779,0,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
780,0,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
781,0,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
782,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
783,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
784,0,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
785,0,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
786,0,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
787,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
788,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
789,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
790,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
791,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
792,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
793,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
794,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
795,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
796,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
797,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
798,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
799,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
800,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
801,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
802,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
803,0,0,0,0,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
804,0,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
805,0,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
806,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
807,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
808,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
809,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
810,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
811,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
812,0,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
813,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
814,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
815,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
816,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
817,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
818,0,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
819,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
820,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
821,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
822,0,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
823,0,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
824,0,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
825,0,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
826,0,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
827,0,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
828,0,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
829,0,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,0,0,0,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
830,0,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
831,0,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.002,-0.002,-0.4606,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,
