,MilliQ,F04Oct19_101_R2,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_99_R1,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_200_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_102_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_45_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_01_R2,A(CDOM),a(CDOM),ln(a),Sr
403,0,0.029,0.029,6.6787,1.898923358,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.056,0.056,12.8968,2.556979219,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,2.7636,1.016534178,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.013,0.013,2.9939,1.096576885,
404,0,0.029,0.029,6.6787,1.898923358,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.056,0.056,12.8968,2.556979219,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,2.7636,1.016534178,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.013,0.013,2.9939,1.096576885,
405,0,0.028,0.028,6.4484,1.863832038,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.056,0.056,12.8968,2.556979219,,0.023,0.023,5.2969,1.667121744,,0.012,0.012,2.7636,1.016534178,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.013,0.013,2.9939,1.096576885,
406,0,0.028,0.028,6.4484,1.863832038,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.055,0.055,12.6665,2.538960713,,0.023,0.023,5.2969,1.667121744,,0.012,0.012,2.7636,1.016534178,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.013,0.013,2.9939,1.096576885,
407,0,0.028,0.028,6.4484,1.863832038,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.055,0.055,12.6665,2.538960713,,0.023,0.023,5.2969,1.667121744,,0.012,0.012,2.7636,1.016534178,,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,
408,0,0.028,0.028,6.4484,1.863832038,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.055,0.055,12.6665,2.538960713,,0.023,0.023,5.2969,1.667121744,,0.012,0.012,2.7636,1.016534178,,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,
409,0,0.028,0.028,6.4484,1.863832038,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.054,0.054,12.4362,2.520611574,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,
410,0,0.028,0.028,6.4484,1.863832038,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.054,0.054,12.4362,2.520611574,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,
411,0,0.028,0.028,6.4484,1.863832038,,0.025,0.025,5.7575,1.750503353,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.054,0.054,12.4362,2.520611574,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,
412,0,0.028,0.028,6.4484,1.863832038,,0.024,0.024,5.5272,1.709681358,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.054,0.054,12.4362,2.520611574,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,
413,0,0.028,0.028,6.4484,1.863832038,,0.024,0.024,5.5272,1.709681358,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.053,0.053,12.2059,2.501919441,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,
414,0,0.027,0.027,6.2181,1.827464394,,0.024,0.024,5.5272,1.709681358,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.053,0.053,12.2059,2.501919441,,0.022,0.022,5.0666,1.622669981,,0.011,0.011,2.5333,0.929522801,,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,
415,0,0.027,0.027,6.2181,1.827464394,,0.024,0.024,5.5272,1.709681358,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.053,0.053,12.2059,2.501919441,,0.022,0.022,5.0666,1.622669981,,0.011,0.011,2.5333,0.929522801,,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,
416,0,0.027,0.027,6.2181,1.827464394,,0.024,0.024,5.5272,1.709681358,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.053,0.053,12.2059,2.501919441,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,
417,0,0.027,0.027,6.2181,1.827464394,,0.024,0.024,5.5272,1.709681358,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.052,0.052,11.9756,2.482871246,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,
418,0,0.027,0.027,6.2181,1.827464394,,0.024,0.024,5.5272,1.709681358,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.052,0.052,11.9756,2.482871246,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,
419,0,0.027,0.027,6.2181,1.827464394,,0.024,0.024,5.5272,1.709681358,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.052,0.052,11.9756,2.482871246,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,
420,0,0.027,0.027,6.2181,1.827464394,,0.024,0.024,5.5272,1.709681358,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.051,0.051,11.7453,2.463453161,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,
421,0,0.027,0.027,6.2181,1.827464394,,0.024,0.024,5.5272,1.709681358,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.051,0.051,11.7453,2.463453161,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,
422,0,0.026,0.026,5.9878,1.789724066,,0.024,0.024,5.5272,1.709681358,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.051,0.051,11.7453,2.463453161,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,
423,0,0.026,0.026,5.9878,1.789724066,,0.023,0.023,5.2969,1.667121744,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.051,0.051,11.7453,2.463453161,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,
424,0,0.026,0.026,5.9878,1.789724066,,0.024,0.024,5.5272,1.709681358,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.051,0.051,11.7453,2.463453161,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,
425,0,0.026,0.026,5.9878,1.789724066,,0.023,0.023,5.2969,1.667121744,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.05,0.05,11.515,2.443650533,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,
426,0,0.026,0.026,5.9878,1.789724066,,0.023,0.023,5.2969,1.667121744,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.05,0.05,11.515,2.443650533,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,
427,0,0.026,0.026,5.9878,1.789724066,,0.023,0.023,5.2969,1.667121744,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.05,0.05,11.515,2.443650533,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,
428,0,0.026,0.026,5.9878,1.789724066,,0.023,0.023,5.2969,1.667121744,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.049,0.049,11.2847,2.423447826,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.013,0.013,2.9939,1.096576885,,0.013,0.013,2.9939,1.096576885,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,
429,0,0.026,0.026,5.9878,1.789724066,,0.023,0.023,5.2969,1.667121744,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.049,0.049,11.2847,2.423447826,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.013,0.013,2.9939,1.096576885,,0.013,0.013,2.9939,1.096576885,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,
430,0,0.026,0.026,5.9878,1.789724066,,0.023,0.023,5.2969,1.667121744,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.049,0.049,11.2847,2.423447826,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.013,0.013,2.9939,1.096576885,,0.013,0.013,2.9939,1.096576885,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,
431,0,0.026,0.026,5.9878,1.789724066,,0.023,0.023,5.2969,1.667121744,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.049,0.049,11.2847,2.423447826,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.013,0.013,2.9939,1.096576885,,0.013,0.013,2.9939,1.096576885,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,
432,0,0.026,0.026,5.9878,1.789724066,,0.023,0.023,5.2969,1.667121744,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.048,0.048,11.0544,2.402828539,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.013,0.013,2.9939,1.096576885,,0.013,0.013,2.9939,1.096576885,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,
433,0,0.025,0.025,5.7575,1.750503353,,0.023,0.023,5.2969,1.667121744,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.048,0.048,11.0544,2.402828539,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.013,0.013,2.9939,1.096576885,,0.013,0.013,2.9939,1.096576885,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,
434,0,0.025,0.025,5.7575,1.750503353,,0.023,0.023,5.2969,1.667121744,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.048,0.048,11.0544,2.402828539,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.013,0.013,2.9939,1.096576885,,0.013,0.013,2.9939,1.096576885,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,
435,0,0.025,0.025,5.7575,1.750503353,,0.023,0.023,5.2969,1.667121744,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.048,0.048,11.0544,2.402828539,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,2.303,0.834212621,,0.013,0.013,2.9939,1.096576885,,0.012,0.012,2.7636,1.016534178,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,
436,0,0.025,0.025,5.7575,1.750503353,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.048,0.048,11.0544,2.402828539,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,
437,0,0.025,0.025,5.7575,1.750503353,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.047,0.047,10.8241,2.38177513,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,
438,0,0.025,0.025,5.7575,1.750503353,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.047,0.047,10.8241,2.38177513,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,
439,0,0.025,0.025,5.7575,1.750503353,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.047,0.047,10.8241,2.38177513,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,
440,0,0.025,0.025,5.7575,1.750503353,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.047,0.047,10.8241,2.38177513,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,
441,0,0.025,0.025,5.7575,1.750503353,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.046,0.046,10.5938,2.360268924,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,
442,0,0.025,0.025,5.7575,1.750503353,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.046,0.046,10.5938,2.360268924,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,
443,0,0.025,0.025,5.7575,1.750503353,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.046,0.046,10.5938,2.360268924,,0.017,0.017,3.9151,1.364840872,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,
444,0,0.025,0.025,5.7575,1.750503353,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.046,0.046,10.5938,2.360268924,,0.017,0.017,3.9151,1.364840872,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,
445,0,0.024,0.024,5.5272,1.709681358,,0.022,0.022,5.0666,1.622669981,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.046,0.046,10.5938,2.360268924,,0.017,0.017,3.9151,1.364840872,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,
446,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.045,0.045,10.3635,2.338290018,,0.017,0.017,3.9151,1.364840872,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,
447,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.045,0.045,10.3635,2.338290018,,0.017,0.017,3.9151,1.364840872,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,
448,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.045,0.045,10.3635,2.338290018,,0.017,0.017,3.9151,1.364840872,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
449,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.045,0.045,10.3635,2.338290018,,0.017,0.017,3.9151,1.364840872,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
450,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.045,0.045,10.3635,2.338290018,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,
451,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.044,0.044,10.1332,2.315817162,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,
452,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.044,0.044,10.1332,2.315817162,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,
453,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.044,0.044,10.1332,2.315817162,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,
454,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,
455,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,
456,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,
457,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.044,0.044,10.1332,2.315817162,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,
458,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.043,0.043,9.9029,2.292827644,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,
459,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.043,0.043,9.9029,2.292827644,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,
460,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.043,0.043,9.9029,2.292827644,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,
461,0,0.023,0.023,5.2969,1.667121744,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.043,0.043,9.9029,2.292827644,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
462,0,0.023,0.023,5.2969,1.667121744,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.043,0.043,9.9029,2.292827644,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
463,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.043,0.043,9.9029,2.292827644,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
