,MilliQ,F22Aug19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_30_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F27May19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F6Jun19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr
594,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
595,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
596,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
597,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
598,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.039,0.039,8.9817,2.195189174,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
599,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
600,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
601,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
602,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
603,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
604,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.038,0.038,8.7514,2.169213688,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
605,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.038,0.038,8.7514,2.169213688,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
606,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.038,0.038,8.7514,2.169213688,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
607,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.038,0.038,8.7514,2.169213688,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
608,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.038,0.038,8.7514,2.169213688,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
609,0,0.009,0.009,2.0727,0.728852105,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.038,0.038,8.7514,2.169213688,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
610,0,0.009,0.009,2.0727,0.728852105,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.038,0.038,8.7514,2.169213688,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
611,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.038,0.038,8.7514,2.169213688,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
612,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.038,0.038,8.7514,2.169213688,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
613,0,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.038,0.038,8.7514,2.169213688,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
614,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.038,0.038,8.7514,2.169213688,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
615,0,0.009,0.009,2.0727,0.728852105,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.038,0.038,8.7514,2.169213688,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
616,0,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.038,0.038,8.7514,2.169213688,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
617,0,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.038,0.038,8.7514,2.169213688,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
618,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.038,0.038,8.7514,2.169213688,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
619,0,0.009,0.009,2.0727,0.728852105,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.037,0.037,8.5211,2.14254544,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
620,0,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.037,0.037,8.5211,2.14254544,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
621,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.037,0.037,8.5211,2.14254544,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
622,0,0.009,0.009,2.0727,0.728852105,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.037,0.037,8.5211,2.14254544,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
623,0,0.009,0.009,2.0727,0.728852105,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.037,0.037,8.5211,2.14254544,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
624,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.037,0.037,8.5211,2.14254544,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
625,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.037,0.037,8.5211,2.14254544,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
626,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.037,0.037,8.5211,2.14254544,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
627,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.037,0.037,8.5211,2.14254544,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
628,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.037,0.037,8.5211,2.14254544,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
629,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.037,0.037,8.5211,2.14254544,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
630,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.037,0.037,8.5211,2.14254544,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
631,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.037,0.037,8.5211,2.14254544,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
632,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.036,0.036,8.2908,2.115146466,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
633,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.036,0.036,8.2908,2.115146466,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
634,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.036,0.036,8.2908,2.115146466,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
635,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.036,0.036,8.2908,2.115146466,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
636,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.036,0.036,8.2908,2.115146466,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
637,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.036,0.036,8.2908,2.115146466,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
638,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.036,0.036,8.2908,2.115146466,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
639,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.036,0.036,8.2908,2.115146466,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
640,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.036,0.036,8.2908,2.115146466,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
641,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.036,0.036,8.2908,2.115146466,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,
642,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.036,0.036,8.2908,2.115146466,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
643,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.036,0.036,8.2908,2.115146466,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
644,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.035,0.035,8.0605,2.086975589,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
645,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.035,0.035,8.0605,2.086975589,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
646,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.035,0.035,8.0605,2.086975589,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
647,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.035,0.035,8.0605,2.086975589,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
648,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.035,0.035,8.0605,2.086975589,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
649,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.035,0.035,8.0605,2.086975589,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
650,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.035,0.035,8.0605,2.086975589,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
651,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.035,0.035,8.0605,2.086975589,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
652,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.035,0.035,8.0605,2.086975589,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
653,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.035,0.035,8.0605,2.086975589,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
654,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.035,0.035,8.0605,2.086975589,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
655,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.035,0.035,8.0605,2.086975589,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
656,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.035,0.035,8.0605,2.086975589,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
657,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.035,0.035,8.0605,2.086975589,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
658,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.035,0.035,8.0605,2.086975589,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,
659,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.035,0.035,8.0605,2.086975589,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
660,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.035,0.035,8.0605,2.086975589,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
661,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
662,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,
663,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,
664,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,
665,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,
666,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,
667,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,
668,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
669,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
670,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
671,0,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
672,0,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
673,0,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
674,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
675,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,
676,0,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,
