,Blank,F22Jul19_IN_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_INF_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Jun19_5_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_5_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_5_R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Jun19_Surf_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Jun19_Surf_R2_Dil2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Jun19_Surf_R2_Dil4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,F27Jun19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Jun19_R_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Jun19_9_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Jun19_9_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_9_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
231,-0.002,0.064,0.066,15.1998,2.72128227,,0.029,0.031,14.2786,2.658761913,,0.054,0.056,12.8968,2.556979219,,0.056,0.058,13.3574,2.592070538,,0.026,0.028,12.8968,2.556979219,,0.092,0.094,21.6482,3.07492231,,0.038,0.04,18.424,2.913654163,,0.017,0.019,17.5028,2.862360868,,0.068,0.07,16.121,2.78012277,,0.037,0.039,17.9634,2.888336355,,0.068,0.07,16.121,2.78012277,,0.033,0.035,16.121,2.78012277,,0.057,0.059,13.5877,2.609164972,,0.03,0.032,14.7392,2.690510611,
232,-0.002,0.062,0.064,14.7392,2.690510611,,0.029,0.031,14.2786,2.658761913,,0.053,0.055,12.6665,2.538960713,,0.055,0.057,13.1271,2.574678796,,0.026,0.028,12.8968,2.556979219,,0.089,0.091,20.9573,3.042487034,,0.037,0.039,17.9634,2.888336355,,0.017,0.019,17.5028,2.862360868,,0.067,0.069,15.8907,2.765734032,,0.037,0.039,17.9634,2.888336355,,0.067,0.069,15.8907,2.765734032,,0.033,0.035,16.121,2.78012277,,0.056,0.058,13.3574,2.592070538,,0.029,0.031,14.2786,2.658761913,
233,-0.002,0.06,0.062,14.2786,2.658761913,,0.028,0.03,13.818,2.62597209,,0.053,0.055,12.6665,2.538960713,,0.054,0.056,12.8968,2.556979219,,0.026,0.028,12.8968,2.556979219,,0.085,0.087,20.0361,2.997535646,,0.035,0.037,17.0422,2.835692621,,0.016,0.018,16.5816,2.808293647,,0.066,0.068,15.6604,2.751135233,,0.036,0.038,17.5028,2.862360868,,0.065,0.067,15.4301,2.736320147,,0.032,0.034,15.6604,2.751135233,,0.055,0.057,13.1271,2.574678796,,0.029,0.031,14.2786,2.658761913,
234,-0.002,0.059,0.061,14.0483,2.642501392,,0.027,0.029,13.3574,2.592070538,,0.053,0.055,12.6665,2.538960713,,0.054,0.056,12.8968,2.556979219,,0.025,0.027,12.4362,2.520611574,,0.083,0.085,19.5755,2.974278784,,0.034,0.036,16.5816,2.808293647,,0.015,0.017,15.6604,2.751135233,,0.065,0.067,15.4301,2.736320147,,0.036,0.038,17.5028,2.862360868,,0.064,0.066,15.1998,2.72128227,,0.032,0.034,15.6604,2.751135233,,0.054,0.056,12.8968,2.556979219,,0.029,0.031,14.2786,2.658761913,
235,-0.002,0.057,0.059,13.5877,2.609164972,,0.026,0.028,12.8968,2.556979219,,0.052,0.054,12.4362,2.520611574,,0.052,0.054,12.4362,2.520611574,,0.025,0.027,12.4362,2.520611574,,0.08,0.082,18.8846,2.938346775,,0.033,0.035,16.121,2.78012277,,0.015,0.017,15.6604,2.751135233,,0.064,0.066,15.1998,2.72128227,,0.035,0.037,17.0422,2.835692621,,0.063,0.065,14.9695,2.706014798,,0.031,0.033,15.1998,2.72128227,,0.053,0.055,12.6665,2.538960713,,0.028,0.03,13.818,2.62597209,
236,-0.002,0.056,0.058,13.3574,2.592070538,,0.026,0.028,12.8968,2.556979219,,0.051,0.053,12.2059,2.501919441,,0.052,0.054,12.4362,2.520611574,,0.024,0.026,11.9756,2.482871246,,0.077,0.079,18.1937,2.90107538,,0.032,0.034,15.6604,2.751135233,,0.014,0.016,14.7392,2.690510611,,0.063,0.065,14.9695,2.706014798,,0.035,0.037,17.0422,2.835692621,,0.062,0.064,14.7392,2.690510611,,0.03,0.032,14.7392,2.690510611,,0.052,0.054,12.4362,2.520611574,,0.028,0.03,13.818,2.62597209,
237,-0.002,0.055,0.057,13.1271,2.574678796,,0.025,0.027,12.4362,2.520611574,,0.051,0.053,12.2059,2.501919441,,0.051,0.053,12.2059,2.501919441,,0.024,0.026,11.9756,2.482871246,,0.075,0.077,17.7331,2.87543295,,0.031,0.033,15.1998,2.72128227,,0.014,0.016,14.7392,2.690510611,,0.062,0.064,14.7392,2.690510611,,0.034,0.036,16.5816,2.808293647,,0.061,0.063,14.5089,2.674762254,,0.03,0.032,14.7392,2.690510611,,0.051,0.053,12.2059,2.501919441,,0.027,0.029,13.3574,2.592070538,
238,-0.002,0.054,0.056,12.8968,2.556979219,,0.025,0.027,12.4362,2.520611574,,0.05,0.052,11.9756,2.482871246,,0.05,0.052,11.9756,2.482871246,,0.024,0.026,11.9756,2.482871246,,0.074,0.076,17.5028,2.862360868,,0.03,0.032,14.7392,2.690510611,,0.013,0.015,13.818,2.62597209,,0.061,0.063,14.5089,2.674762254,,0.034,0.036,16.5816,2.808293647,,0.06,0.062,14.2786,2.658761913,,0.03,0.032,14.7392,2.690510611,,0.051,0.053,12.2059,2.501919441,,0.027,0.029,13.3574,2.592070538,
239,-0.002,0.053,0.055,12.6665,2.538960713,,0.024,0.026,11.9756,2.482871246,,0.05,0.052,11.9756,2.482871246,,0.049,0.051,11.7453,2.463453161,,0.024,0.026,11.9756,2.482871246,,0.072,0.074,17.0422,2.835692621,,0.029,0.031,14.2786,2.658761913,,0.013,0.015,13.818,2.62597209,,0.061,0.063,14.5089,2.674762254,,0.034,0.036,16.5816,2.808293647,,0.059,0.061,14.0483,2.642501392,,0.029,0.031,14.2786,2.658761913,,0.05,0.052,11.9756,2.482871246,,0.026,0.028,12.8968,2.556979219,
240,-0.002,0.052,0.054,12.4362,2.520611574,,0.024,0.026,11.9756,2.482871246,,0.049,0.051,11.7453,2.463453161,,0.049,0.051,11.7453,2.463453161,,0.023,0.025,11.515,2.443650533,,0.071,0.073,16.8119,2.822086969,,0.029,0.031,14.2786,2.658761913,,0.013,0.015,13.818,2.62597209,,0.06,0.062,14.2786,2.658761913,,0.033,0.035,16.121,2.78012277,,0.059,0.061,14.0483,2.642501392,,0.029,0.031,14.2786,2.658761913,,0.05,0.052,11.9756,2.482871246,,0.026,0.028,12.8968,2.556979219,
241,-0.002,0.051,0.053,12.2059,2.501919441,,0.024,0.026,11.9756,2.482871246,,0.049,0.051,11.7453,2.463453161,,0.048,0.05,11.515,2.443650533,,0.023,0.025,11.515,2.443650533,,0.07,0.072,16.5816,2.808293647,,0.028,0.03,13.818,2.62597209,,0.013,0.015,13.818,2.62597209,,0.059,0.061,14.0483,2.642501392,,0.033,0.035,16.121,2.78012277,,0.058,0.06,13.818,2.62597209,,0.029,0.031,14.2786,2.658761913,,0.049,0.051,11.7453,2.463453161,,0.026,0.028,12.8968,2.556979219,
242,-0.002,0.05,0.052,11.9756,2.482871246,,0.023,0.025,11.515,2.443650533,,0.048,0.05,11.515,2.443650533,,0.048,0.05,11.515,2.443650533,,0.023,0.025,11.515,2.443650533,,0.068,0.07,16.121,2.78012277,,0.028,0.03,13.818,2.62597209,,0.012,0.014,12.8968,2.556979219,,0.058,0.06,13.818,2.62597209,,0.032,0.034,15.6604,2.751135233,,0.057,0.059,13.5877,2.609164972,,0.028,0.03,13.818,2.62597209,,0.048,0.05,11.515,2.443650533,,0.026,0.028,12.8968,2.556979219,
243,-0.002,0.05,0.052,11.9756,2.482871246,,0.023,0.025,11.515,2.443650533,,0.048,0.05,11.515,2.443650533,,0.047,0.049,11.2847,2.423447826,,0.022,0.024,11.0544,2.402828539,,0.067,0.069,15.8907,2.765734032,,0.027,0.029,13.3574,2.592070538,,0.012,0.014,12.8968,2.556979219,,0.058,0.06,13.818,2.62597209,,0.032,0.034,15.6604,2.751135233,,0.057,0.059,13.5877,2.609164972,,0.028,0.03,13.818,2.62597209,,0.048,0.05,11.515,2.443650533,,0.025,0.027,12.4362,2.520611574,
244,-0.002,0.049,0.051,11.7453,2.463453161,,0.023,0.025,11.515,2.443650533,,0.047,0.049,11.2847,2.423447826,,0.047,0.049,11.2847,2.423447826,,0.022,0.024,11.0544,2.402828539,,0.067,0.069,15.8907,2.765734032,,0.027,0.029,13.3574,2.592070538,,0.012,0.014,12.8968,2.556979219,,0.057,0.059,13.5877,2.609164972,,0.032,0.034,15.6604,2.751135233,,0.056,0.058,13.3574,2.592070538,,0.027,0.029,13.3574,2.592070538,,0.048,0.05,11.515,2.443650533,,0.025,0.027,12.4362,2.520611574,
245,-0.002,0.048,0.05,11.515,2.443650533,,0.023,0.025,11.515,2.443650533,,0.047,0.049,11.2847,2.423447826,,0.046,0.048,11.0544,2.402828539,,0.022,0.024,11.0544,2.402828539,,0.066,0.068,15.6604,2.751135233,,0.027,0.029,13.3574,2.592070538,,0.012,0.014,12.8968,2.556979219,,0.056,0.058,13.3574,2.592070538,,0.031,0.033,15.1998,2.72128227,,0.056,0.058,13.3574,2.592070538,,0.027,0.029,13.3574,2.592070538,,0.047,0.049,11.2847,2.423447826,,0.025,0.027,12.4362,2.520611574,
246,-0.002,0.048,0.05,11.515,2.443650533,,0.022,0.024,11.0544,2.402828539,,0.047,0.049,11.2847,2.423447826,,0.046,0.048,11.0544,2.402828539,,0.022,0.024,11.0544,2.402828539,,0.065,0.067,15.4301,2.736320147,,0.026,0.028,12.8968,2.556979219,,0.011,0.013,11.9756,2.482871246,,0.056,0.058,13.3574,2.592070538,,0.031,0.033,15.1998,2.72128227,,0.055,0.057,13.1271,2.574678796,,0.027,0.029,13.3574,2.592070538,,0.047,0.049,11.2847,2.423447826,,0.025,0.027,12.4362,2.520611574,
247,-0.002,0.047,0.049,11.2847,2.423447826,,0.022,0.024,11.0544,2.402828539,,0.046,0.048,11.0544,2.402828539,,0.045,0.047,10.8241,2.38177513,,0.022,0.024,11.0544,2.402828539,,0.064,0.066,15.1998,2.72128227,,0.026,0.028,12.8968,2.556979219,,0.011,0.013,11.9756,2.482871246,,0.055,0.057,13.1271,2.574678796,,0.031,0.033,15.1998,2.72128227,,0.055,0.057,13.1271,2.574678796,,0.027,0.029,13.3574,2.592070538,,0.047,0.049,11.2847,2.423447826,,0.025,0.027,12.4362,2.520611574,
248,-0.002,0.047,0.049,11.2847,2.423447826,,0.022,0.024,11.0544,2.402828539,,0.046,0.048,11.0544,2.402828539,,0.045,0.047,10.8241,2.38177513,,0.021,0.023,10.5938,2.360268924,,0.064,0.066,15.1998,2.72128227,,0.026,0.028,12.8968,2.556979219,,0.011,0.013,11.9756,2.482871246,,0.055,0.057,13.1271,2.574678796,,0.031,0.033,15.1998,2.72128227,,0.055,0.057,13.1271,2.574678796,,0.027,0.029,13.3574,2.592070538,,0.046,0.048,11.0544,2.402828539,,0.025,0.027,12.4362,2.520611574,
249,-0.002,0.046,0.048,11.0544,2.402828539,,0.022,0.024,11.0544,2.402828539,,0.046,0.048,11.0544,2.402828539,,0.045,0.047,10.8241,2.38177513,,0.021,0.023,10.5938,2.360268924,,0.063,0.065,14.9695,2.706014798,,0.026,0.028,12.8968,2.556979219,,0.011,0.013,11.9756,2.482871246,,0.055,0.057,13.1271,2.574678796,,0.03,0.032,14.7392,2.690510611,,0.054,0.056,12.8968,2.556979219,,0.027,0.029,13.3574,2.592070538,,0.046,0.048,11.0544,2.402828539,,0.025,0.027,12.4362,2.520611574,
250,-0.002,0.046,0.048,11.0544,2.402828539,,0.022,0.024,11.0544,2.402828539,,0.045,0.047,10.8241,2.38177513,,0.044,0.046,10.5938,2.360268924,,0.021,0.023,10.5938,2.360268924,,0.063,0.065,14.9695,2.706014798,,0.025,0.027,12.4362,2.520611574,,0.011,0.013,11.9756,2.482871246,,0.054,0.056,12.8968,2.556979219,,0.03,0.032,14.7392,2.690510611,,0.054,0.056,12.8968,2.556979219,,0.026,0.028,12.8968,2.556979219,,0.046,0.048,11.0544,2.402828539,,0.025,0.027,12.4362,2.520611574,
251,-0.002,0.046,0.048,11.0544,2.402828539,,0.021,0.023,10.5938,2.360268924,,0.045,0.047,10.8241,2.38177513,,0.044,0.046,10.5938,2.360268924,,0.021,0.023,10.5938,2.360268924,,0.062,0.064,14.7392,2.690510611,,0.025,0.027,12.4362,2.520611574,,0.011,0.013,11.9756,2.482871246,,0.054,0.056,12.8968,2.556979219,,0.03,0.032,14.7392,2.690510611,,0.054,0.056,12.8968,2.556979219,,0.027,0.029,13.3574,2.592070538,,0.046,0.048,11.0544,2.402828539,,0.025,0.027,12.4362,2.520611574,
252,-0.002,0.045,0.047,10.8241,2.38177513,,0.021,0.023,10.5938,2.360268924,,0.045,0.047,10.8241,2.38177513,,0.044,0.046,10.5938,2.360268924,,0.021,0.023,10.5938,2.360268924,,0.062,0.064,14.7392,2.690510611,,0.025,0.027,12.4362,2.520611574,,0.011,0.013,11.9756,2.482871246,,0.054,0.056,12.8968,2.556979219,,0.03,0.032,14.7392,2.690510611,,0.054,0.056,12.8968,2.556979219,,0.026,0.028,12.8968,2.556979219,,0.046,0.048,11.0544,2.402828539,,0.025,0.027,12.4362,2.520611574,
253,-0.002,0.045,0.047,10.8241,2.38177513,,0.021,0.023,10.5938,2.360268924,,0.045,0.047,10.8241,2.38177513,,0.044,0.046,10.5938,2.360268924,,0.021,0.023,10.5938,2.360268924,,0.062,0.064,14.7392,2.690510611,,0.025,0.027,12.4362,2.520611574,,0.011,0.013,11.9756,2.482871246,,0.053,0.055,12.6665,2.538960713,,0.03,0.032,14.7392,2.690510611,,0.054,0.056,12.8968,2.556979219,,0.026,0.028,12.8968,2.556979219,,0.046,0.048,11.0544,2.402828539,,0.025,0.027,12.4362,2.520611574,
254,-0.002,0.045,0.047,10.8241,2.38177513,,0.021,0.023,10.5938,2.360268924,,0.044,0.046,10.5938,2.360268924,,0.043,0.045,10.3635,2.338290018,,0.021,0.023,10.5938,2.360268924,,0.061,0.063,14.5089,2.674762254,,0.025,0.027,12.4362,2.520611574,,0.011,0.013,11.9756,2.482871246,,0.053,0.055,12.6665,2.538960713,,0.029,0.031,14.2786,2.658761913,,0.053,0.055,12.6665,2.538960713,,0.026,0.028,12.8968,2.556979219,,0.046,0.048,11.0544,2.402828539,,0.024,0.026,11.9756,2.482871246,
255,-0.002,0.044,0.046,10.5938,2.360268924,,0.021,0.023,10.5938,2.360268924,,0.044,0.046,10.5938,2.360268924,,0.043,0.045,10.3635,2.338290018,,0.021,0.023,10.5938,2.360268924,,0.061,0.063,14.5089,2.674762254,,0.025,0.027,12.4362,2.520611574,,0.011,0.013,11.9756,2.482871246,,0.052,0.054,12.4362,2.520611574,,0.029,0.031,14.2786,2.658761913,,0.053,0.055,12.6665,2.538960713,,0.026,0.028,12.8968,2.556979219,,0.046,0.048,11.0544,2.402828539,,0.024,0.026,11.9756,2.482871246,
256,-0.002,0.044,0.046,10.5938,2.360268924,,0.021,0.023,10.5938,2.360268924,,0.044,0.046,10.5938,2.360268924,,0.043,0.045,10.3635,2.338290018,,0.02,0.022,10.1332,2.315817162,,0.06,0.062,14.2786,2.658761913,,0.025,0.027,12.4362,2.520611574,,0.011,0.013,11.9756,2.482871246,,0.052,0.054,12.4362,2.520611574,,0.029,0.031,14.2786,2.658761913,,0.053,0.055,12.6665,2.538960713,,0.026,0.028,12.8968,2.556979219,,0.046,0.048,11.0544,2.402828539,,0.024,0.026,11.9756,2.482871246,
257,-0.002,0.044,0.046,10.5938,2.360268924,,0.021,0.023,10.5938,2.360268924,,0.044,0.046,10.5938,2.360268924,,0.042,0.044,10.1332,2.315817162,,0.02,0.022,10.1332,2.315817162,,0.06,0.062,14.2786,2.658761913,,0.024,0.026,11.9756,2.482871246,,0.011,0.013,11.9756,2.482871246,,0.052,0.054,12.4362,2.520611574,,0.029,0.031,14.2786,2.658761913,,0.053,0.055,12.6665,2.538960713,,0.026,0.028,12.8968,2.556979219,,0.045,0.047,10.8241,2.38177513,,0.024,0.026,11.9756,2.482871246,
258,-0.002,0.043,0.045,10.3635,2.338290018,,0.02,0.022,10.1332,2.315817162,,0.043,0.045,10.3635,2.338290018,,0.042,0.044,10.1332,2.315817162,,0.02,0.022,10.1332,2.315817162,,0.06,0.062,14.2786,2.658761913,,0.024,0.026,11.9756,2.482871246,,0.011,0.013,11.9756,2.482871246,,0.051,0.053,12.2059,2.501919441,,0.028,0.03,13.818,2.62597209,,0.053,0.055,12.6665,2.538960713,,0.026,0.028,12.8968,2.556979219,,0.045,0.047,10.8241,2.38177513,,0.024,0.026,11.9756,2.482871246,
259,-0.002,0.043,0.045,10.3635,2.338290018,,0.02,0.022,10.1332,2.315817162,,0.043,0.045,10.3635,2.338290018,,0.042,0.044,10.1332,2.315817162,,0.02,0.022,10.1332,2.315817162,,0.059,0.061,14.0483,2.642501392,,0.024,0.026,11.9756,2.482871246,,0.011,0.013,11.9756,2.482871246,,0.051,0.053,12.2059,2.501919441,,0.028,0.03,13.818,2.62597209,,0.052,0.054,12.4362,2.520611574,,0.026,0.028,12.8968,2.556979219,,0.045,0.047,10.8241,2.38177513,,0.024,0.026,11.9756,2.482871246,
260,-0.002,0.043,0.045,10.3635,2.338290018,,0.02,0.022,10.1332,2.315817162,,0.043,0.045,10.3635,2.338290018,,0.042,0.044,10.1332,2.315817162,,0.02,0.022,10.1332,2.315817162,,0.059,0.061,14.0483,2.642501392,,0.024,0.026,11.9756,2.482871246,,0.011,0.013,11.9756,2.482871246,,0.05,0.052,11.9756,2.482871246,,0.028,0.03,13.818,2.62597209,,0.052,0.054,12.4362,2.520611574,,0.026,0.028,12.8968,2.556979219,,0.045,0.047,10.8241,2.38177513,,0.024,0.026,11.9756,2.482871246,
261,-0.001,0.042,0.043,9.9029,2.292827644,,0.02,0.021,9.6726,2.269297146,,0.043,0.044,10.1332,2.315817162,,0.041,0.042,9.6726,2.269297146,,0.02,0.021,9.6726,2.269297146,,0.059,0.06,13.818,2.62597209,,0.024,0.025,11.515,2.443650533,,0.011,0.012,11.0544,2.402828539,,0.05,0.051,11.7453,2.463453161,,0.028,0.029,13.3574,2.592070538,,0.052,0.053,12.2059,2.501919441,,0.026,0.027,12.4362,2.520611574,,0.045,0.046,10.5938,2.360268924,,0.024,0.025,11.515,2.443650533,
262,-0.001,0.042,0.043,9.9029,2.292827644,,0.02,0.021,9.6726,2.269297146,,0.042,0.043,9.9029,2.292827644,,0.041,0.042,9.6726,2.269297146,,0.02,0.021,9.6726,2.269297146,,0.059,0.06,13.818,2.62597209,,0.024,0.025,11.515,2.443650533,,0.011,0.012,11.0544,2.402828539,,0.05,0.051,11.7453,2.463453161,,0.028,0.029,13.3574,2.592070538,,0.052,0.053,12.2059,2.501919441,,0.026,0.027,12.4362,2.520611574,,0.045,0.046,10.5938,2.360268924,,0.024,0.025,11.515,2.443650533,
263,-0.001,0.042,0.043,9.9029,2.292827644,,0.02,0.021,9.6726,2.269297146,,0.042,0.043,9.9029,2.292827644,,0.041,0.042,9.6726,2.269297146,,0.02,0.021,9.6726,2.269297146,,0.058,0.059,13.5877,2.609164972,,0.024,0.025,11.515,2.443650533,,0.011,0.012,11.0544,2.402828539,,0.049,0.05,11.515,2.443650533,,0.028,0.029,13.3574,2.592070538,,0.052,0.053,12.2059,2.501919441,,0.026,0.027,12.4362,2.520611574,,0.045,0.046,10.5938,2.360268924,,0.024,0.025,11.515,2.443650533,
264,-0.001,0.041,0.042,9.6726,2.269297146,,0.02,0.021,9.6726,2.269297146,,0.041,0.042,9.6726,2.269297146,,0.04,0.041,9.4423,2.245199595,,0.019,0.02,9.212,2.220506982,,0.058,0.059,13.5877,2.609164972,,0.024,0.025,11.515,2.443650533,,0.011,0.012,11.0544,2.402828539,,0.049,0.05,11.515,2.443650533,,0.027,0.028,12.8968,2.556979219,,0.052,0.053,12.2059,2.501919441,,0.025,0.026,11.9756,2.482871246,,0.045,0.046,10.5938,2.360268924,,0.024,0.025,11.515,2.443650533,
265,-0.001,0.041,0.042,9.6726,2.269297146,,0.02,0.021,9.6726,2.269297146,,0.041,0.042,9.6726,2.269297146,,0.04,0.041,9.4423,2.245199595,,0.019,0.02,9.212,2.220506982,,0.058,0.059,13.5877,2.609164972,,0.024,0.025,11.515,2.443650533,,0.011,0.012,11.0544,2.402828539,,0.049,0.05,11.515,2.443650533,,0.027,0.028,12.8968,2.556979219,,0.052,0.053,12.2059,2.501919441,,0.025,0.026,11.9756,2.482871246,,0.045,0.046,10.5938,2.360268924,,0.024,0.025,11.515,2.443650533,
266,-0.001,0.041,0.042,9.6726,2.269297146,,0.019,0.02,9.212,2.220506982,,0.041,0.042,9.6726,2.269297146,,0.04,0.041,9.4423,2.245199595,,0.019,0.02,9.212,2.220506982,,0.057,0.058,13.3574,2.592070538,,0.024,0.025,11.515,2.443650533,,0.011,0.012,11.0544,2.402828539,,0.048,0.049,11.2847,2.423447826,,0.027,0.028,12.8968,2.556979219,,0.052,0.053,12.2059,2.501919441,,0.025,0.026,11.9756,2.482871246,,0.045,0.046,10.5938,2.360268924,,0.024,0.025,11.515,2.443650533,
267,-0.001,0.041,0.042,9.6726,2.269297146,,0.019,0.02,9.212,2.220506982,,0.041,0.042,9.6726,2.269297146,,0.04,0.041,9.4423,2.245199595,,0.019,0.02,9.212,2.220506982,,0.057,0.058,13.3574,2.592070538,,0.023,0.024,11.0544,2.402828539,,0.011,0.012,11.0544,2.402828539,,0.048,0.049,11.2847,2.423447826,,0.027,0.028,12.8968,2.556979219,,0.051,0.052,11.9756,2.482871246,,0.025,0.026,11.9756,2.482871246,,0.045,0.046,10.5938,2.360268924,,0.024,0.025,11.515,2.443650533,
268,-0.001,0.04,0.041,9.4423,2.245199595,,0.019,0.02,9.212,2.220506982,,0.04,0.041,9.4423,2.245199595,,0.039,0.04,9.212,2.220506982,,0.019,0.02,9.212,2.220506982,,0.057,0.058,13.3574,2.592070538,,0.023,0.024,11.0544,2.402828539,,0.011,0.012,11.0544,2.402828539,,0.047,0.048,11.0544,2.402828539,,0.026,0.027,12.4362,2.520611574,,0.051,0.052,11.9756,2.482871246,,0.025,0.026,11.9756,2.482871246,,0.044,0.045,10.3635,2.338290018,,0.024,0.025,11.515,2.443650533,
269,-0.001,0.04,0.041,9.4423,2.245199595,,0.019,0.02,9.212,2.220506982,,0.04,0.041,9.4423,2.245199595,,0.039,0.04,9.212,2.220506982,,0.019,0.02,9.212,2.220506982,,0.056,0.057,13.1271,2.574678796,,0.023,0.024,11.0544,2.402828539,,0.011,0.012,11.0544,2.402828539,,0.047,0.048,11.0544,2.402828539,,0.026,0.027,12.4362,2.520611574,,0.051,0.052,11.9756,2.482871246,,0.025,0.026,11.9756,2.482871246,,0.044,0.045,10.3635,2.338290018,,0.024,0.025,11.515,2.443650533,
270,-0.001,0.04,0.041,9.4423,2.245199595,,0.019,0.02,9.212,2.220506982,,0.04,0.041,9.4423,2.245199595,,0.039,0.04,9.212,2.220506982,,0.018,0.019,8.7514,2.169213688,,0.056,0.057,13.1271,2.574678796,,0.023,0.024,11.0544,2.402828539,,0.011,0.012,11.0544,2.402828539,,0.046,0.047,10.8241,2.38177513,,0.026,0.027,12.4362,2.520611574,,0.051,0.052,11.9756,2.482871246,,0.025,0.026,11.9756,2.482871246,,0.044,0.045,10.3635,2.338290018,,0.024,0.025,11.515,2.443650533,
271,-0.001,0.039,0.04,9.212,2.220506982,,0.019,0.02,9.212,2.220506982,,0.039,0.04,9.212,2.220506982,,0.038,0.039,8.9817,2.195189174,,0.018,0.019,8.7514,2.169213688,,0.056,0.057,13.1271,2.574678796,,0.023,0.024,11.0544,2.402828539,,0.01,0.011,10.1332,2.315817162,,0.046,0.047,10.8241,2.38177513,,0.026,0.027,12.4362,2.520611574,,0.05,0.051,11.7453,2.463453161,,0.025,0.026,11.9756,2.482871246,,0.044,0.045,10.3635,2.338290018,,0.023,0.024,11.0544,2.402828539,
272,-0.001,0.039,0.04,9.212,2.220506982,,0.019,0.02,9.212,2.220506982,,0.039,0.04,9.212,2.220506982,,0.038,0.039,8.9817,2.195189174,,0.018,0.019,8.7514,2.169213688,,0.055,0.056,12.8968,2.556979219,,0.023,0.024,11.0544,2.402828539,,0.011,0.012,11.0544,2.402828539,,0.045,0.046,10.5938,2.360268924,,0.025,0.026,11.9756,2.482871246,,0.05,0.051,11.7453,2.463453161,,0.024,0.025,11.515,2.443650533,,0.044,0.045,10.3635,2.338290018,,0.023,0.024,11.0544,2.402828539,
273,-0.001,0.039,0.04,9.212,2.220506982,,0.019,0.02,9.212,2.220506982,,0.039,0.04,9.212,2.220506982,,0.038,0.039,8.9817,2.195189174,,0.018,0.019,8.7514,2.169213688,,0.055,0.056,12.8968,2.556979219,,0.022,0.023,10.5938,2.360268924,,0.01,0.011,10.1332,2.315817162,,0.045,0.046,10.5938,2.360268924,,0.025,0.026,11.9756,2.482871246,,0.05,0.051,11.7453,2.463453161,,0.024,0.025,11.515,2.443650533,,0.044,0.045,10.3635,2.338290018,,0.023,0.024,11.0544,2.402828539,
274,-0.001,0.039,0.04,9.212,2.220506982,,0.019,0.02,9.212,2.220506982,,0.039,0.04,9.212,2.220506982,,0.038,0.039,8.9817,2.195189174,,0.018,0.019,8.7514,2.169213688,,0.055,0.056,12.8968,2.556979219,,0.022,0.023,10.5938,2.360268924,,0.01,0.011,10.1332,2.315817162,,0.044,0.045,10.3635,2.338290018,,0.025,0.026,11.9756,2.482871246,,0.05,0.051,11.7453,2.463453161,,0.024,0.025,11.515,2.443650533,,0.043,0.044,10.1332,2.315817162,,0.023,0.024,11.0544,2.402828539,
275,-0.001,0.038,0.039,8.9817,2.195189174,,0.018,0.019,8.7514,2.169213688,,0.038,0.039,8.9817,2.195189174,,0.037,0.038,8.7514,2.169213688,,0.017,0.018,8.2908,2.115146466,,0.054,0.055,12.6665,2.538960713,,0.022,0.023,10.5938,2.360268924,,0.01,0.011,10.1332,2.315817162,,0.044,0.045,10.3635,2.338290018,,0.024,0.025,11.515,2.443650533,,0.049,0.05,11.515,2.443650533,,0.024,0.025,11.515,2.443650533,,0.043,0.044,10.1332,2.315817162,,0.023,0.024,11.0544,2.402828539,
276,-0.001,0.038,0.039,8.9817,2.195189174,,0.018,0.019,8.7514,2.169213688,,0.038,0.039,8.9817,2.195189174,,0.036,0.037,8.5211,2.14254544,,0.017,0.018,8.2908,2.115146466,,0.053,0.054,12.4362,2.520611574,,0.022,0.023,10.5938,2.360268924,,0.01,0.011,10.1332,2.315817162,,0.043,0.044,10.1332,2.315817162,,0.024,0.025,11.515,2.443650533,,0.048,0.049,11.2847,2.423447826,,0.024,0.025,11.515,2.443650533,,0.042,0.043,9.9029,2.292827644,,0.023,0.024,11.0544,2.402828539,
