,Blank,F13Jun19_0.1mR2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_0.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_0.1mR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F22Aug19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_5mR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F28Aug19_0.1R2,A(CDOM),a(CDOM),ln(a),Sr,F28Aug19_0.1R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F28Aug19_5mR2,A(CDOM),a(CDOM),ln(a),Sr,F28Aug19_5mR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F11Sep19_9mR2,A(CDOM),a(CDOM),ln(a),Sr
419,-0.002,0.011,0.013,2.9939,1.096576885,,0.011,0.013,2.9939,1.096576885,,0.01,0.012,5.5272,1.709681358,,0.048,0.05,11.515,2.443650533,,0.014,0.016,7.3696,1.997363431,,0.016,0.018,4.1454,1.421999286,,0.008,0.01,4.606,1.527359801,,0.026,0.028,6.4484,1.863832038,,0.011,0.013,5.9878,1.789724066,,0.008,0.01,2.303,0.834212621,
420,-0.002,0.011,0.013,2.9939,1.096576885,,0.011,0.013,2.9939,1.096576885,,0.01,0.012,5.5272,1.709681358,,0.048,0.05,11.515,2.443650533,,0.014,0.016,7.3696,1.997363431,,0.016,0.018,4.1454,1.421999286,,0.008,0.01,4.606,1.527359801,,0.026,0.028,6.4484,1.863832038,,0.011,0.013,5.9878,1.789724066,,0.008,0.01,2.303,0.834212621,
421,-0.002,0.011,0.013,2.9939,1.096576885,,0.011,0.013,2.9939,1.096576885,,0.01,0.012,5.5272,1.709681358,,0.048,0.05,11.515,2.443650533,,0.014,0.016,7.3696,1.997363431,,0.016,0.018,4.1454,1.421999286,,0.008,0.01,4.606,1.527359801,,0.026,0.028,6.4484,1.863832038,,0.011,0.013,5.9878,1.789724066,,0.008,0.01,2.303,0.834212621,
422,-0.002,0.011,0.013,2.9939,1.096576885,,0.011,0.013,2.9939,1.096576885,,0.01,0.012,5.5272,1.709681358,,0.047,0.049,11.2847,2.423447826,,0.014,0.016,7.3696,1.997363431,,0.016,0.018,4.1454,1.421999286,,0.008,0.01,4.606,1.527359801,,0.026,0.028,6.4484,1.863832038,,0.011,0.013,5.9878,1.789724066,,0.008,0.01,2.303,0.834212621,
423,-0.002,0.011,0.013,2.9939,1.096576885,,0.011,0.013,2.9939,1.096576885,,0.009,0.011,5.0666,1.622669981,,0.047,0.049,11.2847,2.423447826,,0.014,0.016,7.3696,1.997363431,,0.016,0.018,4.1454,1.421999286,,0.008,0.01,4.606,1.527359801,,0.026,0.028,6.4484,1.863832038,,0.011,0.013,5.9878,1.789724066,,0.008,0.01,2.303,0.834212621,
424,-0.002,0.011,0.013,2.9939,1.096576885,,0.011,0.013,2.9939,1.096576885,,0.009,0.011,5.0666,1.622669981,,0.047,0.049,11.2847,2.423447826,,0.014,0.016,7.3696,1.997363431,,0.016,0.018,4.1454,1.421999286,,0.008,0.01,4.606,1.527359801,,0.026,0.028,6.4484,1.863832038,,0.011,0.013,5.9878,1.789724066,,0.008,0.01,2.303,0.834212621,
425,-0.002,0.011,0.013,2.9939,1.096576885,,0.01,0.012,2.7636,1.016534178,,0.009,0.011,5.0666,1.622669981,,0.047,0.049,11.2847,2.423447826,,0.014,0.016,7.3696,1.997363431,,0.016,0.018,4.1454,1.421999286,,0.008,0.01,4.606,1.527359801,,0.026,0.028,6.4484,1.863832038,,0.011,0.013,5.9878,1.789724066,,0.008,0.01,2.303,0.834212621,
426,-0.002,0.011,0.013,2.9939,1.096576885,,0.01,0.012,2.7636,1.016534178,,0.009,0.011,5.0666,1.622669981,,0.047,0.049,11.2847,2.423447826,,0.013,0.015,6.909,1.93282491,,0.015,0.017,3.9151,1.364840872,,0.007,0.009,4.1454,1.421999286,,0.026,0.028,6.4484,1.863832038,,0.011,0.013,5.9878,1.789724066,,0.008,0.01,2.303,0.834212621,
427,-0.002,0.011,0.013,2.9939,1.096576885,,0.01,0.012,2.7636,1.016534178,,0.009,0.011,5.0666,1.622669981,,0.047,0.049,11.2847,2.423447826,,0.013,0.015,6.909,1.93282491,,0.015,0.017,3.9151,1.364840872,,0.007,0.009,4.1454,1.421999286,,0.026,0.028,6.4484,1.863832038,,0.011,0.013,5.9878,1.789724066,,0.008,0.01,2.303,0.834212621,
428,-0.002,0.011,0.013,2.9939,1.096576885,,0.01,0.012,2.7636,1.016534178,,0.009,0.011,5.0666,1.622669981,,0.046,0.048,11.0544,2.402828539,,0.013,0.015,6.909,1.93282491,,0.015,0.017,3.9151,1.364840872,,0.007,0.009,4.1454,1.421999286,,0.025,0.027,6.2181,1.827464394,,0.011,0.013,5.9878,1.789724066,,0.008,0.01,2.303,0.834212621,
429,-0.002,0.011,0.013,2.9939,1.096576885,,0.01,0.012,2.7636,1.016534178,,0.009,0.011,5.0666,1.622669981,,0.046,0.048,11.0544,2.402828539,,0.013,0.015,6.909,1.93282491,,0.015,0.017,3.9151,1.364840872,,0.007,0.009,4.1454,1.421999286,,0.025,0.027,6.2181,1.827464394,,0.011,0.013,5.9878,1.789724066,,0.007,0.009,2.0727,0.728852105,
430,-0.002,0.011,0.013,2.9939,1.096576885,,0.01,0.012,2.7636,1.016534178,,0.009,0.011,5.0666,1.622669981,,0.046,0.048,11.0544,2.402828539,,0.013,0.015,6.909,1.93282491,,0.015,0.017,3.9151,1.364840872,,0.007,0.009,4.1454,1.421999286,,0.025,0.027,6.2181,1.827464394,,0.011,0.013,5.9878,1.789724066,,0.007,0.009,2.0727,0.728852105,
431,-0.002,0.011,0.013,2.9939,1.096576885,,0.01,0.012,2.7636,1.016534178,,0.009,0.011,5.0666,1.622669981,,0.046,0.048,11.0544,2.402828539,,0.013,0.015,6.909,1.93282491,,0.015,0.017,3.9151,1.364840872,,0.007,0.009,4.1454,1.421999286,,0.025,0.027,6.2181,1.827464394,,0.01,0.012,5.5272,1.709681358,,0.007,0.009,2.0727,0.728852105,
432,-0.002,0.011,0.013,2.9939,1.096576885,,0.009,0.011,2.5333,0.929522801,,0.009,0.011,5.0666,1.622669981,,0.045,0.047,10.8241,2.38177513,,0.013,0.015,6.909,1.93282491,,0.015,0.017,3.9151,1.364840872,,0.007,0.009,4.1454,1.421999286,,0.025,0.027,6.2181,1.827464394,,0.01,0.012,5.5272,1.709681358,,0.007,0.009,2.0727,0.728852105,
433,-0.002,0.01,0.012,2.7636,1.016534178,,0.009,0.011,2.5333,0.929522801,,0.009,0.011,5.0666,1.622669981,,0.045,0.047,10.8241,2.38177513,,0.013,0.015,6.909,1.93282491,,0.014,0.016,3.6848,1.30421625,,0.007,0.009,4.1454,1.421999286,,0.025,0.027,6.2181,1.827464394,,0.01,0.012,5.5272,1.709681358,,0.007,0.009,2.0727,0.728852105,
434,-0.002,0.01,0.012,2.7636,1.016534178,,0.009,0.011,2.5333,0.929522801,,0.009,0.011,5.0666,1.622669981,,0.045,0.047,10.8241,2.38177513,,0.013,0.015,6.909,1.93282491,,0.014,0.016,3.6848,1.30421625,,0.007,0.009,4.1454,1.421999286,,0.025,0.027,6.2181,1.827464394,,0.01,0.012,5.5272,1.709681358,,0.007,0.009,2.0727,0.728852105,
435,-0.002,0.01,0.012,2.7636,1.016534178,,0.009,0.011,2.5333,0.929522801,,0.008,0.01,4.606,1.527359801,,0.045,0.047,10.8241,2.38177513,,0.013,0.015,6.909,1.93282491,,0.014,0.016,3.6848,1.30421625,,0.007,0.009,4.1454,1.421999286,,0.024,0.026,5.9878,1.789724066,,0.01,0.012,5.5272,1.709681358,,0.007,0.009,2.0727,0.728852105,
436,-0.002,0.01,0.012,2.7636,1.016534178,,0.009,0.011,2.5333,0.929522801,,0.009,0.011,5.0666,1.622669981,,0.045,0.047,10.8241,2.38177513,,0.013,0.015,6.909,1.93282491,,0.014,0.016,3.6848,1.30421625,,0.007,0.009,4.1454,1.421999286,,0.024,0.026,5.9878,1.789724066,,0.01,0.012,5.5272,1.709681358,,0.007,0.009,2.0727,0.728852105,
437,-0.002,0.01,0.012,2.7636,1.016534178,,0.009,0.011,2.5333,0.929522801,,0.009,0.011,5.0666,1.622669981,,0.044,0.046,10.5938,2.360268924,,0.013,0.015,6.909,1.93282491,,0.014,0.016,3.6848,1.30421625,,0.007,0.009,4.1454,1.421999286,,0.024,0.026,5.9878,1.789724066,,0.01,0.012,5.5272,1.709681358,,0.007,0.009,2.0727,0.728852105,
438,-0.002,0.01,0.012,2.7636,1.016534178,,0.009,0.011,2.5333,0.929522801,,0.008,0.01,4.606,1.527359801,,0.044,0.046,10.5938,2.360268924,,0.012,0.014,6.4484,1.863832038,,0.014,0.016,3.6848,1.30421625,,0.007,0.009,4.1454,1.421999286,,0.024,0.026,5.9878,1.789724066,,0.01,0.012,5.5272,1.709681358,,0.007,0.009,2.0727,0.728852105,
439,-0.002,0.01,0.012,2.7636,1.016534178,,0.008,0.01,2.303,0.834212621,,0.008,0.01,4.606,1.527359801,,0.044,0.046,10.5938,2.360268924,,0.012,0.014,6.4484,1.863832038,,0.013,0.015,3.4545,1.239677729,,0.006,0.008,3.6848,1.30421625,,0.024,0.026,5.9878,1.789724066,,0.01,0.012,5.5272,1.709681358,,0.007,0.009,2.0727,0.728852105,
440,-0.002,0.01,0.012,2.7636,1.016534178,,0.008,0.01,2.303,0.834212621,,0.008,0.01,4.606,1.527359801,,0.043,0.045,10.3635,2.338290018,,0.012,0.014,6.4484,1.863832038,,0.013,0.015,3.4545,1.239677729,,0.006,0.008,3.6848,1.30421625,,0.024,0.026,5.9878,1.789724066,,0.01,0.012,5.5272,1.709681358,,0.007,0.009,2.0727,0.728852105,
441,-0.002,0.01,0.012,2.7636,1.016534178,,0.008,0.01,2.303,0.834212621,,0.008,0.01,4.606,1.527359801,,0.043,0.045,10.3635,2.338290018,,0.012,0.014,6.4484,1.863832038,,0.013,0.015,3.4545,1.239677729,,0.006,0.008,3.6848,1.30421625,,0.024,0.026,5.9878,1.789724066,,0.01,0.012,5.5272,1.709681358,,0.007,0.009,2.0727,0.728852105,
442,-0.002,0.01,0.012,2.7636,1.016534178,,0.008,0.01,2.303,0.834212621,,0.008,0.01,4.606,1.527359801,,0.043,0.045,10.3635,2.338290018,,0.012,0.014,6.4484,1.863832038,,0.013,0.015,3.4545,1.239677729,,0.006,0.008,3.6848,1.30421625,,0.024,0.026,5.9878,1.789724066,,0.01,0.012,5.5272,1.709681358,,0.007,0.009,2.0727,0.728852105,
443,-0.002,0.01,0.012,2.7636,1.016534178,,0.008,0.01,2.303,0.834212621,,0.008,0.01,4.606,1.527359801,,0.043,0.045,10.3635,2.338290018,,0.012,0.014,6.4484,1.863832038,,0.013,0.015,3.4545,1.239677729,,0.006,0.008,3.6848,1.30421625,,0.023,0.025,5.7575,1.750503353,,0.01,0.012,5.5272,1.709681358,,0.007,0.009,2.0727,0.728852105,
444,-0.002,0.01,0.012,2.7636,1.016534178,,0.008,0.01,2.303,0.834212621,,0.008,0.01,4.606,1.527359801,,0.043,0.045,10.3635,2.338290018,,0.012,0.014,6.4484,1.863832038,,0.013,0.015,3.4545,1.239677729,,0.006,0.008,3.6848,1.30421625,,0.023,0.025,5.7575,1.750503353,,0.01,0.012,5.5272,1.709681358,,0.007,0.009,2.0727,0.728852105,
445,-0.002,0.01,0.012,2.7636,1.016534178,,0.008,0.01,2.303,0.834212621,,0.008,0.01,4.606,1.527359801,,0.042,0.044,10.1332,2.315817162,,0.012,0.014,6.4484,1.863832038,,0.013,0.015,3.4545,1.239677729,,0.006,0.008,3.6848,1.30421625,,0.023,0.025,5.7575,1.750503353,,0.01,0.012,5.5272,1.709681358,,0.007,0.009,2.0727,0.728852105,
446,-0.002,0.01,0.012,2.7636,1.016534178,,0.008,0.01,2.303,0.834212621,,0.008,0.01,4.606,1.527359801,,0.042,0.044,10.1332,2.315817162,,0.012,0.014,6.4484,1.863832038,,0.013,0.015,3.4545,1.239677729,,0.006,0.008,3.6848,1.30421625,,0.023,0.025,5.7575,1.750503353,,0.01,0.012,5.5272,1.709681358,,0.007,0.009,2.0727,0.728852105,
447,-0.002,0.01,0.012,2.7636,1.016534178,,0.008,0.01,2.303,0.834212621,,0.008,0.01,4.606,1.527359801,,0.042,0.044,10.1332,2.315817162,,0.012,0.014,6.4484,1.863832038,,0.013,0.015,3.4545,1.239677729,,0.006,0.008,3.6848,1.30421625,,0.023,0.025,5.7575,1.750503353,,0.01,0.012,5.5272,1.709681358,,0.007,0.009,2.0727,0.728852105,
448,-0.002,0.01,0.012,2.7636,1.016534178,,0.008,0.01,2.303,0.834212621,,0.008,0.01,4.606,1.527359801,,0.042,0.044,10.1332,2.315817162,,0.012,0.014,6.4484,1.863832038,,0.012,0.014,3.2242,1.170684857,,0.006,0.008,3.6848,1.30421625,,0.023,0.025,5.7575,1.750503353,,0.01,0.012,5.5272,1.709681358,,0.007,0.009,2.0727,0.728852105,
449,-0.002,0.01,0.012,2.7636,1.016534178,,0.008,0.01,2.303,0.834212621,,0.008,0.01,4.606,1.527359801,,0.041,0.043,9.9029,2.292827644,,0.012,0.014,6.4484,1.863832038,,0.012,0.014,3.2242,1.170684857,,0.006,0.008,3.6848,1.30421625,,0.023,0.025,5.7575,1.750503353,,0.009,0.011,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,
450,-0.002,0.01,0.012,2.7636,1.016534178,,0.007,0.009,2.0727,0.728852105,,0.008,0.01,4.606,1.527359801,,0.041,0.043,9.9029,2.292827644,,0.012,0.014,6.4484,1.863832038,,0.012,0.014,3.2242,1.170684857,,0.006,0.008,3.6848,1.30421625,,0.023,0.025,5.7575,1.750503353,,0.01,0.012,5.5272,1.709681358,,0.007,0.009,2.0727,0.728852105,
451,-0.002,0.009,0.011,2.5333,0.929522801,,0.007,0.009,2.0727,0.728852105,,0.008,0.01,4.606,1.527359801,,0.041,0.043,9.9029,2.292827644,,0.011,0.013,5.9878,1.789724066,,0.012,0.014,3.2242,1.170684857,,0.006,0.008,3.6848,1.30421625,,0.023,0.025,5.7575,1.750503353,,0.009,0.011,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,
452,-0.002,0.009,0.011,2.5333,0.929522801,,0.007,0.009,2.0727,0.728852105,,0.008,0.01,4.606,1.527359801,,0.041,0.043,9.9029,2.292827644,,0.011,0.013,5.9878,1.789724066,,0.012,0.014,3.2242,1.170684857,,0.006,0.008,3.6848,1.30421625,,0.023,0.025,5.7575,1.750503353,,0.009,0.011,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,
453,-0.002,0.009,0.011,2.5333,0.929522801,,0.007,0.009,2.0727,0.728852105,,0.008,0.01,4.606,1.527359801,,0.041,0.043,9.9029,2.292827644,,0.011,0.013,5.9878,1.789724066,,0.012,0.014,3.2242,1.170684857,,0.006,0.008,3.6848,1.30421625,,0.022,0.024,5.5272,1.709681358,,0.009,0.011,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,
454,-0.002,0.01,0.012,2.7636,1.016534178,,0.007,0.009,2.0727,0.728852105,,0.008,0.01,4.606,1.527359801,,0.04,0.042,9.6726,2.269297146,,0.012,0.014,6.4484,1.863832038,,0.012,0.014,3.2242,1.170684857,,0.006,0.008,3.6848,1.30421625,,0.022,0.024,5.5272,1.709681358,,0.009,0.011,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,
455,-0.002,0.009,0.011,2.5333,0.929522801,,0.007,0.009,2.0727,0.728852105,,0.007,0.009,4.1454,1.421999286,,0.04,0.042,9.6726,2.269297146,,0.011,0.013,5.9878,1.789724066,,0.012,0.014,3.2242,1.170684857,,0.006,0.008,3.6848,1.30421625,,0.022,0.024,5.5272,1.709681358,,0.009,0.011,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,
456,-0.002,0.009,0.011,2.5333,0.929522801,,0.007,0.009,2.0727,0.728852105,,0.007,0.009,4.1454,1.421999286,,0.04,0.042,9.6726,2.269297146,,0.011,0.013,5.9878,1.789724066,,0.012,0.014,3.2242,1.170684857,,0.006,0.008,3.6848,1.30421625,,0.022,0.024,5.5272,1.709681358,,0.009,0.011,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,
457,-0.002,0.009,0.011,2.5333,0.929522801,,0.007,0.009,2.0727,0.728852105,,0.007,0.009,4.1454,1.421999286,,0.04,0.042,9.6726,2.269297146,,0.011,0.013,5.9878,1.789724066,,0.012,0.014,3.2242,1.170684857,,0.006,0.008,3.6848,1.30421625,,0.022,0.024,5.5272,1.709681358,,0.009,0.011,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,
458,-0.002,0.009,0.011,2.5333,0.929522801,,0.007,0.009,2.0727,0.728852105,,0.007,0.009,4.1454,1.421999286,,0.039,0.041,9.4423,2.245199595,,0.011,0.013,5.9878,1.789724066,,0.011,0.013,2.9939,1.096576885,,0.006,0.008,3.6848,1.30421625,,0.022,0.024,5.5272,1.709681358,,0.009,0.011,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,
459,-0.002,0.009,0.011,2.5333,0.929522801,,0.007,0.009,2.0727,0.728852105,,0.007,0.009,4.1454,1.421999286,,0.039,0.041,9.4423,2.245199595,,0.011,0.013,5.9878,1.789724066,,0.011,0.013,2.9939,1.096576885,,0.006,0.008,3.6848,1.30421625,,0.022,0.024,5.5272,1.709681358,,0.009,0.011,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,
460,-0.002,0.009,0.011,2.5333,0.929522801,,0.007,0.009,2.0727,0.728852105,,0.007,0.009,4.1454,1.421999286,,0.039,0.041,9.4423,2.245199595,,0.011,0.013,5.9878,1.789724066,,0.011,0.013,2.9939,1.096576885,,0.005,0.007,3.2242,1.170684857,,0.022,0.024,5.5272,1.709681358,,0.009,0.011,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,
461,-0.002,0.009,0.011,2.5333,0.929522801,,0.007,0.009,2.0727,0.728852105,,0.007,0.009,4.1454,1.421999286,,0.038,0.04,9.212,2.220506982,,0.011,0.013,5.9878,1.789724066,,0.011,0.013,2.9939,1.096576885,,0.005,0.007,3.2242,1.170684857,,0.022,0.024,5.5272,1.709681358,,0.009,0.011,5.0666,1.622669981,,0.006,0.008,1.8424,0.61106907,
462,-0.002,0.009,0.011,2.5333,0.929522801,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,4.1454,1.421999286,,0.038,0.04,9.212,2.220506982,,0.011,0.013,5.9878,1.789724066,,0.011,0.013,2.9939,1.096576885,,0.005,0.007,3.2242,1.170684857,,0.022,0.024,5.5272,1.709681358,,0.009,0.011,5.0666,1.622669981,,0.006,0.008,1.8424,0.61106907,
463,-0.002,0.009,0.011,2.5333,0.929522801,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,4.1454,1.421999286,,0.038,0.04,9.212,2.220506982,,0.011,0.013,5.9878,1.789724066,,0.011,0.013,2.9939,1.096576885,,0.005,0.007,3.2242,1.170684857,,0.022,0.024,5.5272,1.709681358,,0.009,0.011,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,
464,-0.002,0.009,0.011,2.5333,0.929522801,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,4.1454,1.421999286,,0.037,0.039,8.9817,2.195189174,,0.011,0.013,5.9878,1.789724066,,0.011,0.013,2.9939,1.096576885,,0.005,0.007,3.2242,1.170684857,,0.021,0.023,5.2969,1.667121744,,0.009,0.011,5.0666,1.622669981,,0.006,0.008,1.8424,0.61106907,
465,-0.002,0.009,0.011,2.5333,0.929522801,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,4.1454,1.421999286,,0.037,0.039,8.9817,2.195189174,,0.011,0.013,5.9878,1.789724066,,0.011,0.013,2.9939,1.096576885,,0.005,0.007,3.2242,1.170684857,,0.021,0.023,5.2969,1.667121744,,0.009,0.011,5.0666,1.622669981,,0.006,0.008,1.8424,0.61106907,
466,-0.002,0.009,0.011,2.5333,0.929522801,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,4.1454,1.421999286,,0.037,0.039,8.9817,2.195189174,,0.011,0.013,5.9878,1.789724066,,0.011,0.013,2.9939,1.096576885,,0.005,0.007,3.2242,1.170684857,,0.021,0.023,5.2969,1.667121744,,0.009,0.011,5.0666,1.622669981,,0.006,0.008,1.8424,0.61106907,
467,-0.002,0.009,0.011,2.5333,0.929522801,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,4.1454,1.421999286,,0.037,0.039,8.9817,2.195189174,,0.011,0.013,5.9878,1.789724066,,0.011,0.013,2.9939,1.096576885,,0.005,0.007,3.2242,1.170684857,,0.021,0.023,5.2969,1.667121744,,0.009,0.011,5.0666,1.622669981,,0.006,0.008,1.8424,0.61106907,
468,-0.002,0.009,0.011,2.5333,0.929522801,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,4.1454,1.421999286,,0.036,0.038,8.7514,2.169213688,,0.011,0.013,5.9878,1.789724066,,0.011,0.013,2.9939,1.096576885,,0.005,0.007,3.2242,1.170684857,,0.021,0.023,5.2969,1.667121744,,0.009,0.011,5.0666,1.622669981,,0.006,0.008,1.8424,0.61106907,
469,-0.002,0.009,0.011,2.5333,0.929522801,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,4.1454,1.421999286,,0.036,0.038,8.7514,2.169213688,,0.011,0.013,5.9878,1.789724066,,0.011,0.013,2.9939,1.096576885,,0.005,0.007,3.2242,1.170684857,,0.021,0.023,5.2969,1.667121744,,0.009,0.011,5.0666,1.622669981,,0.006,0.008,1.8424,0.61106907,
470,-0.002,0.009,0.011,2.5333,0.929522801,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,4.1454,1.421999286,,0.036,0.038,8.7514,2.169213688,,0.011,0.013,5.9878,1.789724066,,0.011,0.013,2.9939,1.096576885,,0.005,0.007,3.2242,1.170684857,,0.021,0.023,5.2969,1.667121744,,0.009,0.011,5.0666,1.622669981,,0.006,0.008,1.8424,0.61106907,
471,-0.002,0.009,0.011,2.5333,0.929522801,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,4.1454,1.421999286,,0.036,0.038,8.7514,2.169213688,,0.011,0.013,5.9878,1.789724066,,0.01,0.012,2.7636,1.016534178,,0.005,0.007,3.2242,1.170684857,,0.021,0.023,5.2969,1.667121744,,0.009,0.011,5.0666,1.622669981,,0.006,0.008,1.8424,0.61106907,
472,-0.002,0.009,0.011,2.5333,0.929522801,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,4.1454,1.421999286,,0.035,0.037,8.5211,2.14254544,,0.011,0.013,5.9878,1.789724066,,0.01,0.012,2.7636,1.016534178,,0.005,0.007,3.2242,1.170684857,,0.021,0.023,5.2969,1.667121744,,0.009,0.011,5.0666,1.622669981,,0.006,0.008,1.8424,0.61106907,
473,-0.002,0.009,0.011,2.5333,0.929522801,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,4.1454,1.421999286,,0.035,0.037,8.5211,2.14254544,,0.011,0.013,5.9878,1.789724066,,0.01,0.012,2.7636,1.016534178,,0.005,0.007,3.2242,1.170684857,,0.021,0.023,5.2969,1.667121744,,0.009,0.011,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,
474,-0.002,0.009,0.011,2.5333,0.929522801,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,4.1454,1.421999286,,0.035,0.037,8.5211,2.14254544,,0.011,0.013,5.9878,1.789724066,,0.01,0.012,2.7636,1.016534178,,0.005,0.007,3.2242,1.170684857,,0.021,0.023,5.2969,1.667121744,,0.009,0.011,5.0666,1.622669981,,0.006,0.008,1.8424,0.61106907,
475,-0.002,0.009,0.011,2.5333,0.929522801,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,4.1454,1.421999286,,0.035,0.037,8.5211,2.14254544,,0.011,0.013,5.9878,1.789724066,,0.01,0.012,2.7636,1.016534178,,0.005,0.007,3.2242,1.170684857,,0.021,0.023,5.2969,1.667121744,,0.009,0.011,5.0666,1.622669981,,0.006,0.008,1.8424,0.61106907,
476,-0.002,0.009,0.011,2.5333,0.929522801,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,4.1454,1.421999286,,0.034,0.036,8.2908,2.115146466,,0.011,0.013,5.9878,1.789724066,,0.01,0.012,2.7636,1.016534178,,0.005,0.007,3.2242,1.170684857,,0.021,0.023,5.2969,1.667121744,,0.009,0.011,5.0666,1.622669981,,0.006,0.008,1.8424,0.61106907,
477,-0.002,0.008,0.01,2.303,0.834212621,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,4.1454,1.421999286,,0.034,0.036,8.2908,2.115146466,,0.01,0.012,5.5272,1.709681358,,0.01,0.012,2.7636,1.016534178,,0.005,0.007,3.2242,1.170684857,,0.021,0.023,5.2969,1.667121744,,0.009,0.011,5.0666,1.622669981,,0.006,0.008,1.8424,0.61106907,
478,-0.002,0.008,0.01,2.303,0.834212621,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,4.1454,1.421999286,,0.034,0.036,8.2908,2.115146466,,0.01,0.012,5.5272,1.709681358,,0.01,0.012,2.7636,1.016534178,,0.005,0.007,3.2242,1.170684857,,0.021,0.023,5.2969,1.667121744,,0.009,0.011,5.0666,1.622669981,,0.006,0.008,1.8424,0.61106907,
479,-0.002,0.008,0.01,2.303,0.834212621,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,4.1454,1.421999286,,0.034,0.036,8.2908,2.115146466,,0.01,0.012,5.5272,1.709681358,,0.01,0.012,2.7636,1.016534178,,0.005,0.007,3.2242,1.170684857,,0.021,0.023,5.2969,1.667121744,,0.009,0.011,5.0666,1.622669981,,0.006,0.008,1.8424,0.61106907,
480,-0.002,0.008,0.01,2.303,0.834212621,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,4.1454,1.421999286,,0.033,0.035,8.0605,2.086975589,,0.01,0.012,5.5272,1.709681358,,0.01,0.012,2.7636,1.016534178,,0.005,0.007,3.2242,1.170684857,,0.021,0.023,5.2969,1.667121744,,0.009,0.011,5.0666,1.622669981,,0.006,0.008,1.8424,0.61106907,
481,-0.002,0.008,0.01,2.303,0.834212621,,0.005,0.007,1.6121,0.477537677,,0.006,0.008,3.6848,1.30421625,,0.033,0.035,8.0605,2.086975589,,0.01,0.012,5.5272,1.709681358,,0.01,0.012,2.7636,1.016534178,,0.005,0.007,3.2242,1.170684857,,0.02,0.022,5.0666,1.622669981,,0.008,0.01,4.606,1.527359801,,0.006,0.008,1.8424,0.61106907,
482,-0.002,0.008,0.01,2.303,0.834212621,,0.005,0.007,1.6121,0.477537677,,0.007,0.009,4.1454,1.421999286,,0.033,0.035,8.0605,2.086975589,,0.01,0.012,5.5272,1.709681358,,0.01,0.012,2.7636,1.016534178,,0.005,0.007,3.2242,1.170684857,,0.02,0.022,5.0666,1.622669981,,0.008,0.01,4.606,1.527359801,,0.006,0.008,1.8424,0.61106907,
483,-0.002,0.008,0.01,2.303,0.834212621,,0.005,0.007,1.6121,0.477537677,,0.007,0.009,4.1454,1.421999286,,0.033,0.035,8.0605,2.086975589,,0.01,0.012,5.5272,1.709681358,,0.01,0.012,2.7636,1.016534178,,0.005,0.007,3.2242,1.170684857,,0.02,0.022,5.0666,1.622669981,,0.008,0.01,4.606,1.527359801,,0.006,0.008,1.8424,0.61106907,
