,MilliQ,F13Jun19_0.1R5,A(CDOM),a(CDOM),ln(a),Sr,F13Jun19_0.1R5_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F13Jun19_0.1R5_Dil1:2_ReRun,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F28Aug19_3.8R1,A(CDOM),a(CDOM),ln(a),Sr,F28Aug19_3.8R1_Dil1:4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,F28Aug19_3.8R1_Dil1:8,A(CDOM),Dilution 1:8 a(CDOM),Dilution 1:8 ln(a),Sr,F28Aug19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F28Aug19_9mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F11Sep190.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F11Sep19_0.1mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
237,-0.004,0.059,0.063,14.5089,2.674762254,,0.032,0.036,16.5816,2.808293647,,0.032,0.036,16.5816,2.808293647,,0.086,0.09,20.727,3.031437198,,0.019,0.023,21.1876,3.053416105,,0.006,0.01,18.424,2.913654163,,0.074,0.078,17.9634,2.888336355,,0.036,0.04,18.424,2.913654163,,0.083,0.087,20.0361,2.997535646,,0.038,0.042,19.3452,2.962444327,
238,-0.004,0.058,0.062,14.2786,2.658761913,,0.031,0.035,16.121,2.78012277,,0.03,0.034,15.6604,2.751135233,,0.082,0.086,19.8058,2.985974824,,0.018,0.022,20.2664,3.008964342,,0.006,0.01,18.424,2.913654163,,0.074,0.078,17.9634,2.888336355,,0.036,0.04,18.424,2.913654163,,0.082,0.086,19.8058,2.985974824,,0.037,0.041,18.8846,2.938346775,
239,-0.004,0.057,0.061,14.0483,2.642501392,,0.03,0.034,15.6604,2.751135233,,0.029,0.033,15.1998,2.72128227,,0.078,0.082,18.8846,2.938346775,,0.017,0.021,19.3452,2.962444327,,0.005,0.009,16.5816,2.808293647,,0.073,0.077,17.7331,2.87543295,,0.036,0.04,18.424,2.913654163,,0.081,0.085,19.5755,2.974278784,,0.037,0.041,18.8846,2.938346775,
240,-0.004,0.056,0.06,13.818,2.62597209,,0.029,0.033,15.1998,2.72128227,,0.028,0.032,14.7392,2.690510611,,0.075,0.079,18.1937,2.90107538,,0.016,0.02,18.424,2.913654163,,0.005,0.009,16.5816,2.808293647,,0.073,0.077,17.7331,2.87543295,,0.035,0.039,17.9634,2.888336355,,0.08,0.084,19.3452,2.962444327,,0.036,0.04,18.424,2.913654163,
241,-0.004,0.055,0.059,13.5877,2.609164972,,0.028,0.032,14.7392,2.690510611,,0.027,0.031,14.2786,2.658761913,,0.073,0.077,17.7331,2.87543295,,0.015,0.019,17.5028,2.862360868,,0.005,0.009,16.5816,2.808293647,,0.072,0.076,17.5028,2.862360868,,0.035,0.039,17.9634,2.888336355,,0.079,0.083,19.1149,2.950468136,,0.036,0.04,18.424,2.913654163,
242,-0.004,0.055,0.059,13.5877,2.609164972,,0.027,0.031,14.2786,2.658761913,,0.027,0.031,14.2786,2.658761913,,0.071,0.075,17.2725,2.849115641,,0.015,0.019,17.5028,2.862360868,,0.004,0.008,14.7392,2.690510611,,0.071,0.075,17.2725,2.849115641,,0.035,0.039,17.9634,2.888336355,,0.078,0.082,18.8846,2.938346775,,0.035,0.039,17.9634,2.888336355,
243,-0.004,0.054,0.058,13.3574,2.592070538,,0.027,0.031,14.2786,2.658761913,,0.026,0.03,13.818,2.62597209,,0.07,0.074,17.0422,2.835692621,,0.014,0.018,16.5816,2.808293647,,0.004,0.008,14.7392,2.690510611,,0.071,0.075,17.2725,2.849115641,,0.034,0.038,17.5028,2.862360868,,0.077,0.081,18.6543,2.926076683,,0.035,0.039,17.9634,2.888336355,
244,-0.004,0.053,0.057,13.1271,2.574678796,,0.026,0.03,13.818,2.62597209,,0.026,0.03,13.818,2.62597209,,0.068,0.072,16.5816,2.808293647,,0.014,0.018,16.5816,2.808293647,,0.004,0.008,14.7392,2.690510611,,0.07,0.074,17.0422,2.835692621,,0.034,0.038,17.5028,2.862360868,,0.076,0.08,18.424,2.913654163,,0.035,0.039,17.9634,2.888336355,
245,-0.004,0.053,0.057,13.1271,2.574678796,,0.026,0.03,13.818,2.62597209,,0.025,0.029,13.3574,2.592070538,,0.067,0.071,16.3513,2.794307405,,0.013,0.017,15.6604,2.751135233,,0.004,0.008,14.7392,2.690510611,,0.07,0.074,17.0422,2.835692621,,0.034,0.038,17.5028,2.862360868,,0.075,0.079,18.1937,2.90107538,,0.034,0.038,17.5028,2.862360868,
246,-0.004,0.052,0.056,12.8968,2.556979219,,0.025,0.029,13.3574,2.592070538,,0.025,0.029,13.3574,2.592070538,,0.066,0.07,16.121,2.78012277,,0.013,0.017,15.6604,2.751135233,,0.004,0.008,14.7392,2.690510611,,0.07,0.074,17.0422,2.835692621,,0.034,0.038,17.5028,2.862360868,,0.075,0.079,18.1937,2.90107538,,0.034,0.038,17.5028,2.862360868,
247,-0.004,0.052,0.056,12.8968,2.556979219,,0.025,0.029,13.3574,2.592070538,,0.025,0.029,13.3574,2.592070538,,0.065,0.069,15.8907,2.765734032,,0.012,0.016,14.7392,2.690510611,,0.004,0.008,14.7392,2.690510611,,0.069,0.073,16.8119,2.822086969,,0.033,0.037,17.0422,2.835692621,,0.074,0.078,17.9634,2.888336355,,0.034,0.038,17.5028,2.862360868,
248,-0.004,0.051,0.055,12.6665,2.538960713,,0.025,0.029,13.3574,2.592070538,,0.024,0.028,12.8968,2.556979219,,0.064,0.068,15.6604,2.751135233,,0.012,0.016,14.7392,2.690510611,,0.004,0.008,14.7392,2.690510611,,0.069,0.073,16.8119,2.822086969,,0.033,0.037,17.0422,2.835692621,,0.073,0.077,17.7331,2.87543295,,0.033,0.037,17.0422,2.835692621,
249,-0.004,0.051,0.055,12.6665,2.538960713,,0.024,0.028,12.8968,2.556979219,,0.024,0.028,12.8968,2.556979219,,0.063,0.067,15.4301,2.736320147,,0.012,0.016,14.7392,2.690510611,,0.004,0.008,14.7392,2.690510611,,0.069,0.073,16.8119,2.822086969,,0.033,0.037,17.0422,2.835692621,,0.073,0.077,17.7331,2.87543295,,0.033,0.037,17.0422,2.835692621,
250,-0.004,0.05,0.054,12.4362,2.520611574,,0.024,0.028,12.8968,2.556979219,,0.024,0.028,12.8968,2.556979219,,0.063,0.067,15.4301,2.736320147,,0.012,0.016,14.7392,2.690510611,,0.004,0.008,14.7392,2.690510611,,0.068,0.072,16.5816,2.808293647,,0.033,0.037,17.0422,2.835692621,,0.072,0.076,17.5028,2.862360868,,0.033,0.037,17.0422,2.835692621,
251,-0.004,0.05,0.054,12.4362,2.520611574,,0.024,0.028,12.8968,2.556979219,,0.024,0.028,12.8968,2.556979219,,0.062,0.066,15.1998,2.72128227,,0.012,0.016,14.7392,2.690510611,,0.004,0.008,14.7392,2.690510611,,0.068,0.072,16.5816,2.808293647,,0.033,0.037,17.0422,2.835692621,,0.072,0.076,17.5028,2.862360868,,0.033,0.037,17.0422,2.835692621,
252,-0.004,0.05,0.054,12.4362,2.520611574,,0.024,0.028,12.8968,2.556979219,,0.023,0.027,12.4362,2.520611574,,0.062,0.066,15.1998,2.72128227,,0.011,0.015,13.818,2.62597209,,0.004,0.008,14.7392,2.690510611,,0.068,0.072,16.5816,2.808293647,,0.033,0.037,17.0422,2.835692621,,0.071,0.075,17.2725,2.849115641,,0.033,0.037,17.0422,2.835692621,
253,-0.004,0.049,0.053,12.2059,2.501919441,,0.024,0.028,12.8968,2.556979219,,0.023,0.027,12.4362,2.520611574,,0.061,0.065,14.9695,2.706014798,,0.011,0.015,13.818,2.62597209,,0.004,0.008,14.7392,2.690510611,,0.067,0.071,16.3513,2.794307405,,0.032,0.036,16.5816,2.808293647,,0.071,0.075,17.2725,2.849115641,,0.032,0.036,16.5816,2.808293647,
254,-0.004,0.049,0.053,12.2059,2.501919441,,0.024,0.028,12.8968,2.556979219,,0.023,0.027,12.4362,2.520611574,,0.061,0.065,14.9695,2.706014798,,0.011,0.015,13.818,2.62597209,,0.004,0.008,14.7392,2.690510611,,0.067,0.071,16.3513,2.794307405,,0.032,0.036,16.5816,2.808293647,,0.07,0.074,17.0422,2.835692621,,0.032,0.036,16.5816,2.808293647,
255,-0.004,0.049,0.053,12.2059,2.501919441,,0.023,0.027,12.4362,2.520611574,,0.023,0.027,12.4362,2.520611574,,0.06,0.064,14.7392,2.690510611,,0.011,0.015,13.818,2.62597209,,0.003,0.007,12.8968,2.556979219,,0.067,0.071,16.3513,2.794307405,,0.032,0.036,16.5816,2.808293647,,0.07,0.074,17.0422,2.835692621,,0.032,0.036,16.5816,2.808293647,
256,-0.004,0.048,0.052,11.9756,2.482871246,,0.023,0.027,12.4362,2.520611574,,0.023,0.027,12.4362,2.520611574,,0.06,0.064,14.7392,2.690510611,,0.011,0.015,13.818,2.62597209,,0.004,0.008,14.7392,2.690510611,,0.066,0.07,16.121,2.78012277,,0.032,0.036,16.5816,2.808293647,,0.069,0.073,16.8119,2.822086969,,0.031,0.035,16.121,2.78012277,
257,-0.004,0.048,0.052,11.9756,2.482871246,,0.023,0.027,12.4362,2.520611574,,0.022,0.026,11.9756,2.482871246,,0.059,0.063,14.5089,2.674762254,,0.011,0.015,13.818,2.62597209,,0.004,0.008,14.7392,2.690510611,,0.066,0.07,16.121,2.78012277,,0.032,0.036,16.5816,2.808293647,,0.068,0.072,16.5816,2.808293647,,0.031,0.035,16.121,2.78012277,
258,-0.003,0.048,0.051,11.7453,2.463453161,,0.023,0.026,11.9756,2.482871246,,0.022,0.025,11.515,2.443650533,,0.059,0.062,14.2786,2.658761913,,0.011,0.014,12.8968,2.556979219,,0.004,0.007,12.8968,2.556979219,,0.066,0.069,15.8907,2.765734032,,0.031,0.034,15.6604,2.751135233,,0.068,0.071,16.3513,2.794307405,,0.031,0.034,15.6604,2.751135233,
259,-0.003,0.047,0.05,11.515,2.443650533,,0.023,0.026,11.9756,2.482871246,,0.022,0.025,11.515,2.443650533,,0.059,0.062,14.2786,2.658761913,,0.011,0.014,12.8968,2.556979219,,0.004,0.007,12.8968,2.556979219,,0.066,0.069,15.8907,2.765734032,,0.031,0.034,15.6604,2.751135233,,0.068,0.071,16.3513,2.794307405,,0.031,0.034,15.6604,2.751135233,
260,-0.003,0.047,0.05,11.515,2.443650533,,0.023,0.026,11.9756,2.482871246,,0.022,0.025,11.515,2.443650533,,0.059,0.062,14.2786,2.658761913,,0.011,0.014,12.8968,2.556979219,,0.004,0.007,12.8968,2.556979219,,0.065,0.068,15.6604,2.751135233,,0.031,0.034,15.6604,2.751135233,,0.067,0.07,16.121,2.78012277,,0.031,0.034,15.6604,2.751135233,
261,-0.003,0.046,0.049,11.2847,2.423447826,,0.023,0.026,11.9756,2.482871246,,0.022,0.025,11.515,2.443650533,,0.058,0.061,14.0483,2.642501392,,0.011,0.014,12.8968,2.556979219,,0.004,0.007,12.8968,2.556979219,,0.065,0.068,15.6604,2.751135233,,0.031,0.034,15.6604,2.751135233,,0.067,0.07,16.121,2.78012277,,0.03,0.033,15.1998,2.72128227,
262,-0.003,0.046,0.049,11.2847,2.423447826,,0.022,0.025,11.515,2.443650533,,0.022,0.025,11.515,2.443650533,,0.058,0.061,14.0483,2.642501392,,0.011,0.014,12.8968,2.556979219,,0.004,0.007,12.8968,2.556979219,,0.065,0.068,15.6604,2.751135233,,0.031,0.034,15.6604,2.751135233,,0.066,0.069,15.8907,2.765734032,,0.03,0.033,15.1998,2.72128227,
263,-0.003,0.046,0.049,11.2847,2.423447826,,0.022,0.025,11.515,2.443650533,,0.021,0.024,11.0544,2.402828539,,0.057,0.06,13.818,2.62597209,,0.01,0.013,11.9756,2.482871246,,0.003,0.006,11.0544,2.402828539,,0.064,0.067,15.4301,2.736320147,,0.031,0.034,15.6604,2.751135233,,0.065,0.068,15.6604,2.751135233,,0.03,0.033,15.1998,2.72128227,
264,-0.004,0.045,0.049,11.2847,2.423447826,,0.022,0.026,11.9756,2.482871246,,0.021,0.025,11.515,2.443650533,,0.057,0.061,14.0483,2.642501392,,0.01,0.014,12.8968,2.556979219,,0.003,0.007,12.8968,2.556979219,,0.064,0.068,15.6604,2.751135233,,0.031,0.035,16.121,2.78012277,,0.065,0.069,15.8907,2.765734032,,0.029,0.033,15.1998,2.72128227,
265,-0.004,0.045,0.049,11.2847,2.423447826,,0.022,0.026,11.9756,2.482871246,,0.021,0.025,11.515,2.443650533,,0.056,0.06,13.818,2.62597209,,0.01,0.014,12.8968,2.556979219,,0.003,0.007,12.8968,2.556979219,,0.064,0.068,15.6604,2.751135233,,0.031,0.035,16.121,2.78012277,,0.064,0.068,15.6604,2.751135233,,0.029,0.033,15.1998,2.72128227,
266,-0.004,0.045,0.049,11.2847,2.423447826,,0.022,0.026,11.9756,2.482871246,,0.021,0.025,11.515,2.443650533,,0.056,0.06,13.818,2.62597209,,0.01,0.014,12.8968,2.556979219,,0.003,0.007,12.8968,2.556979219,,0.063,0.067,15.4301,2.736320147,,0.03,0.034,15.6604,2.751135233,,0.064,0.068,15.6604,2.751135233,,0.029,0.033,15.1998,2.72128227,
267,-0.004,0.044,0.048,11.0544,2.402828539,,0.021,0.025,11.515,2.443650533,,0.021,0.025,11.515,2.443650533,,0.055,0.059,13.5877,2.609164972,,0.01,0.014,12.8968,2.556979219,,0.003,0.007,12.8968,2.556979219,,0.063,0.067,15.4301,2.736320147,,0.03,0.034,15.6604,2.751135233,,0.063,0.067,15.4301,2.736320147,,0.029,0.033,15.1998,2.72128227,
268,-0.003,0.044,0.047,10.8241,2.38177513,,0.021,0.024,11.0544,2.402828539,,0.021,0.024,11.0544,2.402828539,,0.055,0.058,13.3574,2.592070538,,0.01,0.013,11.9756,2.482871246,,0.004,0.007,12.8968,2.556979219,,0.063,0.066,15.1998,2.72128227,,0.03,0.033,15.1998,2.72128227,,0.063,0.066,15.1998,2.72128227,,0.029,0.032,14.7392,2.690510611,
269,-0.003,0.044,0.047,10.8241,2.38177513,,0.021,0.024,11.0544,2.402828539,,0.02,0.023,10.5938,2.360268924,,0.054,0.057,13.1271,2.574678796,,0.01,0.013,11.9756,2.482871246,,0.003,0.006,11.0544,2.402828539,,0.063,0.066,15.1998,2.72128227,,0.03,0.033,15.1998,2.72128227,,0.062,0.065,14.9695,2.706014798,,0.028,0.031,14.2786,2.658761913,
270,-0.003,0.043,0.046,10.5938,2.360268924,,0.021,0.024,11.0544,2.402828539,,0.02,0.023,10.5938,2.360268924,,0.054,0.057,13.1271,2.574678796,,0.01,0.013,11.9756,2.482871246,,0.003,0.006,11.0544,2.402828539,,0.062,0.065,14.9695,2.706014798,,0.03,0.033,15.1998,2.72128227,,0.061,0.064,14.7392,2.690510611,,0.028,0.031,14.2786,2.658761913,
271,-0.003,0.043,0.046,10.5938,2.360268924,,0.021,0.024,11.0544,2.402828539,,0.02,0.023,10.5938,2.360268924,,0.053,0.056,12.8968,2.556979219,,0.01,0.013,11.9756,2.482871246,,0.003,0.006,11.0544,2.402828539,,0.062,0.065,14.9695,2.706014798,,0.03,0.033,15.1998,2.72128227,,0.06,0.063,14.5089,2.674762254,,0.027,0.03,13.818,2.62597209,
272,-0.003,0.042,0.045,10.3635,2.338290018,,0.021,0.024,11.0544,2.402828539,,0.019,0.022,10.1332,2.315817162,,0.053,0.056,12.8968,2.556979219,,0.01,0.013,11.9756,2.482871246,,0.003,0.006,11.0544,2.402828539,,0.061,0.064,14.7392,2.690510611,,0.029,0.032,14.7392,2.690510611,,0.06,0.063,14.5089,2.674762254,,0.027,0.03,13.818,2.62597209,
273,-0.003,0.042,0.045,10.3635,2.338290018,,0.02,0.023,10.5938,2.360268924,,0.019,0.022,10.1332,2.315817162,,0.052,0.055,12.6665,2.538960713,,0.009,0.012,11.0544,2.402828539,,0.003,0.006,11.0544,2.402828539,,0.061,0.064,14.7392,2.690510611,,0.029,0.032,14.7392,2.690510611,,0.059,0.062,14.2786,2.658761913,,0.027,0.03,13.818,2.62597209,
274,-0.003,0.041,0.044,10.1332,2.315817162,,0.02,0.023,10.5938,2.360268924,,0.019,0.022,10.1332,2.315817162,,0.052,0.055,12.6665,2.538960713,,0.009,0.012,11.0544,2.402828539,,0.003,0.006,11.0544,2.402828539,,0.06,0.063,14.5089,2.674762254,,0.029,0.032,14.7392,2.690510611,,0.058,0.061,14.0483,2.642501392,,0.027,0.03,13.818,2.62597209,
275,-0.003,0.04,0.043,9.9029,2.292827644,,0.02,0.023,10.5938,2.360268924,,0.019,0.022,10.1332,2.315817162,,0.051,0.054,12.4362,2.520611574,,0.009,0.012,11.0544,2.402828539,,0.003,0.006,11.0544,2.402828539,,0.06,0.063,14.5089,2.674762254,,0.029,0.032,14.7392,2.690510611,,0.057,0.06,13.818,2.62597209,,0.026,0.029,13.3574,2.592070538,
276,-0.003,0.04,0.043,9.9029,2.292827644,,0.019,0.022,10.1332,2.315817162,,0.018,0.021,9.6726,2.269297146,,0.051,0.054,12.4362,2.520611574,,0.009,0.012,11.0544,2.402828539,,0.003,0.006,11.0544,2.402828539,,0.059,0.062,14.2786,2.658761913,,0.028,0.031,14.2786,2.658761913,,0.056,0.059,13.5877,2.609164972,,0.026,0.029,13.3574,2.592070538,
277,-0.003,0.039,0.042,9.6726,2.269297146,,0.019,0.022,10.1332,2.315817162,,0.018,0.021,9.6726,2.269297146,,0.05,0.053,12.2059,2.501919441,,0.009,0.012,11.0544,2.402828539,,0.003,0.006,11.0544,2.402828539,,0.059,0.062,14.2786,2.658761913,,0.028,0.031,14.2786,2.658761913,,0.055,0.058,13.3574,2.592070538,,0.025,0.028,12.8968,2.556979219,
278,-0.003,0.039,0.042,9.6726,2.269297146,,0.019,0.022,10.1332,2.315817162,,0.018,0.021,9.6726,2.269297146,,0.049,0.052,11.9756,2.482871246,,0.009,0.012,11.0544,2.402828539,,0.003,0.006,11.0544,2.402828539,,0.058,0.061,14.0483,2.642501392,,0.028,0.031,14.2786,2.658761913,,0.055,0.058,13.3574,2.592070538,,0.025,0.028,12.8968,2.556979219,
279,-0.003,0.039,0.042,9.6726,2.269297146,,0.019,0.022,10.1332,2.315817162,,0.018,0.021,9.6726,2.269297146,,0.049,0.052,11.9756,2.482871246,,0.009,0.012,11.0544,2.402828539,,0.003,0.006,11.0544,2.402828539,,0.058,0.061,14.0483,2.642501392,,0.028,0.031,14.2786,2.658761913,,0.054,0.057,13.1271,2.574678796,,0.024,0.027,12.4362,2.520611574,
280,-0.003,0.038,0.041,9.4423,2.245199595,,0.018,0.021,9.6726,2.269297146,,0.017,0.02,9.212,2.220506982,,0.049,0.052,11.9756,2.482871246,,0.008,0.011,10.1332,2.315817162,,0.003,0.006,11.0544,2.402828539,,0.058,0.061,14.0483,2.642501392,,0.028,0.031,14.2786,2.658761913,,0.053,0.056,12.8968,2.556979219,,0.024,0.027,12.4362,2.520611574,
281,-0.003,0.037,0.04,9.212,2.220506982,,0.018,0.021,9.6726,2.269297146,,0.017,0.02,9.212,2.220506982,,0.048,0.051,11.7453,2.463453161,,0.008,0.011,10.1332,2.315817162,,0.003,0.006,11.0544,2.402828539,,0.057,0.06,13.818,2.62597209,,0.027,0.03,13.818,2.62597209,,0.052,0.055,12.6665,2.538960713,,0.024,0.027,12.4362,2.520611574,
282,-0.003,0.037,0.04,9.212,2.220506982,,0.018,0.021,9.6726,2.269297146,,0.017,0.02,9.212,2.220506982,,0.047,0.05,11.515,2.443650533,,0.008,0.011,10.1332,2.315817162,,0.002,0.005,9.212,2.220506982,,0.056,0.059,13.5877,2.609164972,,0.027,0.03,13.818,2.62597209,,0.051,0.054,12.4362,2.520611574,,0.023,0.026,11.9756,2.482871246,
283,-0.003,0.036,0.039,8.9817,2.195189174,,0.017,0.02,9.212,2.220506982,,0.017,0.02,9.212,2.220506982,,0.047,0.05,11.515,2.443650533,,0.008,0.011,10.1332,2.315817162,,0.003,0.006,11.0544,2.402828539,,0.056,0.059,13.5877,2.609164972,,0.027,0.03,13.818,2.62597209,,0.05,0.053,12.2059,2.501919441,,0.023,0.026,11.9756,2.482871246,
284,-0.003,0.035,0.038,8.7514,2.169213688,,0.017,0.02,9.212,2.220506982,,0.016,0.019,8.7514,2.169213688,,0.046,0.049,11.2847,2.423447826,,0.008,0.011,10.1332,2.315817162,,0.003,0.006,11.0544,2.402828539,,0.055,0.058,13.3574,2.592070538,,0.026,0.029,13.3574,2.592070538,,0.05,0.053,12.2059,2.501919441,,0.022,0.025,11.515,2.443650533,
285,-0.003,0.035,0.038,8.7514,2.169213688,,0.017,0.02,9.212,2.220506982,,0.016,0.019,8.7514,2.169213688,,0.045,0.048,11.0544,2.402828539,,0.008,0.011,10.1332,2.315817162,,0.003,0.006,11.0544,2.402828539,,0.055,0.058,13.3574,2.592070538,,0.026,0.029,13.3574,2.592070538,,0.049,0.052,11.9756,2.482871246,,0.022,0.025,11.515,2.443650533,
286,-0.003,0.035,0.038,8.7514,2.169213688,,0.017,0.02,9.212,2.220506982,,0.016,0.019,8.7514,2.169213688,,0.045,0.048,11.0544,2.402828539,,0.008,0.011,10.1332,2.315817162,,0.003,0.006,11.0544,2.402828539,,0.055,0.058,13.3574,2.592070538,,0.026,0.029,13.3574,2.592070538,,0.048,0.051,11.7453,2.463453161,,0.022,0.025,11.515,2.443650533,
287,-0.003,0.034,0.037,8.5211,2.14254544,,0.017,0.02,9.212,2.220506982,,0.016,0.019,8.7514,2.169213688,,0.044,0.047,10.8241,2.38177513,,0.008,0.011,10.1332,2.315817162,,0.002,0.005,9.212,2.220506982,,0.054,0.057,13.1271,2.574678796,,0.026,0.029,13.3574,2.592070538,,0.047,0.05,11.515,2.443650533,,0.021,0.024,11.0544,2.402828539,
288,-0.003,0.033,0.036,8.2908,2.115146466,,0.016,0.019,8.7514,2.169213688,,0.015,0.018,8.2908,2.115146466,,0.044,0.047,10.8241,2.38177513,,0.007,0.01,9.212,2.220506982,,0.002,0.005,9.212,2.220506982,,0.053,0.056,12.8968,2.556979219,,0.026,0.029,13.3574,2.592070538,,0.046,0.049,11.2847,2.423447826,,0.021,0.024,11.0544,2.402828539,
289,-0.003,0.033,0.036,8.2908,2.115146466,,0.016,0.019,8.7514,2.169213688,,0.015,0.018,8.2908,2.115146466,,0.043,0.046,10.5938,2.360268924,,0.007,0.01,9.212,2.220506982,,0.002,0.005,9.212,2.220506982,,0.053,0.056,12.8968,2.556979219,,0.025,0.028,12.8968,2.556979219,,0.045,0.048,11.0544,2.402828539,,0.02,0.023,10.5938,2.360268924,
290,-0.003,0.032,0.035,8.0605,2.086975589,,0.016,0.019,8.7514,2.169213688,,0.015,0.018,8.2908,2.115146466,,0.042,0.045,10.3635,2.338290018,,0.007,0.01,9.212,2.220506982,,0.002,0.005,9.212,2.220506982,,0.052,0.055,12.6665,2.538960713,,0.025,0.028,12.8968,2.556979219,,0.045,0.048,11.0544,2.402828539,,0.02,0.023,10.5938,2.360268924,
291,-0.003,0.032,0.035,8.0605,2.086975589,,0.016,0.019,8.7514,2.169213688,,0.014,0.017,7.8302,2.057988052,,0.042,0.045,10.3635,2.338290018,,0.007,0.01,9.212,2.220506982,,0.002,0.005,9.212,2.220506982,,0.052,0.055,12.6665,2.538960713,,0.025,0.028,12.8968,2.556979219,,0.044,0.047,10.8241,2.38177513,,0.02,0.023,10.5938,2.360268924,
292,-0.003,0.031,0.034,7.8302,2.057988052,,0.015,0.018,8.2908,2.115146466,,0.014,0.017,7.8302,2.057988052,,0.041,0.044,10.1332,2.315817162,,0.007,0.01,9.212,2.220506982,,0.002,0.005,9.212,2.220506982,,0.051,0.054,12.4362,2.520611574,,0.025,0.028,12.8968,2.556979219,,0.043,0.046,10.5938,2.360268924,,0.019,0.022,10.1332,2.315817162,
293,-0.003,0.031,0.034,7.8302,2.057988052,,0.015,0.018,8.2908,2.115146466,,0.014,0.017,7.8302,2.057988052,,0.04,0.043,9.9029,2.292827644,,0.006,0.009,8.2908,2.115146466,,0.002,0.005,9.212,2.220506982,,0.051,0.054,12.4362,2.520611574,,0.024,0.027,12.4362,2.520611574,,0.042,0.045,10.3635,2.338290018,,0.019,0.022,10.1332,2.315817162,
294,-0.003,0.03,0.033,7.5999,2.028135089,,0.014,0.017,7.8302,2.057988052,,0.013,0.016,7.3696,1.997363431,,0.04,0.043,9.9029,2.292827644,,0.006,0.009,8.2908,2.115146466,,0.002,0.005,9.212,2.220506982,,0.05,0.053,12.2059,2.501919441,,0.024,0.027,12.4362,2.520611574,,0.041,0.044,10.1332,2.315817162,,0.018,0.021,9.6726,2.269297146,
295,-0.003,0.03,0.033,7.5999,2.028135089,,0.014,0.017,7.8302,2.057988052,,0.013,0.016,7.3696,1.997363431,,0.039,0.042,9.6726,2.269297146,,0.006,0.009,8.2908,2.115146466,,0.002,0.005,9.212,2.220506982,,0.049,0.052,11.9756,2.482871246,,0.024,0.027,12.4362,2.520611574,,0.04,0.043,9.9029,2.292827644,,0.018,0.021,9.6726,2.269297146,
296,-0.003,0.029,0.032,7.3696,1.997363431,,0.014,0.017,7.8302,2.057988052,,0.013,0.016,7.3696,1.997363431,,0.038,0.041,9.4423,2.245199595,,0.006,0.009,8.2908,2.115146466,,0.002,0.005,9.212,2.220506982,,0.049,0.052,11.9756,2.482871246,,0.023,0.026,11.9756,2.482871246,,0.04,0.043,9.9029,2.292827644,,0.018,0.021,9.6726,2.269297146,
297,-0.003,0.029,0.032,7.3696,1.997363431,,0.014,0.017,7.8302,2.057988052,,0.013,0.016,7.3696,1.997363431,,0.038,0.041,9.4423,2.245199595,,0.006,0.009,8.2908,2.115146466,,0.002,0.005,9.212,2.220506982,,0.049,0.052,11.9756,2.482871246,,0.024,0.027,12.4362,2.520611574,,0.039,0.042,9.6726,2.269297146,,0.017,0.02,9.212,2.220506982,
298,-0.003,0.028,0.031,7.1393,1.965614732,,0.014,0.017,7.8302,2.057988052,,0.013,0.016,7.3696,1.997363431,,0.038,0.041,9.4423,2.245199595,,0.006,0.009,8.2908,2.115146466,,0.002,0.005,9.212,2.220506982,,0.048,0.051,11.7453,2.463453161,,0.023,0.026,11.9756,2.482871246,,0.038,0.041,9.4423,2.245199595,,0.017,0.02,9.212,2.220506982,
299,-0.003,0.028,0.031,7.1393,1.965614732,,0.013,0.016,7.3696,1.997363431,,0.012,0.015,6.909,1.93282491,,0.037,0.04,9.212,2.220506982,,0.006,0.009,8.2908,2.115146466,,0.002,0.005,9.212,2.220506982,,0.048,0.051,11.7453,2.463453161,,0.023,0.026,11.9756,2.482871246,,0.038,0.041,9.4423,2.245199595,,0.017,0.02,9.212,2.220506982,
300,-0.003,0.028,0.031,7.1393,1.965614732,,0.013,0.016,7.3696,1.997363431,,0.012,0.015,6.909,1.93282491,,0.037,0.04,9.212,2.220506982,,0.006,0.009,8.2908,2.115146466,,0.002,0.005,9.212,2.220506982,,0.048,0.051,11.7453,2.463453161,,0.023,0.026,11.9756,2.482871246,,0.037,0.04,9.212,2.220506982,,0.017,0.02,9.212,2.220506982,
301,-0.003,0.027,0.03,6.909,1.93282491,,0.013,0.016,7.3696,1.997363431,,0.012,0.015,6.909,1.93282491,,0.036,0.039,8.9817,2.195189174,,0.005,0.008,7.3696,1.997363431,,0.001,0.004,7.3696,1.997363431,,0.047,0.05,11.515,2.443650533,,0.023,0.026,11.9756,2.482871246,,0.037,0.04,9.212,2.220506982,,0.016,0.019,8.7514,2.169213688,
